"FUNCTION 2: ELECTRICAL, ELECTRONIC AND CONTROL ENGINEERING AT THE ENGINE MANAGEMENT LEVEL",,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
511,A semiconductor that decreases in resistance with an increase in temperature is known as a __________.,resistor,thermistor,diode,thermopile,B
512,A single aA.C. generator supplies 400 amp. at 220 V with a P.F. of 0.95. Find apparent and true power?,Apparent Power= 89 KVA; True Power= 85.6 Kw,Apparent Power= 88 KVA; True Power= 83.6 Kw,Apparent Power= 90 KVA; True Power= 82.2 Kw,Apparent Power= 86 KVA; True Power= 84.6 Kw,B
513,A synchronous motor maintains synchronism with the rotating field because__________.,field strength varied directly with rotor slip,DC current applied to the rotor coils causes the rotor magnets to lock in with rotating flux of the stator,The stator poles are dragged around due to the flu created by the excitation current,The stator flux rotates opposite direction,B
514,"A three-phase alternator is operating at 450 volts with the switchboard ammeter indicating 300 amps.  The kw meter  currently indicates 163.6 KW, with a power factor of 0.7. If the power factor increases to 0.8, the KW meter reading  would increase by ___",17.8 KW,23.2 KW,30.6 KW,37.8 KW,B
515,"Air entrained in the hydraulic fluid, or trapped in an actuator will cause the actuators to move with a jerky motion.  This action is a result of __________.","the trapped air being compressed to a pressure above the maximum pump discharge pressure, then re-expanding and lowering in pressure after the actuator moves","the trapped air being compressed to operating system pressure, then dropping in pressure as the actuator moves,  allowing the air to re-expand, then repeating the process",air being capable of moving loads more effectively than a liquid,"air providing better lubrication of internal components, found in Hydraulic Systems, than hydraulic fluids",B
516,Air gap readings should be taken on electrical generation machinery periodicly to __________.    I.  determine the need for cleaning   II. check the condition of the bearings,I only,II only,both I and II,neither I or II,B
517,All of the following items can be used in the maintenance of a D.C. propulsion motor's commutator face EXCEPT __________.,a canvas wiper,insulating varnish,abrasive dressing stones,sandpaper,B
518,Ambient temperature is the __________.,amount of temperature rise of an electric motor with no load,temperature of the compartment where the motor is located,"normal electric motor operating temperature, less the room temperature",actual temperature developed by an operating motor,B
519,"An  accidental path of low resistance, allowing passages of abnormal amount of current is known as a ___________.",open circuit,short circuit,polarize ground,ground reference point,B
520,"An AC generator produces 60 Hz at 1800 RPM.  If the generator speed is increased to 1830 RPM, the cycles will __________.",the power being consumed by electrical equipment,increase to 61 Hz,decrease to 59 Hz,increase to 63 Hz,B
521,An accidental path of low resistance which passes an abnormal amount of current is known as a/an __________.,polarized ground,short circuit,ground reference point,open circuit,B
522,"An autotransformer is equipped with a 50% tap, a 65% tap, and an 80% tap.  Which of the following statements is true  concerning a load connected to the 50% tap?",The load is receiving minimum voltage and minimum current.,The load is receiving minimum voltage and maximum current.,The load is receiving maximum voltage and minimum current.,The load is receiving maximum voltage and maximum current.,B
523,An electrical device which employs a stationary armature and a rotating electromagnetic field is commonly used aboard ship as a __________.,magnetic amplifier,ship's service alternator,three-wire DC generator,saturable core reactor,B
524,An instrument being used to determine that the electrolyte of a wet battery is changed or not. ,Salinometer, hydrometer,Ammeter,Voltmeter,B
525,"As a result of condensation occurring inside of the cargo winch mater switches, moisture can be reduced by switch of the following statement?",venting the switch box regularly,using strip heaters inside the switch box,installing a light bulb in the pedestal stand,coating the switch box internals with epoxy sealer,B
526,Bar to bar test on an armature will not locate______________.,an open circuit,a reverse coil,a short circuit,a ground ,B
527,Batteries used for diesel engine starting should __________.,be located in a locker on the weather deck,be located as close as possible to the engine,have sufficient capacity to provide at least 50 starts consecutively without recharging,only be of the nickel alkaline type,B
528,Both ends of a three conductor cable disconnected and arranged without the conductors touching each ot an ohmeter reading of zero ohms between the ends of the conductor would indicate.,No voltage on the output of the secondary coil.,continuity,the resistance is infinite,a short circuit,B
529,Caution must be exercised during the charging of lead-acid storage batteries because ,the acid becomes weaker,hydrogen gas is being liberated,both plates are charging chemically to lead sulfate,lead peroxide in the negative pallet is poisonous,B
530,Copper is often used as an electrical conductor because it ____.,partial ground, Is able to pass current with little opposition, Has highly polished surface, Has high resistance at low temperatures,B
531,Crystals have very _________., low resistance,high quality factor, high resistance, low quality factor,B
532,DC communication can be corrected for armature reaction by the use of__________.,Interpoles ,laminated pole pieces,changes in resistance of the field ,compensating armature windings,B
533,Decreasing the frequency in a capacitative circuit while holding circuit voltage constant will result in a/an_____________.,increase in apparent  power,decrease in circuit current,decrease in capacitative reactance,decrease in total impedance,B
534,Decreasing the frequency in a capacitative circuit while maintaining a constant circuit voltage will result in a _____________.,increase in apparent  power,decrease in circuit current,decrease in capacitative reactance,decrease in total impedance,B
535,Direction of rotation of an induction motor is________________.,opposite the rotating field direction,the same as the rotating field direction,determined by the number of the poles,determined by the staggering of the brushes,B
536,Electric current is the flow of electrons through a conductor. Thisnis commonly called:,voltage,amperage,coulomb,resistance,B
537,Fuses placed in series with a thermal trip-type circuit breaker are used for __________.,time-delay protection,short-circuit protection,short duration surge protection,sustained overload protection,B
538,Heating of conductors as a result of resistance in a distributing circuit cauises a power loss expressed as_________________.,line drop,line loss,IR drop,hysteresis,B
539,High voltage and low current gain are characteristics of the:,common base circuit,common emitter circuit,common collector circuit,both A and C,B
540,"If a delicate component must be soldered into a circuit, the component may be protected from the heat of the soldering process by __________.",operating the soldering gun not more than 60 seconds at a time,using a thermal shunt heat sink,pre-oxidizing the leads to be soldered,coating the leads to be soldered with a light oil film,B
541,"If a magnetic controller contact fails to pick up when the  operating coil is energized, one possible cause may be __________.",low spring pressure,low voltage to the coil,the residual magnetism of the contact faces,dirty contact faces,B
542,"If a small electric motor has been submerged in saltwater for a short period of time, you should __________.",send it ashore for rewinding,rinse it with warm freshwater and bake it dry in an oven,soak it in a bucket of commercial solvent and bake with internal heat,clean it with carbon tetrachloride and blow it out with compressed air,B
543,"If a steering motor becomes overloaded, the __________.",overload condition of 5% will trip the motor off the line  immediately,overload condition will be indicated visually in the machinery space,motor running indicator will begin to flash 'on' and 'off' in response to the sustained overload condition,standby steering pump will start automatically and come on the line,B
544,"If a transformer is connected to a DC source, the transformer will overload at the __________.",contacts,primary coil,secondary coil,core,B
545,"If many turns of an alternating current coil for a contactor become short circuited, the coil __________.",temperature will drop,will probably burn out immediately,will continue to operate,will operate on reduced current,B
546,"If only one brush on a commutator is sparking  excessively, you should look for____________.",One,copper imbedded in the brush,a loose commutator bar,flux in the commutating zone,B
547,"If solenoid ""B"" of the valve illustrated is energized, the  cylinder will __________.",extend with rate of movement controlled,retract with rate of movement controlled,extend with rate of movement uncontrolled,retract with rate of movement uncontrolled,B
548,"If the ""B"" end were driven by an electric motor and the ""A"" end were disconnected from the line terminals of the motor  controller, the unit illustrated could then be used as a __________.",mooring winch,variable ouptut alternator,fixed output alternator,hydraulic crane power supply,B
549,"If the centrifugal switch or relay used for cutting out the starting winding of a split-phase induction motor fails to  open once the motor is in operation, the __________.",motor will over speed,starting winding will burn out,motor will immediately stall under load,motor torque will be above normal at rated speed,B
550,"If the excitation of an alternator operating in parallel is decreased blow normal, its__________.",power factor will change in the lagging direction,power factor will change in the leading direction,ampere load will be greatly decreased,kilowatt load will be greatly decreased,B
551,If the pointer off a merger does not come back to zero when the unit is not in use____________________.,the merger needs calibration,the megger is operating normally,it is burned out,the pointer stuck,B
552,"If the solenoid coil burns out on a cargo winch with an electrical brake, which of the following conditions will occur?", the winch will continue to operate as usual,the brake will set by spring force,the load suspended from the cargo boom will fall,the motor will over speed,B
553,"If the voltage supplied to the lighting circuit is 110 volts, how much current is used by a 100 watt light bulb?",0.08 amps,0.91 amps,1.10 amps,90.9 amps,B
554,"If you are testing armature coils with a bar to bar test, a short circuit will be indicated by__________.",high voltage reading while the remaining coils readings have an equal or lower valve,low or zero voltage reading while the remaining coils have higher readings,changing voltmeter reading while the remaining coils are steady,steady voltmeter reading while the remaining coils are steady,B
555,"In a three-wire, 230/115 volt DC system, the potential neutral and negative is __________.", 230 volts,115 volts,460 volts,12 0 volts,B
556,"In accordance with Coast Guard Regulations (46 CFR), 'corrosive location' means a/an __________.",location exposed to the weather on a vessel operating only  in fresh water,location exposed to the weather on a vessel operating in salt water,area in the vicinity of cargo vents used for the carriage of corrosive material,location within the machinery space subjected to heavy condensation,B
557,"In checking the level of a tank, three pneumercator readings have been taken.  If each reading is higher than the last,  this indicates that __________.",excessive charging air was supplied,insufficient charging air has been supplied,the relief valve is sticking,the tubing between the tank and the gauge has a leak,B
558,"In electronic circuitry, the abbreviation 'PCB' commonly means __________.",power expanded on them,printed circuit board,poly-coated braid,personal computer bits,B
559,"In the assembly of transformers, what is the material being used as core?",Steel,Iron,Copper,Brass,B
560,"In the flow of one cycle of single phase AC current past any given point in a circuit, the maximum flow occurs times.",One, two, four, three,B
561,Inductance is the properties of an electric circuit that ______________.,opposes any change in the applied voltage,opposes any chnge in the current flow through the circuit,aids any changes in the applied voltage,aids any changes in the current throug circuit,B
562,Inert gas system must be designed to supply the cargo tanker with gas or gases that has an oxygen content of not more than________________.,5%,8%,15%,20%,B
563,It is a means of giving warning to the cargo winch operator that the maximum limit set for the boom down or boom up is already reached.,Alarm Gong,Electric Bell,Electric Siren,Signal lights,B
564,It is an electric device that consist of bimetallic strip that bends an opens a set of contacts when heated as a protection to  a working motor.,Latching Relay,Thermal Relay,Magnetic Relay,Sensing Relay,B
565,It is an electric material being used to direct or keep the electrons flowing in the direction we want or to avoid spreading out is called_______________.,conductor,insulator,breaker,resistor,B
566,It is an electrical A. C. motor where the rotor share the number of poles as the stator with wich it is to be used.,Induction,Synchronous,Single phase,Three phase,B
567,It is being produced by the magnetism in a stationary copper wire through the movement of a magnetic coil passing it.,Electrolysis,Electricity,Voltage,Current ,B
568,It is the device being use to measure the suction efficiency of a running pump.,Pressure Gauge,Compound Gauge,Pneumercator,Manometer,B
569,It is the emission of electrons from hot bodies _________., peltier effect, radiation effect, hall effect, differential amplifier,B
570,It is the first thing to happen to a person who met an accident of a strong electric shock?,Broken Bones,Body Burns,Blood poisoning,Mental Stress,B
571,"It is the total resistance in ohms of two resistor, 60 ohms and 40 ohms which are connected in parallel in an electrical circuit.",Potentiometer,24,26,30,B
572,"Item ""E"" shown in the illustration is used in the hydraulic circuit as __________.",one of two motor driven remotely operated pumps to open and close the water tight door,the manually operated pump located in a common passage way to close the water tight door in an emergency,motor driven pump used to close the water tight door from the navigation bridge in an emergency,the manually operated pump used to open or close the water tight door from the engine room side,B
573,Magnetic controller contacts may become welded together during operation because of __________.,excessive magnetic gap,low contact pressure,an open coil,excessive ambient temperature,B
574,Magnetic controller contacts may becomes welded together during operation because of__________.,an open coil,low contact pressure ,excessive ambient temperature,excessive magnet cap,B
575,Modern DC generators are fitted with commutating poles to __________.,prevent motorizing,reduce sparking,reduce the load on the main poles,reduce spring pressure on the brushes,B
576,"Moisture accumulating in electronic motors and generators windings have a cold insulation resistance greater than 50,000 ohms may be baked out with internal heat. This heat can be developed by ____.", obtaining current from a DC source as an electric welder and feeding it into the armature while the motor at full speed, feeding current into the windings and passing current through the armature, short circuiting the field windings and passing current through the armature,short circuiting the armature and the field windings,B
577,Most generators will withstand as overload of:,15 percent,25 percent,30 percent,35 percent,B
578,Motor controller or starter contacts may become pitted and  welded together if the contacts __________.,open under loaded conditions,close slowly with light pressure,open too quickly and arc,close quickly with proportionate pressure,B
579,Motor controllers or starter contracts may become pitted and welded together if the contacts are ________., opened under loaded condition, closed slowly with light pressure, opened too quickly and arc, closed quickly with proportionate pressure,B
580,Of what significance is ambient temperature in realtion to the service life of electronic components?,ambient temperature should be as high as possible to drive off moisture,increased ambient temperature decreases the service life of electronic components,ambient temperature is not significantly as long as the relative humidity is kept low,a reduced ambient temperature causes a corresponding reduced service life,B
581,"On an engine throttle control system, the auxiliary control circuits are provided with devices to prevent excessive overtravel of the actuating valve by the control motor. These devices are called __________.",overlap sensors,limit switches,overtravel relays,proximity switches,B
582,"On some diesel-electric ships, the DC propulsion motor will only attain half speed when the generator fields are fully  excited.  Speeds above this are obtained by __________.",rotating brush alignment,raising the generator engine speed,lowering the generator engine speed,decreasing excitation,B
583,Part of the insulation of practically all electrical machinery is in the form of organic compounds which contain some amount of __________.,asbestos,water,fiber,plastic,B
584,Prior to hydraulic system being activated and when it is being closed down what proper procedure must be made to ensure its safe operation?,operators should ensure that pressure gauges are at the minimum level when in operating,ensure that there are no pockets of air trapped pressure in the system,operator should ensure that all pressures have been in the minimum before disconnecting any line,any spillage of hydraulic oil should be reported to responsible officer,B
585,Reduced voltage applied to a motor during the starting period will __________.,result in decreased acceleration time only,lower the starting current and increase accelerating time,cause a greater starting torque,increase the starting current and pump capacity,B
586,Relative humidity can be determined by using a psychrometric chart and a/an __________.,hydrometer,sling psychrometer,aneroid barometer,compound barometer,B
587,The acids being used to be mixed with the water to form an electrolyte for use in a wet battery is/are __________________   I - Hydrocloric  II - Amino  III - Sulfuric,4:1,III only,I & II,II & III,B
588,The approximate quantity of hydraulic oil available to the system can be determined by __________.,"removing ""G"" and measuring the level in the sump with a 'dip stick'","observing the color change of the column in ""J"" and its comparative height","removing ""D"" and measuring the height of the remaining liquid with a float stick","removing the cap from ""A"" and measuring the height of the hydraulic oil",B
589,The bad effect of the moisture of the air to be supplied to an automatic electro pneumatic controller is                              .,Slower action,Circuit grounding,Parts sticking,Faster action,B
590,The capacity in amperes for lightning puposes onboard is___________.,10,15,20,25,B
591,The charge of a lead-acid battery can be restored by __________.,passing an alternating electric current through the cell,passing a direct electric current through the cell,adding acid to the electrolyte,all of the above,B
592,The charging of lead acid storage batteries always result in____________.,90 degrees,a dangerous explosives gas being liberated,the danger of lead poisoning,all of the given answers,B
593,"The condition of an electric D. C. circuit where in the switch is place in ""ON"" position is called ____________.",broken circuit,close circuit,open circuit,continous circuit,B
594,The current flowing is a 220 volts circuit if the power produced is 1870 watts?,8.1,8.5,9.6,9.9,B
595,The direction of rotation of an induction motor is __________.,opposite the rotating field direction,the same as the direction of the rotating field,determined by the number of poles,determined by the staggering of the brushes,B
596,The electrolyte used in a nickel-cadmium battery is:,diluted sulfuric acid,potassium hydroxide,lead sulfate,zinc oxide,B
597,"The energy consumed by an AC motor, as strictly reactive power, is __________.",used to do mechanical work,used to establish the magnetic field of the motor,lost as heat generated by bearing friction,lost in doing work to turn the motor itself,B
598,The freezing point of the electrolyte in a fully charged lead-acid battery will be __________.,higher than in a discharged battery,lower than in a discharged battery,the same as in a discharged battery,"higher than in a discharged battery, but the specific gravity will be less",B
599,The frequency of an AC generator is controlled by the __________.,rheostat,governor,exciter,capacitor,B
600,The frequency of an alternator at a given RPM is determined by the ________________.,number of turns of wire in armature coil,number of magnetic poles,strength of the magnet use,out put voltage,B
601,The greatest detrimental effect on idle electrical equipment such as cargo pump motor is:,loss of residual magnetism,absorption of moisture in the insulation,insulation vanish flaking ,dirt collecting on the windings,B
602,"The hydraulic tubing installation shown as figure ""D"" is INCORRECT and will probably leak when in operation because the tubing __________.",will contract in diameter and expand in length under pressure,and its fittings cannot be properly installed and tightened,will stretch and overstress the male threads on the fitting,cannot flex at right angles to the pressure applied by the fluid because it is not properly twisted,B
603,The item referred to as a pigtail on a DC motor brush rigging is a/an __________.,I only,uninsulated wire,flexible spring adjuster,brush holder,B
604,The kind of maintenance system if your repaired cargo winch due to unusual sound of its hydrauli pump is_____________.,Operational,Condition,Planned,Breakdown,B
605,The magnetic lock between the armature and field in an electromagnetic coupling is established by __________.,controlled engine speed,energizing the field coils,brush contact with the armature,rotating the primary rotor,B
606,The main purpose of an electric space heater installed in a large AC generator is to,prevent the windings from becoming brittle,prevent moisture condensation in the windings during shutdown,keep the lube oil warm for quick starting,prevent acidic pitting of the slip rings,B
607,"The main purpose of checking the electrical installation, wiring, equipments etc. using a megger tester is to find out _________________.",Proper grounding,Condition of insulation,load if can carry,Finds short circuit,B
608,The major advantage of a diesel electric propulsion plant is __________.,low cost and weight,excellent propulsion maneuverability,less maintenance,lower fuel consumption,B
609,The material being used as core in the assembly of transformer is ______________.,Steel,Iron,Copper,Brass,B
610,The most common method of producing electricity for electric power used is_____________.,electrolysis,magnetism,Chemical action,Heat transfer,B
611,The most practical method of controlling the RPM of a step-speed AC motor is to __________.,change input voltage,vary the number of poles,vary power factor,change the number of brushes,B
612,The number of cycles per second occurring in AC voltage is  known as the __________.,phase angle,frequency,wave form,half mode,B
613,The opposition of the establishment of magnetic line of force in a magnetic circuit is.,Resistance,Reluctance,Impedance,Inductance,B
614,The opposition to the establishment magnetic lines off force in a manetic circuit is called __________.,Resistance,Reluctance,impedance,inductance,B
615,"The output voltage of 440-volt, hertz, Ac generator is controlled by the ",prime mover speed,exciter outer voltage,load on the alternator,number of poles,B
616,The overload relay that can well protect a motor against high ambient temperature or inadequate ventilation that can also be adjusted either manual or automatic resetting is_____________.,Electric ,Thyristor,magnetic,thermal,B
617,The parts of a generator where the end of an armature coils one connected that also rotate with the armature is called _____________.,Carbon brushes,Slip rings,South poles,North poles,B
618,The performance of the machineries can be monitored during their respective operations in an automated vessel at the_____________.,console,control room,ship's office,recreational room,B
619,"The portion of the hydraulic hose that determines its overall strength, is the",inner tube,braided inner layer ( s ),outer cover,outer armor,B
620,"The power consumed on a 76 ampere, 208 - volt, 3 phase circuit that has a power factor of 89% is ________."," 35,808 watts"," 24,367 watts"," 27,379 watts"," 12,456 watts",B
621,The process where the internal alternating current in a DC generator is changed to direct current is known ____________.,regulating ,commutation,excitation,induction,B
622,The process whereby the internal alternating current in a DC generator is changed to direct current is known as________________.,regulating ,commutation,excitation,induction,B
623,The proper way to mix the electrolyte for a battery is to add________________.,acid to alkaline water,acid to distilled water,alkaline water to acid,distilled water to aci,B
624,The pupos eof cage rotor winding placed on the rotor by a synchronous motor is to?,provide excitation to the DC field,start the machine as an induction motor,contribute extra torque at synchronous speed,prevent from falling out of step,B
625,The purpose of DC generator brushes is to __________.,neutralize armature reaction,conduct electric current to an outside circuit,convert DC current to AC current,provide excitation to a DC generator,B
626,The purpose of the commutator and brushes on a DC generator is to __________.,transfer generated direct current voltage from the armature to the line,convert the alternating voltage generated within the armature to a direct voltage,provide a sliding contact method to excite the field,reduce sparking between the armature and the carbon brushes,B
627,The rated temperature rise of an electric motor is the __________.,average temperature at any given latitude,normal temperature rise above the standard ambient  temperature at rated load,average temperature rise due to resistance at 10% overload,permissible difference in the ambient temperature of the motor due to existing weather conditions,B
628,The reason why there is visual spark created in the commutator during of a D.C. motor is ___.,Worn out bearing,Worn out carbon brush,Misaligned slip ring,Over loading of motor,B
629,The resistance of most conducting materials will change as a result of temperature change.  The resistance of copper will __________.,increase as temperature decreases,decrease as temperature decreases,remain the same between 20°F and 110°F,remain the same between 68°F and 230°F,B
630,The resistance of most conducting materials will change as a result of temperature change. The resistance copper will_______________.,increase as temperature decreases,decreases as temperature decreases,remain the same between 20° F and 110° F,remain the same between 20° C and 110° C,B
631,The resistor using metal with low resistance value and meltingpoint which are designed to blow out thus opening the circuit when the current exceeds the rated value of the resistance a _____________.,Relay ,Fuse,Breaker,Switch,B
632,The safest gas being used to cool a large polyphase synchronous alternator specially fire prevention is_____________.,carbon monoxide ,Hydrogen  ,carbon dioxide,Oxygen,B
633,The speed of a squirrel cage induction motor is determined  by the __________.,diameter of the stator,number of stator poles,rotor winding resistance,bar resistance of the conducting rotor,B
634,The speed of a three-phase squirrel-cage induction-type motor operating in a fixed frequency system is varied by changing the __________.,number of phases to the motor,number of stator poles,locked rotor current,resistance of the rotor winding,B
635,The speed of a wound-rotor induction motor is______________.,fixed by the number of field poles,varied by the rheostat control,synchronous speed at full speed,synchronous speed at no load,B
636,The standard measuring unit of wire by its cross-sectional area; as used in American wire tables is the _______., square millimeter,circular mil,cubic inch,AWG,B
637,The state of charge of a nickel cadmium battery can be tested by_____________.,ammeter,voltmeter,hydrometer,potentiometer,B
638,The system of connection of a voltmeter in measuring the voltage of a circuit is_______________.,Series,Parallel,Voltage supply,Series parallel,B
639,The temperature reading the thermometer is -40 degree Celsius. What will be the equivalent temperature in deg. Fahrenheit?,-32,-40,32,40,B
640,The third color band on a resistor is used to indicate the __________.,tolerance of the resistor,number of zeros following the first two significant figures in the resistance value,first significant figure of the resistance,second significant figure of the resistance,B
641,The total power used up in a series cicuit is _______________.,the sum of the powers used in each load divided by the number of loads,the sume of the power used in each load,always less than the power used in smallest load,more than the power used in largest load,B
642,The total power used up in a series circuit is _______________.,the sum of the powers used in each load divided by the number of loads,the sum of the powers used in each load,always less than the power used in smallest load,more than the power used in largest load,B
643,The total resistance of a parallel circuit is always __________.,larger than the greatest branch resistance,smaller than the lowest branch resistance,equal to the sum of the individual branch resistances,one-half the sum of the individual branch resistances,B
644,The type of automatic starter for direct current motors that utilizers an oil dashpot is the_______starter.,it is not affected during charging,time-element,shunt current limit,series current limit,B
645,The type of semi-conductor that decrease in resistance with an increase in temperature is a________.,resistor ,thermistor,diode,thermopile,B
646,The unit of apparent power in a purely inductive circuit is called the __________.,kva,var,emf,watt,B
647,The unit of apparent power in purely inductance and capacitance. The inductance of a coil is expressed in ___________________.,KVA,VAR ,EMF,WATT ,B
648,The use of a high wattage soldering iron when soldering or desoldering components on a printed circuit board may cause which of the following faults to occur?,The flux may not spread evenly.,The foil circuitry bonded to the board may separate from the surface.,The solder may not harden properly.,The conductivity of the solder will decrease.,B
649,"The value of the controlled variable, which under any fixed set of conditions the automatic controller operates to maintain, is known as __________.",set point,control point,deviation,offset,B
650,The voltage induced in the armature windings of an AC generator is maximum when the field poles are?,in the neutral plane,opposite the armature poles,between the armature poles,rotating at a high speed,B
651,The voltage of an alternator is normally controlled by varying the _______________.,prime mover speed,rotating magnetic field,numbers of conductors,AC generators,B
652,"Theoretically, a double suction impeller is in hydraulic axial balance.  In actuality this balance is rarely achieved due to __________.",an unbalanced force exerted from the direction of the impeller nearest the driving motor,unequal or nonuniform flow to the suction eyes of the impeller housing,excessive sealing water flow to the stuffing box,flexible shaft design which causes rapid wear of the outboard shaft bearing,B
653,These are magnets parts that supply the magnetic field of a generator.,compressed air and nitrogen,Poles,Slip ring,Brush holders,B
654,"This is used to amplify the signal coming from the nozzle and flapper. It is found that without this, signal transmission and final actuation of the correcting unit would take to long making the arrangement impracticable.",Nozzle the proper arrangement,Booster relay,Feedback, A & B,B
655,Three wire DC generators can oncorporate an unbalance of_____________.,10%,25%,5%,50%,B
656,"To determine the state of charge of a nickel cadmium battery, which of the following would you use?",potentiometer,voltmeter,ammeter,hydrometer,B
657,To dissipate internal heat in a generator it is built with_______________.,Insulation,Laminated cores,slip rings,all of the given answers,B
658,"To protect the rotor of a motor disassembled for maintenance or overhaul, it should be __________.",suspended by wire slings in one corner of the shop,wrapped in several layers of heavy paper or cardboard,supported by flat wood blocks on the workbench,returned to the frame as soon as the bearings are removed,B
659,"To raise the frequency of an AC generator is service, the operator should ________.",Increase the feed to the transformer,Increase the speed of the diesel engine driving the AC generator,Reduce the load in the system ,Increase the number of magnetic poles,B
660,To reduce the sparkling on an interpole generator you would__________.,retard the brushes,advance the brushes,reverse the brushes,none of the given answers,B
661,"Two contributors of electronic console failures are heat and vibration.  To combat some of their effects, preventive maintenance procedures should include __________.",systematic rotation of circuit cards with those from spares to allow component cooling,periodic changing or cleaning of console ventilation and control room air conditioning filters,daily inspection of console foundation bolts,all of the above,B
662,"Two parallel alternators are operating near rated load. If one trips out mechanically, the operator should immediately __________.", restart the tripped machine, switch-off all non-essential load in the circuit, start the generator, all of these choices,B
663,Under voltage trips are frequently installed on switchboard circuit breakers to trip _________.,measure the output amperage," The breaker if the generators overspeed by 5%, but continues on", Out generators when there is several of power in the main circuit, Out generator in the event of severe acting or sparking,B
664,"Upon failure of the normal power supply, the emergency generator is placed on the line by the ____________.",bus tie feeder,automatic bus transfer device,line connection feeder,power failure alarm bus,B
665,Voltage will always lead current in _______________________.,capacitative circuit,inductive circuit,magnetic circuit,resistive circuit,B
666,Voltmeter is connected in a circuit in _______., Relay, Parallel, Series,d. Series - parallel,B
667,What  is the safest gas being used to cool large polyphase synchronos alternator specially fire prevention?,Carbon dioxide,Hydrogen  ,Carbon monoxide,Oxygen,B
668,What device commonly utilizes the principle of eletromagnetic induct?,frequency of the applied voltage,transformer,transistor,Rheostat,B
669,What do you call the magnet parts that supply the magnetic field of a generator?,Armatures,Poles,Slip rings,Brush holders,B
670,What do you call the parts of a generator where the ends of armature coil are connected that rotates together with the armature?,Carbon brushes,Slip rings,South poles,North poles,B
671,What electric instrument being used in troubleshooting to allow current measurement without disconnecting the circuit.,Multi-tester,Clampmeter,Handy meter,Wattmeter,B
672,What is safety electric device that automatically breaks the current if an excessive current is drawn by the motor?,Power relay, Overload relay ,Load equalizer,voltage regulator,B
673,What is the common method of producing electricity for the electric power use?,Frequency Meter,Magnetism,Chemical Action,Heat transfer,B
674,What is the degree angle when the voltage and current are out of phase so that the true power is equal to zero.,Clean ballast,90,180,60,B
675,What is the equivalent 1 horsepower of an electric motor that develops e power of 858 watts?,1.25,1.15,1.35,1.05,B
676,What is the equivalent in pounds per square in (PSI) a pressure of 1 kgs/cm2?,14.78,14.22,14.33,14.44,B
677,What is the magnetic equivalent of electrical current?, Flux, Magnetic field, Magnetomotive force, Reluctance,B
678,What is the maximum allowable primary current of a 2 KVA step-down transformer with a four to one turns ratio if the primary is connected across a 440 volt line?,1.1 amps,4.5 amps,18.1 amps,27.7 amps,B
679,What is the maximum content in % of sulfur dioxide to be maintained in inert gas system onboard tanker vessel?,0.06,0.02,0.04,0.08,B
680,What is the means of removing the moisture of the air to be supplied to air controllers?,Draining,Drying,Purging,Heating,B
681,What is the purpose of the capacitors on the output of the power supplies used in today's consoles?,they act as a permanent,they filter out ripple,they prevent overloads,they increase the output frequency,B
682,"What is the total resistance in ohms of two resistor, 60 ohms ans 40 ohms which are connected in parallel in an electrical circuit.",20,24,26,30,B
683,What is the value that will change if the resistors are connected in parallel in an electric circuit?,Blood poisoning,Current  ,impedance,Voltage,B
684,What kind of connection in a D. C. generator where in the field coils are connected in one line with the armature coil.,Compound ,Series,Parallel  ,Shunt,B
685,What kind of maintenance system if you repaired a cargo winch motor due to unusual sound of bearing during loading or unloading of cargo?,Operational,Condition,Planned,Breakdown,B
686,What kind of overload relay that can well protect a motor against high ambient temperature or inadequate ventilation that can also be adjusted either manual or automatic resetting?,Electronic,Thyristor,Magnetic,Thermal,B
687,What kind of safety device having metal with low resistance valve and melting point which are designed to blow out thus opening the circuit when the current exceeds the rated valve of the resistance?,Watts,Fuse ,Breaker,Switch,B
688,What number of months interval should the insulation test be conducted onboard for generators and motors.,3,6,9,12,B
689,What wil be the current flow in amperes in a 220 Volts if the power produced is 1870 watts?,8.1,8.5,9.6,9.9,B
690,"What will be the phase angle relationship of a six-pole, three-phase, rotating field generator?",60°,120°,180°,360°,B
691,What will happen if you close the circuit breakere of the incoming alternator 180 degress out of phase with loaded alternator when paralleling?,the rotor of the loaded alternator will hunt,severe cross currents will occur which could cause damage,The rotor of the incoming alternator will coop,Both alternators will parallel 180 degree out of phase,B
692,"When a lead-acid cell is being charges, the current flow is____________.",the same as that,opposite to current flow,in parallel to current flow,in series with current flow,B
693,"When a megohmmeter is used to test the insulation of a large motor, the initial dip of the pointer toward 'zero' is caused by __________.",good insulation,the capacitance of the windings,the leakage of the current along the surface of dirty insulation,the dielectric-absorption effect of the insulation,B
694,"When energizing a DC propulsion motor using ""local override manual control"", the variable rheostat should be turned __________.",all the way to the full run position then quickly back to slow,to a position which initializes motor rotation and then turned back to the slow position,quickly to the mid position,quickly to the full run position,B
695,"When lead-acid batteries are charging, they always give off hydrogen gas that is __________.",considered inert,highly explosive,extremely toxic,heavier than air,B
696,"When measuring voltage across a load, you would connect a_____________.",voltmeter in series with the load,voltmeter across the load,ammeter across the load,ammeter in series with the load,B
