FUNCTION 3: MAINTENANCE AND REPAIR AT THE ENGINE MANAGEMENT LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
557,"A truck's  speed inreases uniformly from 36 km/hr. to 108 km/hr. In 20 seconds, determine the average speed; the acceleration in meter/sec.; the distance S in meter covered during this period?",V=72km/hr.; A=2 m/sec.; S=350m.,V=72 km/hr; A=1 m/sec.; S=400m.,V=70 km/hr; A= 1.5 m/sec; S=450m.,V=71 km/hr.; A= 1 m/sec.; S= 400m.,B
558,A VESSEL having continuous closely spaced transverse strength members is __________.,longitudinally framed,transversely framed,cellular framed,web framed,B
559,"According to Coast Guard Regulations (46 CFR Part 58), a power driven auxiliary steering gear for a vessel capable of a 12 knot service speed, must be able to meet the rudder movement requirements at which of the minimum vessel speeds listed below?",6 knots,7 knots,9 knots,12 knots,B
560,"After disassembly, the safest way to remove carbon deposits from air compressor inlet and discharge valves is to use __________.",ammonia,diesel oil,gasoline,naphtha,B
561,"After installing a new hydraulic pump in a system, what special attention should be given to the hydraulic system?",The relief valves in the system should be readjusted.,The filters and strainers should be checked frequently.,All system pressure should be readjusted.,The system should be drained and renewed with a fluid of different operating characteristics.,B
562,Air entering an air-cooled refrigeration system is indicated by __________.,frosting of the liquid line,higher than normal head pressure,a clear sight glass,abnormally cold reefer boxes,B
563,Air trapped in the hydraulic fluid of steering system would be indicated by ______.,Pump overspeeding,An improper rudder response,Sluggish pump pressure,Excessive ram pressure,B
564,An axial piston pump differs from a radial piston pump as the pistons of an axial piston pump are positioned  __________.,radially from the shaft,parallel to each other and to the shaft,parallel to each other but at a right angle to the shaft,at an angle to each other and to the shaft,B
565,"An eight cylinder, four stroke/cycle, single acting diesel engine has a 650 mm bore and a 1400 mm stroke.  What will be the developed indicated metric horsepower if the average mean effective pressure is 30 kg/cm2 at a speed of 100 RPM?",1689 kW,"9,111 kW","12,388 kW","24,776 kW",B
566,An evaporator pressure regulating valve (back pressure regulator) is installed in the evaporator coils of some refrigeration systems to __________.,prevent compressor overload,maintain a minimum evaporator pressure,control liquid refrigerant pressure,regulate refrigerant outlet superheat,B
567,An increase in the condensate depression usually occurs when;,insufficient cooling water is circulating through the condenser,make-up feed is admitted to the condenser,steam temperature is reduced,full power vacuum becomes higher than designed vacuum,B
568,Any abnormal condition or emergency occurring in the fireroom must be immediately reported to the __________.,oiler on watch,engineer on watch,first assistant engineer,U. S. Coast Guard,B
569,"As the amount of moisture in the air increases, the difference between the dry bulb and wet bulb temperatures will __________.",increase,decrease,remain unchanged,be greatest at dew point,B
570,"As the speed of an oil lubricated ball bearing increases, fluid friction, due to churning, generates heat.  This condition may be be avoided by __________.",adding more lubricant until the ball bearings are completely covered with a layer of oil,reducing the quantity of lubricant until only a mist of oil is present on the ball bearings,maintaining a continuous fluid level over half of the outer race,installing oil rings on the ball bearings,B
571,"Before charging a refrigeration unit, the refrigerant charging lines should be __________.",flushed with clean refrigerant oil,purged with the refrigerant,washed with an ammonia and alcohol solution,grounded to the compressor,B
572,"Before drilling a hole in a piece of metal, the location of the hole center should be __________.",marked with chalk,center punched,scribed,blued,B
573,"Before welding is permitted on a fuel tank, it must be certified or declared __________.",safe for personnel,safe for hot work,not safe for personnel,not safe for hot work,B
574,Brine density in a distilling plant is measured with a/an __________.,psychrometer,salinometer,anemometer,sphygmomanometer,B
575,Bronze metal is an alloy composed mainly of __________.,copper and zinc,copper and tin,tin and lead,iron and copper,B
576,Charging liquid CFC-11 into a system under a heavy vacuum could cause __________.,the purge unit to operate,system secondary refrigerant to freeze,air and moisture to enter the reciever,rupture disk to rupture,B
577,"Coast Guard Regulations (46 CFR) require safety and relief  valves for air service to be provided with a substantial lifting device, capable of lifting the disk from its seat when the pressure in the vessel is __________.",50% of that at which the valve is set to blow,75% of that at which the valve is set to blow,110% of that at which the valve is set to blow,125% of that at which the valve is set to blow,B
578,Combustion gases in the cylinder of a diesel engine are prevented from blowing past the piston by                      .,cylinder valves,compression rings,piston skirts,oil rings,B
579,"Compared to globe and angle valves, gate valves __________.",are more suitable for throttling,operate with little or no pressure drop when fully opened,are more easily repaired,cannot be used for service requiring infrequent operation,B
580,Conical shape can be formed on a slip-roll machine by angular setting of the _____.,Rear roll,Top front and rear roll,Two front roll,Base,B
581,Copper piping has been used in refrigeration systems because __________.,it is creep resistant at low temperatures,it offers a greater heat transfer coefficient than iron pipe,stronger than iron pipe,it has high resistance to acids,B
582,Cracks may be prevented from developing at the corners of welded plate inserts by __________.,squaring the corners,rounding the corners,plug welding the corners,slot welding the corners,B
583,Cylinder inlet valve failure in a low pressure air compressor can be caused by __________.,flywheel misalignment with the driving motor,mechanical failure in the unloader,insufficient rocker arm clearance,excessive moisture buildup in the receiver,B
584,Diamond point chisels are best used for cutting __________.,oil grooves in bearings,V-grooves and inside sharp angles,holes through metal plate,keyways having square corners,B
585,Dry bulk material transfer to an offshore drilling rig has  just begun when you discover air leaks at the P-tank manhole cover.  You must __________.,complete the discharge before attempting any repairs,"de-pressurize the tank, inspect, clean and reseat the gasket",reduce the P-tank pressure to 25-30 psi to complete the transfer,place a burlap bag around the leaking manhole flange,B
586,Dust covers or plugs must be placed on all dry material fill and discharge lines P-tanks to __________.,maintain good seamanship,prevent moisture from entering the tank,prevent accidental discharge on deck,prevent accidental filling of the tank,B
587,Each fire hose coupling on a VESSEL must have threads to meet the specifications of the __________.,American Petroleum Institute,National Standard Fire Hose Coupling,American Society of Mechanical Engineers,"Underwriter's Laboratories, Inc.",B
588,Enthalpy is the number of heat energy a sustance contains above,100 degree celsius,32 degree farenheit,0 degree farenheit,212 degree farenheit,B
589,Explosive and flammable gases are most likely to be encountered on a VESSEL __________.,in machinery spaces,on the drill floor and liquid mud handling areas,in bulk storage tanks,at any location,B
590,"For greater accuracy, some micrometers have a vernier scale making it possible to read in increments of __________.",five thousands of an inch,ten thousands of an inch,twenty five thousands of an inch,one fortieth of an inch,B
591,"For proper air temperature control in an air conditioning system using chilled water circulation, which condition should remain constant regardless of load changed?",compressor suction pressure,chilled water system supple temperature,compressor discharge temperature,`chilled water system return temperature,B
592,"For safe storage, the maximum allowable temperature to which refrigerant bottles should be exposed is __________.",100°F,125°F,150°F,175°F,B
593,"Friction in the moving parts of a governor, the governor linkage, and control valve causes the governor to ___________.",react with insufficient speed droop,fail to react to small speed changes,have excessive sensitivity to small speed changes,remain in the neutral positions,B
594,Fuel oil having a low cetane rating could result in __________.,improved cold weather starting,excessive fuel oil consumption,reduced ignition lag,smoother engine operation,B
595,Greases are generally produced by __________.,reducing the temperature of an oil below its cloud point to create the gelatinous texture,"saponifying a metal base, to which oil is then added and mixed under controlled temperature","reducing tallow 50°F below its pour point then mixing a base metal, such as barium, into solution","saponifying an aluminum base, to which tallow and oil are mixed into solution under a controlled temperature",B
596,Heat is defined as _________.,stored potential energy,thermal energy in transition,stored kinetic energy,All of the above,B
597,"If a boiler is smoking and increasing the excess air does not reduce the smoke, the cause can be __________. ",forced draft fan filure,dirty atomizers,heavy soot on tubes,high ambient air temperature,B
598,"If a centrifugal pump were continually operated with the discharge valve closed, the __________.",motor controller overload would open,pump would eventually overheat,relief valve would continuously cycle open,motor would overheat,B
599,"If a cylinder relief valve lifts frequently, a possible cause could be:",excessive valve lash,excessive fuel oil in the cylinder,improper injection timing,improper valve timing,B
600,"If a refrigeration compressor is short cycling on high head pressure, you should __________.",purge the condenser if the waterside is dirty,check for proper water flow through the condenser,increase the high pressure cutout setting,reduce the cooling water flow,B
601,"If a refrigeration crankcase compressor were short cycling  on the low pressure cutout switch, the cause might be that  the __________.",system was overcharged with refrigerant,system was low on refrigerant,suction valves were leaking slightly,relief valve was leaking slightly,B
602,"If any of the electrically controlled devices in a Freon system malfunction, which of the follwing valves will also automatically shut-off? ",king valve and expansion valve,Solenoid valve,Expansion valve,Discharge valve,B
603,"If cooling water flow through the aftercooler is interrupted, the power output of a turbocharged diesel engine will drop because the __________.",turbocharger will stall,density of the air charge will decrease,scavenge effect will increase,exhaust pressure will increase,B
604,If one drive belt on an air compressor is found to be worn you should __________.,replace that belt only,replace all of the belts,dress the worn belt,adjust belt tension,B
605,"If one of the bilge manifold valves is prevented from seating, the __________.","bilge-well connected to that valve, plus the second bilge-well being pumped will be completely emptied","bilge system will lose vacuum, preventing other bilges from being pumped out",aftermost bilge-wells connected to that valve will siphon their contents to the forward bilge-wells,all of the above,B
606,"If the back clearance of a piston ring is excessive, __________.",compression pressure in the cylinder will be higher,carbon will accumulate behind the ring,combustion gases will penetrate beneath the ring land,piston side thrust will be increased,B
607,"If the drive belts on an air compressor were squeaking, you should fix them by _____ belts.",spraying oil on the,tigthening the,loosening the,installing the,B
608,"If the electric motor driving an air compressor fails to start, the cause may be a __________.",leaking unloader,tripped circuit breaker,control line leak,defective pop valve,B
609,"If the engineer on watch has reason to doubt the accuracy of the water level shown in the boiler gauge glass, he should FIRST ____.",open auxiliary line,blow down the gauge glass,replace the gauge glass ,start the standby feed pump,B
610,If the pressure indicates 30 PSI what will be the equivalent in kgs/cm2?,1.8,2.1,2.8,3.1,B
611,"If the pump for a hydraulic anchor windlass is overheating, the cause may be __________.",excessive drive motor speed,excessive pump discharge pressure,too low of a tilting box angle,insufficient drive motor speed,B
612,"If the refrigeration compressor is heard knocking while pumping down the low side for repairs, this is an indication of _____________.",faulty bearings,foaming of the crankcase oil,air being introduced to the system,worn piston rings,B
613,"If the stack temperature is higher than normal, this could  indicate __________.",low fuel oil back pressure,too much excess air,high feedwater pressure,external boiler casing leakage,B
614,"If there are a number of survivors in the water after  abandoning a VESSEL, they should __________.",tie themselves to the unit to avoid drifting with the current,group to form a small circle of survivors to create a warmer pocket of water in the center of the circle,send the strongest swimmer to shore for assistance,form a raft by lashing their lifejackets together,B
615,If there is too much Freon in the system:,The compressor will run continously,the compressor will shortly cycle,the safety valve will discharge,it will mix with the oil in the crankcase,B
616,"If you are cutting off a piece of stock in a lathe and the  work piece tends to climb over the top of the cutoff tool, you should __________.",increase the lathe spindle speed,increase the height of the tool cutting edge,stop the lathe and tighten the chuck,stop the lathe and lubricate the dead center,B
617,"If you are machining work held between lathe centers, and the lathe centers begin to squeal, you should first __________.",lubricate the centers,stop the lathe,change the cutting bit,run the lathe at a slower speed,B
618,"If you have a duplex double acting reciprocating pump making 100 strokes/minute, with a 7"" diameter cylinder, a 11"" stroke and operating with 90% volumetric efficiency, what is the capacity of this pump?",82 gpm,330 gpm,165 gpm,407 gpm,B
619,"If you have a duplex double acting reciprocating pump making 110 strokes/minute, with a 6"" diameter cylinder, a 5"" stroke and operating with 91% volumetric efficiency, what is the capacity of this pump?",31 gpm,123 gpm,61 gpm,51 gpm,B
620,"If you have a duplex double acting reciprocating pump making 120 strokes/minute, with a 3"" diameter cylinder, a 4"" stroke and operating with 94% volumetric efficiency, what is the capacity of this pump?",14 gpm,28 gpm,19 gpm,7 gpm,B
621,"If you have a duplex double acting reciprocating pump making 130 strokes/minute, with a 5"" diameter cylinder, a 11"" stroke and operating with 93% volumetric efficiency, what is the capacity of this pump?",113 gpm,226 gpm,249 gpm,57 gpm,B
622,"If you have a duplex double acting reciprocating pump making 150 strokes/minute, with a 6"" diameter cylinder, a 4"" stroke and operating with 95% volumetric efficiency, what is the capacity of this pump?",70 gpm,140 gpm,47 pm,35 gpm,B
623,"If you have a duplex double acting reciprocating pump making 160 strokes/minute, with a 4"" diameter cylinder, a 6"" stroke and operating with 91% volumetric efficiency, what is the capacity of this pump?",48 gpm,95 gpm,104 gpm,225 gpm,B
624,"If you have a duplex double acting reciprocating pump making 160 strokes/minute, with a 6"" diameter cylinder, a 5"" stroke and operating with 96% volumetric efficiency, what is the capacity of this pump?",94 gpm,188 gpm,78 gpm,47 gpm,B
625,"If you have a duplex double acting reciprocating pump making 170 strokes/minute with 4"" diameter cylinder, and a 11"" stroke with 89% volumetric efficiency, what is the capacity of this pump?",91 gpm,181 gpm,249 gpm,45 gpm,B
626,"If you have a duplex double acting reciprocating pump making 170 strokes/minute, with a 4"" diameter cylinder, a 11"" stroke and operating with 89% volumetric efficiency, what is the capacity of this pump?",91 gpm,181 gpm,249 gpm,45 gpm,B
627,"If you have a duplex double acting reciprocating pump making 180 strokes/minute, with a 4"" diameter cylinder, a 12"" stroke and operating with 80% volumetric efficiency, what is the capacity of this pump?",94 gpm,188 gpm,282 gpm,47 gpm,B
628,"If you have a duplex double acting reciprocating pump making 190 strokes/minute, with a 3"" diameter cylinder, a 12"" stroke and operating with 90% volumetric efficiency, what is the capacity of this pump?",63 gpm,126 gpm,251 gpm,31 gpm,B
629,"If you have a duplex double acting reciprocating pump making 190 strokes/minute, with a 4"" diameter cylinder, a 8"" stroke and operating with 75% volumetric efficiency, what is the capacity of this pump?",62 gpm,124 gpm,170  gpm,31 gpm,B
630,"If you have a duplex double acting reciprocating pump making 270 strokes/minute, with a 3"" diameter cylinder, a 5"" stroke and operating with 75% volumetric efficiency, what is the capacity of this pump?",31 gpm,62 gpm,52 gpm,15 gpm,B
631,"If you have a duplex single acting reciprocating pump making 100 strokes/minute, with a 6"" diameter cylinder, a 10"" stroke and operating with 80% volumetric efficiency, what is the capacity of this pump?",98 gpm,49 gpm,196 gpm,272 gpm,B
632,"If you have a duplex single acting reciprocating pump making 110 strokes/minute, with a 3"" diameter cylinder, a 5"" stroke and operating with 97% volumetric efficiency, what is the capacity of this pump?",27 gpm,16 gpm,8 gpm,33 gpm,B
633,"If you have a duplex single acting reciprocating pump making 110 strokes/minute, with a 6"" diameter cylinder, a 13"" stroke and operating with 92% volumetric efficiency, what is the capacity of this pump?",80 gpm,161 gpm,319 gpm,345 gpm,B
634,"If you have a duplex single acting reciprocating pump making 130 strokes/minute, with a 4"" diameter cylinder, a 9"" stroke and operating with 93% volumetric efficiency, what is the capacity of this pump?",133 gpm,59 gpm,30 gpm,118 gpm,B
635,"If you have a duplex single acting reciprocating pump making 130 strokes/minute, with a 5"" diameter cylinder, a 8"" stroke and operating with 93% volumetric efficiency, what is the capacity of this pump?",132 gpm,82 gpm,41 gpm,164 gpm,B
636,"If you have a duplex single acting reciprocating pump making 180 strokes/minute, with a 5"" diameter cylinder, a 7"" stroke and operating with 98% volumetric efficiency, what is the capacity of this pump?",147 gpm,105 gpm,52 gpm,210 gpm,B
637,"If you have a duplex single acting reciprocating pump making 190 strokes/minute, with a 3"" diameter cylinder, a 11"" stroke and operating with 77% volumetric efficiency, what is the capacity of this pump?",181 gpm,49 gpm,25 gpm,98 gpm,B
638,"If you have a simplex single acting reciprocating pump making 100 strokes/minute, with a 6"" diameter cylinder, a 8"" stroke and operating with 90% volumetric efficiency, what is the capacity of this pump?",176 gpm,44 gpm,88 gpm,157 gpm,B
639,"If you have a simplex single acting reciprocating pump making 110 strokes/minute, with a 5"" diameter cylinder, a 7"" stroke and operating with 79% volumetric efficiency, what is the capacity of this pump?",52 gpm,26 gpm,72 gpm,103 gpm,B
640,"If you have a simplex single acting reciprocating pump making 110 strokes/minute, with a 6"" diameter cylinder, a 5"" stroke and operating with 91% volumetric efficiency, what is the capacity of this pump?",51 gpm,31 gpm,61 gpm,123 gpm,B
641,"If you have a simplex single acting reciprocating pump making 160 strokes/minute, with a 4"" diameter cylinder, a 10"" stroke and operating with 75% volumetric efficiency, what is the capacity of this pump?",131 gpm,33 gpm,65 gpm,163 gpm,B
642,"If you have a simplex single acting reciprocating pump making 220 strokes/minute, with a 3"" diameter cylinder, a 5"" stroke and operating with 87% volumetric efficiency, what is the capacity of this pump?",59 gpm,15 gpm,29 gpm,49 gpm,B
643,"If you have a simplex single acting reciprocating pump making 270 strokes/minute, with a 4"" diameter cylinder, a 6"" stroke and operating with 75% volumetric efficiency, what is the capacity of this pump?",132 gpm,33 gpm,66 gpm,99 gpm,B
644,If you wear extra clothing when entering the water after abandoning a VESSEL it will __________.,weigh you down,preserve body heat,reduce your body heat,make it more difficult to breathe,B
645,"If your ship burns 4 tons of fuel per hour at 21 knots, how many tons per hour will it burn at 16 knots?",2.3 tons,1.8 tons,1.3 tons,1.1 tons,B
646,"If your ship burns 8 tons of fuel per hour at 15 knots, how many tons per hour will it burn at 21 knots?",20.3 tons,22.0 tons,26.1 tons,29.4 tons,B
647,Improper cooling of a cylinder liner due to scale deposits may cause ____.,low compression pressure,piston seizure,increase lube oil consumption,poor contact between compression rinse and liner,B
648,"In a compression type automatic grease cup, the lubricant is forced into the bearing by __________.",gravity flow,spring force,a pressure gun,a zerk fitting,B
649,"In a low pressure air compressor, the loss of volumetric efficiency normally results from __________.",adiabatic compression in the intercooler,heating of the air leaving the cylinders,inaccurate valve timing,constant enlargement of the clearance expansion volume,B
650,In a small refrigeration appliance using HFC-134a you would expect to see the greatest temperature drop across the __________.,evaporator,thermal expansion valve,compressor,receiver,B
651,"In a typical hydraulic system, return lines to the reservoir are __________.

I.  terminated at or just above the normal level
II. placed as far from the pump suction as possible",I only,II only,Both I and II,Neither I and II,B
652,"In an automatic flow controller, the factor by which the magnitude of the flow error signal has been increased to drive the final valve controller is referred to as:",bias,gain,feedback,offset,B
653,"In an electro-hydraulic steering system, damage due to rudder shock is prevented by __________.",buffer springs,relief valves,oil flowing through the pumps,dashpots,B
654,"In an oxygen acetylene welding outfit, the torch tip orifice size __________.",depends on the hose length,determines the amount of acetylene and oxygen fed to the flames,can be varied by rotating the tip,depends on the regulator flow rate,B
655,"In checking the level of a tank, three pneumercator readings have been taken.  If each reading is higher than the last,  this indicates that __________.",excessive charging air was supplied,insufficient charging air has been supplied,the relief valve is sticking,the tubing between the tank and the gauge has a leak,B
656,In most centrifugal water pumps what type of material is used in the mechanical seal?,copper,carbon,copper and carbon,bronze,B
657,"In order to distribute the side pressures over a wide area  of the cylinder walls and liners, which of the listed types of pistons are used in modern low pressure air compressors?",Differential,Trunk,Barrel,Valve-in-head,B
658,"In preparing to remove the air from a refrigeration condenser for a large multibox water cooled type III system, all of the refrigerant in the system should be __________.",at a superheated temperature,pumped to the receiver,pumped to the evaporator,at a saturated temperature,B
659,"In refrigeration copper tubing, the best way to make a joint is by      .",electric welding,soldering by silver,soldering by lead,using plastic steel,B
660,"In sewage treatment the term ""maceration"" refers to the process of ____.",chemical treatment of sewage,breaking up of solid matter into fine particle,decomposing of waste in a tank,eliminating bacteria from the sewage ,B
661,"In terms of linear measurement, approximately how many ""inches"" equal one ""meter""?",29.4,39.4,49.4,59.4,B
662,"In the majority of marine power plants, the fuel oil heating installation is divided into several units because                                .",auxiliary steam is better utilized in this system,fuel oil heating can be continued while repairs are made to one unit,more heating is required for lower loads,oil leakage into the condensate system is less likely with this system,B
663,In which type of evaporator is the control of brine density test least important?,solo shell   ,flash  ,submerged tube,basket  ,B
664,Insulation on deck steam piping must be installed securley as _________.,Loose insulation contributes to steam leaks,Deck steam lines are subject to vibration,Steam driven machinery cannot run with loose insulation,Loose insulation prevents normal pipe expansion,B
665,It is a device used so that a low pressure must be maintained in the evaporator to permit evaporation of the refrigerant at low temperature.,Pressure control switch,Thermostatic expansion valve,Safe regulated valve,Solenoid Valve,B
666,It is a part of a windlass whre the anchor chain leads over the its top when hoisting or dropping of ship's anchor.,Drum,Wildcat,Shaft,Shackle,B
667,"It is an indication reduces of the quantity of alkali i.e. base, which is available in a lubricating oil to neutralize acids is called:",acidity, total base number,oxidation resistance,viscosity,B
668,It is the equivalent reading in Fahrenheit if the temperature reading is -40 degrees Celsius.,-32,-40,+32,+40,B
669,It is the most effective known system that the engine crew will be informed of any malfunctions of the different machineries during their respective operations:,Alarm bell,Electric siren,Blinkering lights,Alarm gong,B
670,It is the safest system of securing the heavy or hard materials to be work or holed on when using the big electric drilling machine aboard.,holding ,bolting ,hydrogen ,salt ,B
671,"It is the transfer of heat energy through air, speed, or vacuum.",evaporation ,radiation,convection,conduction,B
672,Journal bearing are usually lubricated by the                             system.,gravity  ,pressure  ,splash,by pass,B
673,Liquid line gas in a refrigeration system may cause erosion of the expansion valve's  internal components and could cause the valve to  __________.,overheat,hunt,freeze shut,freeze open,B
674,Low compensation in one or more diesel engine pistons can be caused by:                                                                                                                                                                                        ,"I,II and IV","I,II and III","I,II and IV","II, III and IV",B
675,Maintenance of the oil film of a lubricant is affected by the____________.,thinner grade of oil,working temperature of the engine,"excessive ""drag"" of the moving parts of the engine",thicker grade of oil,B
676,Malfunctioning of the feed pump to deliver feedwater to an auxiliary boiler could be caused by _____________.,a high pump suction head,grounded probes on the water level control,abnormally low water temperature,a low pump suction lift,B
677,Mechanical shaft seals used on water service pumps require  lubrication of the seal faces to minimize deposits of foreign matter on those surfaces. Which of the following pressures and lubricants are required?,Water under negative pressure.,Water under positive pressure.,Oil under positive pressure.,Oil under negative pressure.,B
678,Needle nosed pliers are best used to __________.,strip insulation from electric wire or cable,grasp items positioned in tight places,cut recessed cotter pins,tighten electrical wire clamps,B
679,"On a VESSEL, a CO2 fire extinguisher is checked by __________.",reading the gage pressure,weighing the extinguisher,discharging a small amount of CO2,checking for broken inspection seals,B
680,"On a VESSEL, how many ring buoys are required to have a buoyant line attached?",One ring life buoy.,One ring life buoy on each side of the VESSEL.,Three ring life buoys.,Two ring life buoys on each side of the VESSEL.,B
681,On of the hazards associated with electric are welding is:,flying sparks,electric shocks,the effects of radiation from the arc,heat generated by the welding machine,B
682,One cause of leaky valves in an air compressor may be _________.,running  without an air filter,too much suction pressure,the compressor running too fast,too much discharge pressure,B
683,One important objective of a practical skill demonstration is to __________.,institute busy work for both the trainee and assessor,consistently and repeatively assess proficiency of critical tasks,subjectively prevent  trainee's from being licensed or certified,determine overall competence of the trainee,B
684,One of the reasons why the mean effective pressure of a certain cylinder in a large main propulsion diesel engine as shown in the draw card taken is low compression leakage during engine operation.,adjust valve tappet clearances ,increase cylinder oil supply ,maintain engine economical speed ,increase jacket cooling temperature ,B
685,Over pressurization of an air compressor intercooler is prevented by the __________.,aftercooler relief valve,intercooler relief valve,last-stage unloader,first-stage unloader,B
686,"Overheating of the hydraulic fluid in an electro-hydraulic anchor windlass, may indicate pump cavitation caused by  __________.",overload of the pump motor,low oil level in the reservoir,low fluid viscosity existing only around the shaft seal,high oil level in the sump,B
687,"Pillar cross-sections of ""I"", ""H"", or circular are used in  ship construction in locations where there are large expanses, void of intermediate decks and bulkheads, such as in cargo holds and engine rooms. A supporting pillar which becomes bent out of ver",not be critical until the vertical angle approaches 15°,loose practically all of its strength as a support,most likely experience shear stress failure if not  reinforced immediately,"not pose any problem, provided there are no cracked welds connecting it to any adjoining strength members",B
688,"Piping cross-sections ranging from 1/8 inch to 12 inches in diameter, are sized by __________.",wall strength,nominal inside diameter,outside diameter,threaded diameter,B
689,Precision engine bearing inserts are manufactured with a small portion of the bearing ends extending beyond the bearing housing or caps.  The installation process of these bearings requires sufficient __________.,overlap,crush,lap or lead,protrusion,B
690,Prior to the hydraulic system being activated and when it is being close down what proper procedure must be made to ensure its safe operation?,operators should ensure that pressure gauges are at the minimum level when in operation,ensure that there are no pockets of air trapped pressure in the system,operator should ensure that all pressures have been in minimum before disconnecting any line,any spillage of hydraulic oil should be reported to responsible officer,B
691,Proper vacuum must be maintained in the main condenser to __________.,run auxiliary machinery,maintain plant efficiency,utilize circulating seawater,cool the lube oil supply,B
692,Prussian blue is used to __________.,locate waterside heat exchanger leaks,check the fit of metal mating surfaces,locate refrigeration system leaks,provide corrosion protection for stainless steel,B
693,"Referring to Coast Guard Regulations (46 CFR), the emergency bilge system __________.",has no independent primary pump,is independent of the main bilge system,has a cross connection to the ballast system,is part of the independent bilge system,B
694,Refrigerant recovery equipment that is considered as being  system dependent __________.,must have its own power source,recovers refrigerant with the aid of components in the system,are portable units,can only recover liquid refrigerant,B
695,Safety valve gags should only be installed hand tight in order to prevent __________.,compression of the valve spring,bending of the valve stem,damage to the gag,overpressurizing the valve body,B
696,Setting the relief valve opening pressure in a hydraulic system lower than the required operating pressure will result in __________.,accelerated action of the system components,overheating of the system,overspeeding of the hydraulic pump,extended system life,B
697,Short cycling of a refrigeration compressor refers to  __________.,frequently grounding out,frequently starting and stopping,running too fast,running too slow,B
698,Sluggish response or action of the hydraulic actuators may  be a result of __________.,insufficient load,excessively high oil viscosity,relief-valve pressure setting too high,reservoir level being maintained two inches above normal,B
699,Soft solders have relatively low melting points and consist mainly of __________.,silver base alloys,lead base alloys,copper base alloys,nickel base  alloys,B
700,Solve for x in the equation 8x - 22 + 12x - 18.,x = -1,x = 1,x = 4,x = -4,B
701,Steam for the operation of the evaporators may be obtained from the                            - line.,Main steam,Turbine extraction,Turbo-generator supple,Air ejector exhaust,B
702,Strains due to the hardening proces are relieved by a process called _______________.,Quenching,Tempering,Annealing,Normalizing,B
703,Subtracting the height of the center of gravity corrected for longitudinal free surface effects from the height of the longitudinal metacenter of a VESSEL yields __________.,'GM','GML','KGL','KML',B
704,Testing the viscosity of an engine lube oil may indicate                                .,fuel of dilution,oxidation of lube oil,both A and B,neither A nor B,B
705,The ability of lubricating oils to resist viscosity changes during temperature changes is indicated by the __________.,American Petroleum Institute number,viscosity index number,Seconds Saybolt Furol number,Seconds Saybolt Universal number,B
706,The amount of fluid friction or internal friction inherent in a mineral lubricating oil is reflected as a measure of its __________.,specific gravity,viscosity,S.E. number,hydrolytic stability,B
707,The amount of oil atomized by a straight mechanical oil burner depends on the sprayer plate size and the:,oil return pressure,fuel oil pressure,forced draft pressure,furnace air temperature,B
708,The annealing of  a cutting bit is usually done by what means?,cooling of the cutting bit,none of these,heating of the cutting bit from the grinder,at the factory before you receive it,B
709,The automatic control valve on a condensate recirculating system is controlled by the;,condensate discharge pressure,hot-well level in condenser,DC heater water level,superheater steam temperature,B
710,The best gasket material to use in cargo fuel oil lines is  __________.,sheet asbestos,oil-resistant sheet packing,cork sheet packing,unvulcanized packing,B
711,"The bilge system is unable to pump out the aft starboard engine room bilge-well due to the bilge-well suction being  fouled.  With two feet of water over the top of the bilge-well, which of the following actions should be carried out?",Send the wiper into the bilge-well with a scoop and pail.,Remove the effected bilge manifold valve and attempt to back flush the line.,Simultaneously operate all available bilge pumps.,Transfer half the contents of a drum of degreaser into the  bilge well and pump out the bilge well with the system.,B
712,"The boiling point of water in an open container at sea level is 212°F. If the pressure on the open container is  decreased, the boiling point will __________.",increase,decrease,increase and then decrease,decrease and then increase,B
713,The clearance volume for a single stage compressor is defined as the space created between the __________.,"top of the piston and bottom side of head, with the piston  at BDC","piston and head, including the space around the piston to the top of the upper ring and under the valves, with the piston at TDC","bottom of the piston and bottom side of the head at TDC, regardless of upper ring location and valve placement",top of the piston and bottom side of the head at TDC as compared to that which exists between the top of the piston and bottom side of head at BDC,B
714,The complete tool used for manually cutting threads on pipe is called a pipe __________.,tool and die,stock and die,tap,chaser,B
715,"The component which is used to thoroughly separate small, fine, dust-like particulate contamination from hydraulic fluid is a/an __________.",accumulator,filter,separator,strainer,B
716,The constant pressure regulating valve (back pressure regulating valve )is installed in the compressor suction line of some R-12 refrigeration system to:,prevent compress overload,maintain constant evaporator pressure,maintain constant liquid refrigeration pressure,regulate refrigerant temperature un coils,B
717,"The control mode where the position of the final control element has a linear relationship with the position or value of the controlled variable, is known as __________.",two position control,proportion control,reset control,rate control,B
718,The deaerating feed heater removed:  I. dissolved solids  II. noncondensable gases,I only,II only,both I and II,neither I nor II,B
719,The degree to which the viscosity of an oil will change with a change in temperature is indicated by the __________.,weight designation,viscosity index,pour point,thermal change value,B
720,The diameter of a hole drilled for tapping threads into a piece of stock should be __________.,larger than the tap diameter,smaller than the tap diameter,the same size as the tap diameter,the same size as the bolt diameter,B
