FUNTION 4: CONTROLLING OF OPERATION OF THE SHIP AND CARE FOR PERSONS ON BOARD AT THE ENGINE  MANAGEMENT LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
553,"A class ""C"" fire would most likely occur in the __________.",engine room bilges,main switchboard,paint locker,rag bin,B
554,A combustible gas indicator meter is calibrated to read the percentage of:,vapor to oxygen,the lower explosive limit concentration,the autoignition concentration,the flammable limit concentration,B
555,A continual worsening of the list or trim indicates __________.,progressive flooding,negative GM,structural failure,an immediate need to ballast,B
556,A crew member suffering from generalized hypothermia should be given __________.,a small dose of alcohol,treatment for shock,a large meal,a brisk rub down,B
557,A detailed plan designed to implement the ideals and intentions expressed in the safety policy.,Safety policy,Safety program,Fire plan,Safety plan,B
558,A DISADVANTAGE of a matrix organization is.,Control over resources,Members require some expertise in interpersonal relations,Facilitates specialization,It reduces efficiency,B
559,A document which means documentation other than a certificate of competency or certificate of proficiency is called:,diploma,documentary evidence,transcript,receipt,B
560,A fifteen-pound CO2 extinguisher:,weighs 15 pounds when full of CO2,contains 15 pounds of CO2,has 15 pounds of pressure at the nozzle,weighs 15 pounds when empty,B
561,A fire has broken out on the stern of your vessel. You should maneuver your vessel so the wind:,blows the fire back toward the vessel,comes over the bow,comes over the stern,comes over either beam,B
562,A fire in electrical equipment should be extinguished by using:,low-velocity fog,CO2,salt water,foam,B
563,A fire is considered under control when:,all hands are at their fire stations,the fire is contained and no longer spreading,the fixed systems are activated,all firefighting equipment is at the scene,B
564,A fire starts on your vessel while refueling. You should first:,determine the source of the fire,sound the general alarm,stop the ventilation,attempt to extinguish the fire,B
565,"A fishing vessel that is required to have a fireman's outfit, must have all of the following in the outfit except a:",fire axe,combustible gas indicator,self-contained breathing apparatus,flashlight,B
566,A float-free arrangement for life rafts should have:   I. Painter system   II. Weak link   III. Hydrostatic release units,I and II,"I, II and III",II and III,I and III,B
567,"A frapping line, shown in the illustration, is indicated by number __________.",1,2,3,4,B
568,A fuel/air mixture below the lower explosive limit is too __________.,rich to burn,lean to burn,cool to burn,dense to burn,B
569,A fully charged standard SCBA can be expected to supply air under nonstressful conditions for approximately:,15 minutes,30 minutes,45 minutes,60 minutes,B
570,A fully loaded motor-propelled lifeboat must be capable of attaining a speed of at least __________.,3 knots in rough water,6 knots in smooth water,6 knots in rough water,3 knots in smooth water,B
571,"A function of human resources management which includes motivation, compensation, administration and performance evaluation.",Acquisition,Maintenance,Research,Development,B
572,A galley grease fire on the stove may be extinguished using:,foam,the range hood extinguishing system,water,fire dampers,B
573,A gas-free certificate would usually be issued by a(n):,ABS marine surveyor,certified marine chemist,Coast Guard marine inspector,port engineer,B
574,A grade “E” petroleum product is:,a flammable liquid,a combustible liquid,kerosene,light fuel oil,B
575,A grade “E” petroleum product is:,a flammable liquid,a combustible liquid,kerosene,light fuel oil,B
576,A high concentration of hydrogen sulfide gas is most likely to be found in which of the locations listed:,Emergency battery storage compartment where discharge gases have accumulated.,Sewage compartment bilges where leaked sewage has accumulated.,Fireroom bilges where hydrazine has accumulated.,Engine room bilges where chemical cleaners and solvents have accumulated.,B
577,A hydrostatic release mechanism for a liferaft:,Should be kept watertight before release,Must be submerged to a certain depth to release automatically,Will inflate the liferaft,Must be wet before it will release,B
578,"A kind of teaching- learning principle where the trainee must see why he should study something.
",graduated sequence,perceived purpose ,Affective Objective  ,Cognitive Objective ,B
579,"A large fire, involving class ""A"" material, has developed in the ship's galley. What should you do in combating this fire?",Advance the hose team into the galley without any preparatory action.,Cool adjoining horizontal and vertical surfaces before opening the galley door.,"Have a hose team cool the galley door, then open the door and extinguish the fire using a type B-II extinguisher.","Keep the galley door closed until all the class ""A"" material has been consumed by the fire.",B
580,A life raft with a capacity of 8 people in ocean service is required by regulation to carry __________.,8 liters of fresh water,12 liters of fresh water,12 units of provisions,24 units of provisions,B
581,"A liquid having a flash point above 80deg.F, but below 150deg.F, would be termed a grade:",A flammable liquid,D combustible liquid,C flammable liquid,E combustible liquid,B
582,"A liquid, as listed on a Material Safety Data Sheet (MSDS) having a flash point at or above 100deg.F is called a/an:",explosive liquid,combustible liquid,flammable liquid,viscous liquid,B
583,"A man has suffered a burn on the arm. There is a reddening of the skin but no other apparent damage. Using standard MEDICAL terminology, what type of burn is this?",Minor burn,First-degree burn,Extremity burn,Superficial burn,B
584,"A man was sighted as he fell over board. After completing a williamson turn, the man is not sighted. What type of search should be conducted?",Expanding circle ,Sector search,Parallel track pattern,Datum-drift searche,B
585,A management system designed with the intent of ensuring fulfillment of customers requirement?,Management system,Quality System,Bridge Resource Management,Chart Management System,B
586,"A Master may find it difficult to provide the necessary care for a gravely ill or injured crew on board. These are measures to be taken for the protection of the crew, EXCEPT:",to request instructions on the proper treatment ,Inject adrenaline immediately,medical advise should be signed by the Master,a message should be transmitted to Radio Medical  Center,B
587,A Master should do the following when faced with difficult problem situation EXCEPT: I. solving the problem ASAP in order to reduce negative consequences II. appeal to higher authority,II only                  ,I only                       ,I and II are correct,Neither I nor II,B
588,A minor heat burn of the eye should be treated by:,laying the person flat on his back,gently flooding with water,warming the eye with moist warm packs,mineral oil drops directly on the eye,B
589,A negative metacentric height:,will always cause a vessel to capsize,should always be immediately corrected,always results from off-center weights,All of the above are correct,B
590,"A pan on the galley stove containing oil catches fire, which of the following should NOT be used on this type of fire?",Cover pan with lid and switch of heat source,Use water extinguisher to put out the fire,Cover pan with fire blanket and switch of heat source,"Raise the alarm, close galley door and wait for the  fire teams to arrive",B
591,A patient in shock should NOT be placed in which position?,"Head down and feet up, no injuries to face or head",Arms above their head,Flat on their back with head and feet at the same level,On their side if unconscious,B
592,A perpendicular drawn where the aft side of the rudder post meets the summer load line is the __________.,Forward perpendicular,Aft perpendicular,Length between perpendicular,Stern perpendicular,B
593,"A person approved by the company to assess a seafarer's competence at the appropriate level and for the functions specified.
",The Master,In-service assessor,The Chief Officer,The Administration,B
594,A person who observes an individual fall overboard from a vessel should:,immediately jump into the water to assist the individual,call for help and keep the individual in sight,run to the radio room to send an emergency message,go to the control room for the distress flares,B
595,A personal call means that: ,the applicant on board request the coastal station to bring about a conversation with a shore subscriber by means of a scrambler,the applicant on board wishes to have a conversation with a person whose name is known,done using the PA system,any of these options,B
596,A petroleum liquid is said to be grade D combustible liquid flash point is:,D,100deg. F but below 150deg. F,A flammable liquid,above 80deg. F,B
597,A Philippine registered cargo vessel below 500 grt engaged in international voyage requires which license for the rank of Master? ,Master Mariner,Chief Mate,Officer in charge,Recommending Officer,B
598,A plate used vertically in the bottom of a ship running athwartship from bilged usually on every frame is the:,intercostals plates,floor,double bottom,frames,B
599,A pumproom is suspected of accumulating gases after a ventilation machinery breakdown. Where should the combustible gas indicator case be placed when testing the pumproom atmosphere for combustible gases?,In the middle level of the pumproom,On the deck outside the pumproom,In the upper level of the pumproom,In the lower level of the pumproom,B
600,A rectangular cross-section as on a tanker and has less reserve buoyancy with the same freeboard than a more rounded hull like that of a tugboat or liner.,foul ,Full,Fowl,Sheer,B
601,A resilient leader should:,always establish a communication line with his subordinates for better comprehension and inspiration to work harder,be flexible and know what kind of solution you ought to provide to every problem in order to achieve the objectives of the company,need to have a vision for your organization for it to succeed through the hard work poured in by the members of the organization for all to succeed ,"encourage and inspire them to work harder for the welfare of the whole organization, by motivating them to work harder ",B
602,"A seaman assaults the Second Mate and injures him with a beer bottle while the ship is at sea.  The incident is logged in the Official Logbook.  In subsequent suspension and revocation proceedings against the seaman, according to the regulations, _______.",the case will be dismissed if the logbook entries are improperly made,the logbook entry is prima facie evidence of the facts if it complies with the law,the Second Mate and the Master must testify as to the facts of the assault,the logbook is inadmissible if the logbook entries do not conform to the law,B
603,A seaman may not make an allotment to his:,grandparents,mother-in-law,brother,minor children,B
604,A semisubmersible with a negative GM flops to an angle of:,Heel,Loll,Trim,List,B
605,"A ship is holed in cargo hold and partially flooded. The hole is plugged against further flooding. In calculating for the effect of flooding on your transverse stability, you should use which method?",Compartment standard method,Added weight methods,Factor subdivision method,Lost of buoyancy methods,B
606,A significant development in the environment of a number of organization is:,infrastructure,globalization,Unification,conference Assembly,B
607,"A SOLAS approved immersion suit shall be constructed with waterproof materials such that following a jump into the water there is no ingress of water into the suit, from a height of not less than:",3.5 meters,4.5 meters,5.5 meters,6.5 seconds,B
608,A spanner is a:,cross connection line between two main fire lines,special wrench for the couplings in a fire hose line,tackle rigged to support a fire hose,None of the above,B
609,A structured and documented system enabling Company personnel to implement effectively the Company safety and environmental protection policy.,International Safety Management,Safety Management System,Internal Safety Management,Safety of life at Sea,B
610,A tank or a compartment is said to be gas-free when there is an absence of dangerous concentration of which of the following?,residues from oil cargo,flammable or toxic gases,any combustible liquid,any inflammable liquid,B
611,A tank vessel transferring non-flammable hazardous cargo in bulk must display warning signs. These signs must:,be visible from both sides and from forward and aft,use black lettering on a white background,be displayed only while transferring cargo and fast to a dock,"indicate ""NO SMOKING""",B
612,A term called when a temperature at which a liquid starts to and completely becomes a solid.,Boiling Point,Solidifying Point,Melting Point,Latent Heat,B
613,A tourniquet should be used to control bleeding only __________.,with puncture wounds,when all other means have failed,when the victim is unconscious,to prevent bleeding from minor wounds,B
614,A vapor sample is drawn into the combustible gas indicator. The needle deflects to the explosive range of the scale and then returns to rest at 20%. What does this indicate?,The indicator is improperly calibrated.,The concentration of combustible vapor in the sample is above the upper explosive limit.,The concentration of combustible vapor in the sample is twenty percent.,The concentration of combustible vapor in the sample is twenty percent of its lower explosive limit.,B
615,A vessel carrying passengers for hire shall have on board an approved life jacket __________. (small passenger vessel regulations),for every passenger on board,"for every person on board, plus 10% children's' life jackets",or buoyant cushion for every person on board plus 10% for children,"for every person on board, plus 10% additional on upper deck in box",B
616,A vessel has the least submersion on which loadline marking?,Fresh water line,Summer water line,Load line,Free board line,B
617,A vessel having a concentration of weight toward the top of the vessel is said to be:,Stiff,Tender,Buoyant,Neutral,B
618,"A vessel is underway with a work stage rigged over the side. A seaman may work on the stage, but only when:",wearing a life jacket,the vessel is not making way,wearing a safety harness secured to the stage,wearing both a life jacket and a safety harness secured to the stage,B
619,A vessel operating outside of coastal waters must carry an automatically activated Emergency Position Indicating Radio Beacon (EPIRB) if she:,does not have berthing facilities,has berthing and galley facilities,is a workboat and her mother ship carries an EPIRB,None of the above are correct.,B
620,A vessel trimmed by the stern has a:,list ,drag ,set ,sheer,B
621,A vessel which is subjected to ‘hogging’.,has its main deck under compressive stress,has its main deck plating under tensile stress,has its bottom plate under tensile stress,has its bottom plating under ductile stress,B
622,A vessel will have a greater degree of heel caused by rudder action when it:,is deeply loaded and down by the head,has very little stability,is deeply loaded,is deeply loaded and down by the stern,B
623,A vessel’s steering systems should be checked:,immediately after departure,within 12 hours before departure,within 12 hours after departure,upon arrival on the next port,B
624,A vessel's LCG is determined by:,dividing the total vertical moment summations by displacement,dividing the total longitudinal moment summations by displacement,multiplying the MT1 by the longitudinal moments,subtracting LCF from LCB,B
625,A virtual rise in the center of gravity of a vessel may be caused by:,filling a partially filled tank,using an onboard crane to lift a freely swinging heavy object,emptying a partially filled tank,transferring pipe from the setback area to the pipe rack,B
626,"Aboard a vessel, dividing the sum of the vertical moments by the total weight yields the vessels:",righting moments,height of the center of gravity,inclining moments,vertical moments,B
627,"Aboard damaged vessels, the MOST important consideration is preserving:",bilge pumping capacity,reserve buoyancy,level attitude,instability,B
628,"According to Coast Guard Regulations (46 CFR Part 58), a power driven auxiliary steering gear for a vessel capable of a 12 knot service speed, must be able to meet the rudder movement requirements at which of the minimum vessel speeds listed below?",6 knots,7 knots,9 knots,12 knots,B
629,"According to Coast Guard Regulations (46 CFR), a power driven auxiliary steering gear for a vessel capable of a 20 knot service speed, must be capable of producing a specific range of rudder movement at which of the minimum speeds listed below?",7 knots,10 knots,15 knots,20 knots,B
630,"According to Pollution Prevention Regulations (33 CFR), the minimum number of bolts permitted in an ANSI standard flange on an oil hose is:",Three,Four,Six,Nine,B
631,According to the Chemical Data Guide  which material is not compatible with vinylidene chloride (inhibited)?,Nickel,Copper or copper alloys,Stainless steel,Aluminum,B
632,"After 1 September 1992, in the North Pacific area, a documented 75-foot fishing vessel operating in cold waters 25 miles off the coast must have at least a(n):",approved rescue boat,inflatable liferaft with a SOLAS pack,buoyant cushion for each person on board,inflatable buoyant apparatus with EPIRB attached,B
633,"After the lifeboat has reached the top of the davit heads,  the davit arms begin moving up the tracks until the movement is stopped by the __________.",hoist man,limit switch,brake handle,preventer bar,B
634,"All lifeboats, rescue boats and rigid-ype life rafts shall be stripped, cleaned and troroughly overhauled at least once every",6 months,year,18 months,2 years,B
635,An acceptable method of dealing with accumulated oil found  in the pump room bilges is to  __________.,transfer the oil to the sea chest,pump the oil into the slop tanks,discharge the oil over the side on an outgoing tide,pump the oil into a clean ballast tank,B
636,An agreement to perform services here the owners obligation is the displacement of commodities by sea to a definite distance is known as:,Bill of Lading,Carriage of Goods,Voyage Charter,Affreightment,B
637,An approved signaling device required on inflatable life rafts include a(n) __________.,pistol,orange smoke signal,air horn,lantern,B
638,An electric driven steering gear power unit is required by Coast Guard Regulations (46 CFR) to be capable of putting the rudder over from 15° on one side to 15° on the other side in not more than 60 seconds under emergency power with the vessel running ah,7 knots,10 knots,15 knots,20 knots,B
639,An emergency life-saving procedure that consists of recognizing and correcting failure of the respiratory or cardiovascular system is called _,Advanced life support,Basic life support,Emergency first aid,Emergency medical care,B
640,An engine compartment gasoline fire requires which type of extinguisher?,CO2,all of these,foam,dry chemical,B
641,An example of a grade B product is:,mineral spirits,piperyline,kerosene,motor gasoline,B
642,An extinguisher with 15 lbs. of CO2 or 10 lbs. of dry chemical is a size __________.,I,II,III,IV,B
643,An oil fire would be classified as a __________.,class A,class B,class C,class D,B
644,An oxygen indicator will detect __________.,concentrations of explosive gas,an oxygen deficiency in a space,the presence of harmful amounts of carbon monoxide,all of the above,B
645,Annual servicing of a hand portable CO2 fire extinguisher includes __________.,inspecting the pressure gauge to ensure the needle is within operating range,weighing the cylinder and recharging if weight loss exceeds 10% of the weight of the charge,hydrostatic testing of the cylinder,"discharging, cleaning inside, and recharging",B
646,Antiseptics are used principally to __________.,speed healing,prevent infection,reduce inflammation,increase blood circulation,B
647,Any act or activity undertaken to assist a vessel or any other property in danger in any navigable water is considered as___________________.,Emergency Assistance,Salvage Operations,Distress Assistance,Rescue Operations,B
648,"Any crew member on board ship not assigned to emergency teams would prepare survival craft, render first aid and assistance, assemble passengers if applicable and:",bring extra provisions,generally assist the emergency parties as directed,bring extra blankets,always assist the master what he orders,B
649,Appendicitis symptoms include cramps or pain in the abdomen located in the __________.,lower left side,lower right side,upper left side,upper right side,B
650,Approved buoyant work vests may be carried aboard tank vessels and shall be worn by crew members __________.,when working near or over the water under unfavorable working conditions,under the supervision and control of designated ship's officers,"as substitutes for the approved life preservers during routine drills, weather permitting, when a vessel is moored pier side",all of the above,B
651,"As per SOLAS II-A, Regulation 4, the diameter of the fire main and water service shall be enough for the discharge pressure of:",100 cbm per hour,140 cbm per hour,180 cbm per hour,220 cbm per hour,B
652,"As stipulated in the Health Protection and Medical Care (Seafarers) Convention, what should be the availability of a pre-arranged system of medical advice by radio or satellite communication to ships at sea, including specialist advice?",Every hour on the hour,Any hour of the day and night,Every hour of the day and night,Any hour of the day and night,B
653,"At the necessary fire drill conducted aboard a vessel, all persons must report to their stations and demonstrate their ability to perform the duties assigned to them",by the fire squad leader,in the station bill,at the previous safety meeting,none of the above,B
654,"At the required fire drill, all persons must report to their stations and demonstrate their ability to perform the duties assigned to them __________.",by the Coast Guard regulations,"in the Muster List (""Station Bill"")",by the person conducting the drill,at the previous safety meeting,B
655,Automatically closed fire dampers installed in the vessel’s ventilation system are operated by the use of a __________.,remote operated valve  ,fusible link   ,cO2 system pressure switch,heat or smoke detector,B
656,Beams are cambered to _____________.,Increase their strength,Provide drainage from the decks,Relieve deck stress,All of the choices,B
657,"Before a shipboard fire can be declared completely out, which of the following conditions must be established?",The cause of the fire is to be known.,The fire area is safe for men to enter without a breathing  apparatus.,The fire area is sufficiently cooled so that accidental skin burns will not occur.,All of the above.,B
658,Bulkheads which form part of the tanks are stiffened to withstand:,over - pressurization,hydrostatic pressure,deck loads from above,dynamic forces while afloat,B
659,Burning diesel oil should be treated as which class of fire?,"Class ""A""","Class ""B""","Class ""C""","Class ""D""",B
660,"Burning paint, turpentine, or grease would be an example of which of the following classes of fire?",Class A,Class B,Class C,Class D,B
661,By definition  an example of a flammable liquid is:,kerosene,gasoline,caustic potash,animal and vegetable oils,B
662,By what reaction do foam extinguished a fire?,Absorbing the burning material,Smothering the burning material,Chemically absorbing the oxygen,Chemically absorbing the burning material,B
663,Career management is ultimately the responsibility of the ______.,top manager,individual,"direction, management development",human resource management,B
664,CO2 extinguishes a fire by __________.,a blanket of bubbles formed on the surface of the fire,smothering,cooling,isolating the heat from the fuel,B
665,Coast Guard Regulations (46 CFR) require that low velocity fog spray applicators be provided for the combination hose nozzles in the machinery spaces of tank vessels. How many applicators are required to be maintained in the machinery spaces of these vessels?,1,2,3,4,B
666,Deficient oxygen content inside a confined space can be detected with:,a combustible gas indicator,an oxygen indicator,an oxygen breathing apparatus,litmus paper,B
667,"Diesel fuel is relatively safe to handle due to its low volatility, but the fumes will self-ignite and continue to burn steadily if the fuel is heated to the __________.",flash point,ignition point,volatility point,upper explosive limit,B
668,"During a vessel conversion, it is necessary to check regulations pertaining to the fire protection equipment. Which of the following international documents would contain the information? ",MARPOL,SOLAS,International Load Line Convention,Code of Federal Regulations,B
669,"During an emergency drill on a vessel, you hear ""three (3) short blasts on the whistle and three (3) short rings on the general alarm bells"".  This is the signal is for __________.",abandon ship,dismissal from fire and emergency stations,fire and emergency,man overboard,B
670,"During an inspection of a ships storeroom, you find sealed containers of chemicals labeled ""potassium bicarbonate"" and ""potassium chloride"".   These chemicals are most commonly used aboard ship for _______.",degreasing machinery parts,recharging dry chemical fire extinguishers,engine jacket water treatment,descaling evaporator tubes,B
671,"During bunkering and fixing the hose connection on deck, when the area is covered by snow, the material that should be spread over the snow to avoid slipping is _.",Pebble,Sand,Gravel,none of the above,B
672,"Each emergency generator on a mobile offshore drilling unit, when tested, must be run under a full load for at least __________.",one hour,two hours,ten hours,four hours,B
673,Each inert gas system gas main must have an automatic shut down valve at the outlet of the gas production plant.  This valve must close automatically upon __________.,cargo pump failure,blower failure,deck seal low water level,low inert gas temperature,B
674,"Each inert gas system must be equipped with the following instruments:  oxygen concentration indicator and recorder,  pressure indicator and recorder, and temperature indicator. The point of measurement for these instruments must be located __________.",after the gas regulating valve,downstream of the blowers,scrubber outlet,upstream of the liquid filled breaker,B
675,"Each liferaft container without an indicated maximum stowage height above the waterline, must be stowed at a height not more than.",3 meters (10 feet) above the waterline,18 meters (59 feet) above the waterline,indicated on the vessels certificate of inspection,required by the vessels Muster List (“Station Bill”),B
676,Each open lifeboat carried on a vessel on an international voyage must have:,a motor,a davit span with at least 2 lifelines,a mast and a sail,hand-propelling gear,B
677,Each tank ship having an inert gas system must have portable instruments to measure concentrations of hydrocarbon vapor in inert atmospheres. The ship must also carry instruments that can measure concentrations of _________.,nitrogen,oxygen,carbon dioxide,water vapor,B
678,Federal regulations permit refrigerant to be released to the atmosphere under which conditions?,When testing a system for leaks using R-12 and nitrogen.,When release is considered 'De Minimize'.,When adding oil to a compressor.,During replacement of a compressor.,B
679,"Fire extinguishers designated as size III, IV, and V are considered __________.",portable units,semi-portable units,fixed systems,disposable units,B
680,"Fire fighting agents, such as Halon and Purple K, suppress the fire by.",dissipating heat,breaking the chain reaction,removing the fuel,all of the above,B
681,Fixed CO2 systems would not be used on crew's quarters or __________.,the engine room,spaces open to the atmosphere,cargo holds,the paint locker,B
682,"For a given displacement, the righting arm has its maximum value when:",Large-angle stability applies,KG is minimum,Angle of inclination is a maximum,Small-angle stability applies,B
683,"For the organization to operate efficiently, responsibility for specific tasks should be given to ___________  of the organization having ability and information to carry them out.",The staff                                                       ,The lowest level                                         ,The officer,The Manager,B
684,Freeboard is measured from the upper edge of the:,bulwark,deck line,gunwale bar,sheer strake,B
685,Horizontal fore or aft motion of a vessel while underway is known as:,Pitch,Surge,Sway,Roll,B
686,How does dry chemical extinguishing agents extinguish a fire?,By smothering and removing the oxygen from the fuel,By breaking up the molecular chain reaction,By removing the fuel by absorbing the heated vapors,The nozzle end to be run out to the fire,B
687,How is loss of electric power or other fault conditions of fire-detection and fire-alarm systems to be indicated?,By check systems on the control panel,By audible and visual signals at the control panel,By visual signals in the console,Any of the choices,B
688,How much weight should it be suspended from and how long after should the post examination take place when testing a lifebuoy to a Strength Test?,"30 kgs, after 30 minutes","90 kgs, after 30 minutes","70 kgs, after 30 minutes","80 kgs, after 30 minutes",B
689,"Human characteristics and behaviors are ____________ with the functioning of technology people design, build, maintain and operate.",Distinct,Intrinsically linked,Patent,Instinct,B
690,"If an engine shuts down due to high jacket water temperature, what action should be taken?",Open crankcase explosion covers,Allow engine to cool gradually,Slowly add cool water to the expansion tank,Back flush the cooling water system,B
691,"If you are transferring fuel from the storage tanks to the day tanks by means of an electric fuel oil transfer pump and  the motor catches fire, you would FIRST __________.",secure the fuel manifold,shut off power to the pump,  shut off the power ventilation,spray water on the fire,B
692,"If your vessel has a starboard list after taking on fuel, you would transfer fuel.",to starboard,to port,forward,aft,B
693,"In accordance with MARPOL 73/78 Annex V, the discharge or disposal of garbage on vessels of 400 gross tons and above engaged in commerce requires recordkeeping. Which of the following discharge or disposal operations requires a detailed description of the contents of the garbage?",Incineration on the ship.,Discharge overboard to sea.,Discharge to a reception facility.,Discharge to another ship.,B
694,"In MODU construction, beam brackets are triangular plates joining the deck beam to a:",bulkhead,frame,stanchion,deck longitudinal,B
695,"In order to strengthen bulkhead, what vertical support is to be used?",Panels ,Stiffeners,Girders,Stringer,B
696,"In ship construction, the strakes are given letter designations beginning with the letter ‘A.’ The “A” strake is adjacent to the:",deck edge strake,keel,turn of the bilge strake,sheer strake,B
697,Increasing the free surface of a confined liquid has the effect of raising the:,uncorrected ‘KG’,virtual height of the center of gravity,metacenter,metacentric height,B
698,It is the means by which data are transmitted across the levels of the organization.,chain command,lateral relationship,liaison individual  ,vertical information systems,B
699,Leadership style sometimes must change with the readiness level of the employees. Which of the following employee readiness level scenarios would be best suited for adopting a structuring and telling leadership style?,Where the employees are able but unwilling or insecure.,Where the employees are unable and unwilling or insecure.,Where the employees are unable but willing or confident.,Where the employees are able and willing or confident.,B
700,Load line regulations are designed to insure that a ship has adequate structural strength and sufficient_________.,lifesaving equipment,stability,mooring tension,riser tension,B
701,"Officers onboard, in order to achieve effectiveness and efficiency, must possessed the following skills and personal characteristics, except:",Planning and organizing the structure to suit the current needs,Leadership and high tech equipment to compliment,Delegation and control of people within the organization,Decision-making to be firmed and well thought ,B
702,"Once the problem has been defined, the next step is ______.",develop alternatives                                   ,identify the decision objectives               ,initiate corrective action,diagnose the causes,B
703,One life preserver or buoyant work vest is required to be worn on a MODU when a person is.,working on the rig floor,working over water,working on the pipe racks,operating line throwing equipment,B
704,"Part C, Chapter VI of SOLAS deals with:",General Provision,carriage of grain,radioactive materials,bulk cargoes other than grain,B
705,Portable Halon extinguishers used on a class “B” fire should be directed:,at the top of the flames,at the base of the fire near the edge,"in short, quick bursts",toward the upwind side of the fire,B
706,"Prior to entering a davit launched liferaft, you should make sure that:",the liferaft is well ventilated of excess carbon dioxide,all personnel have removed their life preserver to facilitate boarding,the liferaft is full from oxygen inside to avoid suffocation,all personnel must remove their life preserver except for helmet for head protection,B
707,Progressive flooding is controlled by securing watertight boundaries and:,abandoning ship,pumping out flooded compartments,jettisoning cargo,transferring water ballast,B
708,Psychological mechanism of blaming difficulties on someone else is called _______:,avoidance,projection,aggression,anxiety,B
709,Puncture leaks in the lower tubes or bottom of an inflatable liferaft should FIRST be stopped by using __________.,sail twine and vulcanizing kit,sealing clamps,repair tape,a tube patch,B
710,Regulations for the Prevention by Harmful Substances in Package Form entered into force on:,"July 1, 1988","July 1, 1992","July 1, 1998","July 1, 1982",B
711,Regulations require that cargo tanks carrying grades D or E liquids on tank barges be vented with:,forced draft blowers,gooseneck vents and flame screens,pressure- vacuum relief valves,branch vent lines and a vent header,B
712,Respond to security risks to maintain the safety and security of the ship’s crew and passengers include which statement below?,"Security risk situations are secretly identified and assessed for degree of risk to self, others and vessel",Response is formulated and carried out according to security risk management plan,"Safety and security of self, others and vessel is minimized through response initiative ",Changing circumstances are monitored and responses are permanently followed to maintain security,B
713,"The ability of a manager to know how to make plans and policies, and have full control of the entire organization.",Problem Solving Skills,Administrative Skills,Leadership Skills,Decision Making Skills,B
714,"The best emergency repair to a crack forming in the vessel’s hull, is to:",drive wedges into the crack,drill the ends of the crack and applying a concrete patch,weld doubler plate over the crack,weld a metal box over the crack and applying air pressure,B
715,"The breaking strength of the service lines of the rockets used with line throwing appliances is:
",300 lbs                    ,500 lbs            ,700 lbs,800 Ibis,B
716,The classification of oxidizing substance is:,Class 6.0,Class 5.1,Class 5.3,Class 5.2,B
717,The color of rockets shells or rocket parachute flares used to indicate that the vessel is in distress and requires immediate assistance is:,yellow,red,green,white,B
718,The effects of free surface on initial stability depend upon the surface area dimensions of the free liquids and the.,volume of liquid in the tank,volume of displacement of the MODU,location of the tank in the MODU,height of the center of gravity of the MODU,B
719,The engine in a covered lifeboat is fueled with __________.,unleaded gasoline,diesel oil,leaded gasoline,liquefied gas,B
720,The explosive range of petroleum vapors when mixed with air is.,0% to 1% by volume,1% to 6% by volume,6% to 12% by volume,12% to 20% by volume,B
721,"The flammable limits of methane by volume is 5% to 15%. If the combustible gas indicator reading is 50% when sampling a compartment containing methane, the flammable vapor concentration at the sample point is:",0.5% by volume,2.5% by volume,7.5% by volume,50.0% by volume,B
722,"The horizontal port, or starboard movement of a vessel is called:",Yaw,Sway,Surge,Heave,B
723,The ISM Code for safety management is one of the tools for implementing a risk-based approach. The management system therefore should _____________.,establish procedures for abandon ship, establish safeguards against all identified risks,establish procedures for oil spill drills,establish procedures for incident investigation,B
724,The lowest temperature  at which a liquid gives off sufficient vapor to form a flammable to mixture over its surface is termed as:,flammable limit,flash point,saturation point,auto-ignition point,B
725,The MAJOR disadvantage in the use of a dry chemical fire extinguisher on an electrical fire is that the _________.,powder conducts electricity back to the fire fighter,dry chemical leaves a powder residue which may render electrical equipment inoperative,extinguisher will need to be recharged,breaks up the molecular chain reaction,B
726,The most frequent incidents of tanker pollution during tanker operations is:,due to collisions,loading and discharging,oil spill,human error,B
727,The organization that certifies the safe working load of cargo cranes on a vessel is the:,U.S.D.A.,classification society,National Cargo Bureau,U.S. Coast Guard,B
728,The physical data term on a Material Safety Data Sheet (MSDS) describing whether a liquid is lighter or heavier than water is:,Solubility,specific gravity,viscosity,flotation point,B
729,"The regulations require that inspected vessels on an international voyage, other than small passenger vessels, must carry which of the following distress signals on or near the navigating bridge:",12 hand combination flares and orange smoke signals,12 rocket parachute flares,12 hand red flares,"6 hand red flares, and 6 hand orange smoke signals",B
730,The reserve buoyancy of a vessel varies directly with changes in the vessel’s: ,free surface,freeboard,rolling period,none of the above,B
731,The Safety of Life at Sea Convention was developed by the __________. ,American Bureau of Shipping,international Maritime Organization,American Institute of Maritime Shipping,u.S. Coast Guard,B
732,The size of the fire hydrant hose connections must be either 1 1/2 inches or:,1 inch,2 1/2 inches,3 inches,3 1/2 inches,B
733,The spreading of fire as a result of heat being carried through a vessel's ventilation system is an example of heat transfer by:,conduction,convection,radiation,venting,B
734,The traditional signal to commence lowering lifeboats and liferafts is:,3 short blasts of the ships whistle,1 short blast of the ships whistle,3 long blasts of the ships whistle,1 long blast of the ships whistle,B
735,"To activate an air regeneration canister on a survival craft, you __________.",put it into a container of water,tear off the tabs on the canister,turn it upside down,push 'on' button,B
