FUNCTION 1: MARINE ENGINEERING AT THE ENGINE  OPERATIONAL LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
587,A disadvantage of a four-stroke/cycle diesel engine is  _________.,higher working temperature of piston and cylinder,the use of scavenge ports,fewer power strokes per revolution of the crankshaft,part of the fuel is burned as the piston is moving away from top dead center,C
588,"A distinguishing feature of an eductor, when compared to other pumps, is the __________.",discharge end being smaller than the suction end,small size of impeller,lack of moving parts,ease at which the wearing rings may be changed,C
589,"A flapper valve, also known as a beam valve, is frequently  used in refrigeration compressor discharge valves, and is designed to __________.",feed discharge pressure to the suction line,aid in hot gas defrosting,pass liquid slugs,equalize system pressure for compressor cycling,C
590,A flare back is caused by:,oil temperature is too high,oil viscosity is too law,relighting burner from not brick work,laggings of boiler are loose,C
591,A gear type flexible coupling is precision built for __________.,reduced torsional vibration and resonance,increased slip and maneuvering capability,high torque transmittal under limited misalignment  conditions,low axial thrust transmission under minimal alignment irregularities,C
592,A good quality oil used in main propulsion engine lubrication systems should be __________.,free from all chemical additives,quickly chemically oxidized,resistant to permanent emulsification,readily saponified with water,C
593,A lantern ring is __________.,the bottom ring in a set of piston rings,the oil slinger on a spring bearing,used to distribute seal water throughout the pump stuffing  box,the lifting ring on each running light,C
594,A large low speed main propulsion diesel engine may become overloaded by_______________.    I.  a heavily fouled hull  II.  strong head winds and heavy seas,I only,II only,both I and II,neither I nor II,C
595,"A large low-speed main propulsion engine must be operated with one cylinder secured.  When the engine was stopped, the affected cylinder stopped in a position preventing the engine from being restarted.  Which of the following actions should be taken to c",Turn the shaft with the turning gear while applying starting air.,Increase starting air pressure by small amounts until the air pressure is high enough to crank the engine over.,Admit starting air in the opposite direction to reposition the engine crankshaft and then restart in the desired direction.,Open the indicator cocks on those cylinders on compression and apply increased starting air pressure.,C
596,"A large, low-speed, main propulsion diesel engine uses  sea water to directly cool the                            .",cylinder heads,exhaust valves,scavenging air,injectors,C
597,A liquid receiver is used to:,separate the oil from the refrigerent,cool the hot gases,store rhe refrigerent,refrigerent on changing,C
598,A loose crosshead plunger assembly in a metering or proportioning pump will cause                            .,rapid wear on the crosshead,damage to the stroke adjustment arm,rapid wear on the plunger packing,damage to the pressure compensator valve,C
599,A loud clicking noise from the valve compartment of an  operating diesel engine would indicate __________.,worn valve seats,worn main bearings,excessive valve clearance,weak rocker arm springs,C
600,A loud clicking noise occurring from within the valve  compartment of an operating diesel engine would indicate __________.,worn valve seats,tight rocker arm springs,excessive valve clearance,weak rocker arm springs,C
601,A lower pH value of boiler water indicates that the water is:,hard,neutral,acidic,alkaline,C
602,A magnetic strainer is primarily used in diesel engine reduction  gear oil systems to remove small particles of __________.,copper,babbitt,ferrous materials,acidic materials,C
603,A normally operating diesel engine is shutdown by __________.,shutting off the air supply,over speeding the engine,securing the fuel supply,securing the ignition system,C
604,A nozzle in an impulse turbine functions to __________.,reverse steam flow direction,guide the steam through the fixed blades,convert the steam's thermal energy to kinetic energy,convert the steam's kinetic energy to thermal energy,C
605,A part of the oil burner system wherein it is situated in the cylinder head or combustion chamber and serves the purpose of atomizing the fuel oil. The part is called______.,Impingement,Atomization,penetration,turbulence,C
606,A piston is at bottom dead center when it is_________.,opening the exhaust ports,closing the fuel ports,farthest from the cylinder head,nearest to the cylinder head,C
607,"A pneumatic dual element, main propulsion, boiler feedwater regulating system commonly used aboard ship utilizes __________.",two-position differential action,proportional action,proportional plus reset action,on off reset action,C
608,A pounding noise occurring in one cylinder of a steam reciprocating general service pump could be caused by __________.,lower than normal supply steam temperature,lower than normal supply steam pressure,improper adjustment of steam cushion valves,loss of air charge in the pump discharge plenum chamber,C
609,A practical way of checking for excessive fuel injection in one cylinder of an operating diesel engine is to __________.,feel the high pressure fuel line,check the cylinder exhausts for white smoke,frequently check the cylinder exhaust temperature,isolate each cylinder and inspect the injector,C
610,A pressure drop in the liquid line of a refrigeration system may cause __________.,the solenoid valve to seize,the compressor to hunt,flash gas to form in the liquid line,the expansion valve to freeze open,C
611,A pressure drop through the refrigerant liquid line may cause __________.,solenoid valve to seize,compressor to hunt,formation of flash gas in the liquid line,expansion valve to freeze open,C
612,A pressure-velocity compounded impulse turbine consists of  __________.,velocity compounding with reaction pressure compounding,several rows of moving blades attached to diaphragms,two or more stages of velocity compounding,two or more rows of nozzles in which no pressure drop exists,C
613,"A pulsating flame, accompanied by a burner developing black smoke in an auxiliary boiler, is an indication that the __________.",electrode setting is incorrect,ignition current is too low,fuel oil pressure is too low,fuel nozzle is correctly positioned,C
614,A pyrometer is an instrument commonly used to measure __________.,cylinder pressure,flame intensity,exhaust gas temperature,crankshaft axial alignment,C
615,A quick method used to test a water cooled condenser for refrigerant leaks is to test the __________.,cooling water for proper pH,receiver for water content,air vents on the condenser heads with a halide torch,condenser tubes hydrostatically,C
616,A refrigerant R-717 is:,No. 12 - Freon,Methyl,Ammonia,Octarle,C
617,A refrigerating unit of one ton capacity can move,500 BTU per minute,288 BTU per minute,200 BTU can move,100 BTU per minute,C
618,A refrigeration system compressor crankcase is sweating or  unusually cold.  This is an indication of __________.,a shortage of refrigerant in the system,air in the system,an accumulation of liquid refrigerant in the crankcase.,a shortage of oil in the crankcase,C
619,A refrigeration unit will tend to short cycle when operating __________.,under heavy loads,during hot gas defrost,under light loads,during starting conditions,C
620,A regenerative type air heater should be bypassed at low load in order to __________.,prevent chipping of the ceramic coating,prevent condensation in the steam baffling,avoid excessive cooling and condensation of the exhaust gases,maintain a positive seal on the replaceable basket,C
621,A rotor position micrometer on a main propulsion reaction turbine measures rotor __________.,radial position relative to the casing,radial position relative to the micrometer,axial position relative to the casing,axial position relative to the micrometer,C
622,A rupture disc on a recovery tank for low pressure  refrigerants relieves at __________.,1 psig,10 psig,15 psig,25 psig,C
623,A scale trap in a freon system will be found on the:,receiver ,discharge side,sunction side,condenser,C
624,A scored diesel engine cylinder liner will cause __________.,high firing pressure,abnormally high cooling water temperature,rapid wearing of piston rings,combustion gases in the cooling water,C
625,"A seven cylinder, 2-stroke/cycle, single acting diesel engine has a 750 mm bore and a 2000 mm stroke.  What indicated power will be developed if the average mean effective pressure is 14.8 kg/cm2 at a speed of 96 RPM?","1,959 kW","3,906 kW","14,363 kW","28,726 kW",C
626,A short weighted hose is attached to the end of the P-tank  fixed discharge line on board a supply boat to __________.,prevent accidental back flow of dry bulk material,maintain a non-vibrating delivery rate,prevent dry material from being discharged on deck,All of the above,C
627,"A smoking burner with a pulsating flame in an auxiliary boiler, is an indication that the __________.",fuel oil supply temperature is normal,burner electrode is incorrectly positioned,fuel/air ratio is incorrect,ignition current is too low,C
628,A smoking exhaust from an operating diesel engine could be  caused by __________.,low sulfur content in the fuel,a loose injector inlet connection,late fuel injection,high injection pressure,C
629,A solenoid valve in the boiler fuel oil supply line will close when the __________.,main turbine throttle valve is closed,boiler is operating at low pressures,forced draft fan fails,fuel oil temperature exceeds 150°F,C
630,A spring-loaded relief valve is located on some lube oil filters in full flow systems to __________.,prevent over pressurization of the filter cartridge,prevent over pressurization of the filter casing,bypass the filter should it become clogged,limit the lube oil outlet pressure,C
631,A spur gear pump should be operated with the discharge valves __________.,slightly opened,throttled,fully opened,halfway opened,C
632,A squealing sound from within an operating reciprocating air compressor is an indication of:,compressor overload,motor overload,tight compressor bearings,badly leaking unloaders,C
633,A squealing sound occurring from within an operating reciprocating air compressor is an indication of __________.,compressor overload,motor overload,tight compressor bearings,badly leaking unloaders,C
634,"A steam propelled tank ship is operating at sea and despite troubleshooting the system by all the vessel's engineers, the transfer of fuel to the settler has not been possible and the settler will be empty in a few minutes.  As the watch engineer, your NE",repeat all the steps that have been taken to determine the cause of the problem,call out other engineers for assistance,line up the diesel cold start system,stop the main engine and secure the generator,C
635,A substantial increase in crankcase pressure could be an indication of __________.,excessive lube oil pressure,the proper seating of new rings,a worn cylinder liner,a malfunctioning cylinder relief valve,C
636,"A sudden flame failure in an operating auxiliary boiler, equipped with an automatic combustion control system and burning light fuel, could be attributed to a __________.",dead or malfunctioning step up transformer,faulty ignition cable connector,loose connection on the photocell,rapid fuel viscosity increase,C
637,A sudden unexplainable drop has occurred in the outlet temperature of an uncontrolled interdeck superheater on a boiler carrying a higher than normal TDS (total dissolved solids) reading.  Which of the actions listed is required?,Immediate increase in the firing rate.,Reduction in the forced draft fan speed.,Lowering the steam drum water level.,Raising the feed water temperature.,C
638,A turbocharged and aftercooled diesel engine can overspeed due to __________.,air in the hydraulic governor,high ambient air temperature,oil leaking into the turbocharger compressor end,insufficient piston ring blow-by,C
639,Abnormal crankpin bearing and piston skirt surface wear  indicate _______.,a restricted air intake,a clogged connecting rod oil passage,incorrect connecting rod alignment,high cylinder firing temperatures,C
640,Air in the fuel can cause __________.,high lube oil temperature,blue smoke,the engine to stop,piston seizure,C
641,Air in the fuel lines to the fuel injection nozzles of a diesel engine will result in __________.,lower compression pressures,overheating without smoking,failure to start,a run away without load,C
642,An air starting motor for a diesel engine is protected from overspeeding by __________.,an electric solenoid interlock,a three-way automatic valve,an overrunning clutch,all of the above,C
643,An auxiliary diesel engine may fail to start due to  _________.,low exhaust back pressure,high lube oil temperature,insufficient cranking speed,excessive fuel atomization,C
644,An important design characteristic of an explosion relief valve for a diesel engine is the ability to                    .,open slowly to permit a gradual reduction of crankcase  pressure,open quickly against crankcase pressure to prevent a  possible implosion,close quickly in order to prevent an inrush of air,close slowly to permit proper seating of the valve disc and neoprene sealing surfaces,C
645,An increase in the air inlet manifold pressure of a diesel engine will result in a/an                          .,decrease in maximum cylinder pressure,increase in ignition lag,decrease in fuel consumption per horsepower-hour,decrease in exhaust manifold pressure,C
646,"As soon as a diesel engine has started, which of the listed engine operating parameters should be checked FIRST?",Exhaust temperatures,Raw water pressure,Lube oil pressure,Air box pressure,C
647,"Automatic combustion control systems for some auxiliary  boilers are designed to cycle burners on and off in response to
                           .",fuel supply pressure,fuel return pressure,steam pressure,furnace air pressure,C
648,Automatic combustion control systems for some auxiliary  boilers are designed to cycle burners on in response to                           .,low fuel pressure,fuel return pressure,low steam pressure,furnace air pressure,C
649,"Before any work is to be carried out on a burner in an automatically fired auxiliary boiler, you should always
                              .",block all control system relays closed,allow the boiler to cool completely,close all manually operated fuel valves,lock all safety interlock switches closed,C
650,Black smoke exhausting from a diesel engine indicates  _________.,proper fuel injection,water in the fuel,incomplete combustion,burning of lube oil,C
651,Cams used to activate mechanically operated air starting valves on four-stroke/cycle diesel engines should have which of the valve lift profiles listed?,"Abrupt lift with a short open period, and abrupt valve  seating.","Gradual lift with a short fully open period, and accelerated valve closing.","Abrupt lift giving full valve opening for a long period, with gradual valve seating.","Gradual lift giving full valve opening for a long period, with gradual valve seating.",C
652,Clean low pressure steam drains are collected in the __________.,deaerating feed water heater,contaminated drain inspection tank,atmospheric drain tank,main condenser hotwell,C
653,Cold weather starting of a diesel engine is more difficult than warm weather starting due to __________.,use of low viscosity oil in cold weather,increased moisture content of inlet air in cold weather,increased drag of pistons and bearings due to increased oil viscosity,higher compression pressures reached due to smaller   clearances existing in the engine during cold weather,C
654,Condensate accumulating in the steam side of a fuel oil heater could result in __________.,overheating,scale accumulation,corrosion,immediate oil contamination of the condensate,C
655,Condensate is pumped from the condenser to the DC heater instead of directly to the boiler because __________.,boiler feed pumps must operate with a negative suction head,suspended solids in the condensate must be eliminated,condensate should be deaerated before entering the boiler,condensate at condensing temperature is too hot and will cause thermal stress in the boiler,C
656,Corrosion due to electrolytic action in modern water-tube boilers is uncommon because __________.,boiler water is a strong electrolytic,alkalinity control treatment prevents electrolytic action,boiler components are generally constructed of similar metals,electrolytic action cannot occur at high pressure,C
657,"Cylinder linings constructed as an integral part of the  block, are characterized by which of the following   disadvantages?",They conduct heat poorly.,They are expensive.,They cannot be replaced.,They require special tools for removal.,C
658,"Cylinder scavenging in a turbocharged, four-stroke/cycle, single acting, diesel engine is accomplished __________.",without cooling the pistons or cylinders,at a pressure below atmospheric,during the valve overlap period,with only the exhaust valve open,C
659,"Diesel engine ""blow-by"" into the crankcase is caused by excessive ring__________.",back clearance,side clearance,gap clearance,taper clearance,C
660,Diesel engine air start system check valves are opened by  _________.,an air start cam,cylinder compression pressure,starting air pressure,valve springs,C
661,Diesel engine crankshaft deflection readings are generally taken at four crank positions. Good engineering practice requires the deflection gage or indicator to be            __________.,placed as near the crankpin axis as possible,removed each time the crankshaft is repositioned,left in place for all four readings,reset to zero for all four readings,C
662,Diesel engine jacket water is used in the fresh water distillation process as the __________.,coolant for the distillate,coolant for the brine cooler,means of heating the feedwater,primary means of producing a vacuum within the distiller,C
663,Diesel engine piston ring blow-by is usually caused by  excessive ring clearance at the ring_________.,back,side,gap,bottom,C
664,Diesel engine valve springs function to __________.,hold the valves open,keep the valves off their seats until the exhaust stroke is completed,close the valves,open inlet valves when the air injection cycle begins,C
665,Diesel engine waste heat boiler construction is usually of the fire- tube or                           .,cyclone furnace boiler type,dry back boiler type,water-tube type,critical circulation boiler type,C
666,Excessive valve clearance will cause a valve to open  _________.,early and close early,early and close late,late and close early,late and close late,C
667,Excessive vibration in an operating diesel generator may be caused by __________.,electrical overload,surging at governed RPM,loose engine mounting bolts,coolant leaking into the cylinder,C
668,"Excessively worn, or polished ends on a diesel engine valve spring, indicate__________.",burned exhaust valves,excessive spring compression,spring surge,worn valve seats,C
669,Exhaust gases in a two-stroke/cycle diesel engine are  discharged through__________.,the air valves,a roots-type blower,exhaust ports or valves,direct to the atmosphere,C
670,Exhaust pipes for separate diesel engines can be combined only when_________.,space limitations prevent separately run pipes,the engines are small auxiliary units,they are arranged to prevent gas backflow to each engine,a waste heat boiler is installed,C
671,Exhaust valve openings in a diesel engine cylinder head are made as large as practical to__________.,increase back pressure during the exhaust process,facilitate periodic replacement of the valves,reduce the pumping loss associated with scavenging,reduce tension on valve springs,C
672,Failure of the feed pump to deliver feedwater to an   auxiliary boiler could be caused by                                .,a low pump suction lift,abnormally low water temperature,grounded probes in the water level control,a high pump suction head,C
673,"Fine adjustments to a boiler combustion control system, to  bring about near perfect combustion, should be made by manually adjusting the __________.",fuel oil back pressure,air volume regulators,fuel/air ratio knob,forced draft fan dampers,C
674,Flame failure in an automatically fired auxiliary boiler can result from a/an                              .,incorrect electrode setting,incorrect nozzle position,clogged fuel nozzle,broken high tension lead,C
675,"For a diesel engine, individual cylinder performance is  commonly determined by exhaust gas __________.",chemical analysis,back pressure readings,pyrometer readings,infrared analysis,C
676,"For proper operation, auxiliary boiler feedwater must have which of the following characteristics?",High oxygen concentration,Low pH,Proper alkalinity,All of the above,C
677,Fuel droplets injected into a diesel engine cylinder must have adequate penetration to                            .,prolong the ignition delay period,ensure the beginning of fuel injection,thoroughly utilize the air charge,allow controlled fuel combustion,C
678,"Fuel injection systems meter fuel, atomize fuel, and
                              .",create turbulence in the combustion chamber,aid in completing cylinder scavenging,inject fuel at the proper time,minimize fuel penetration into the cylinder,C
679,"Fuel oil injected into the cylinder of a diesel engine just after the piston passes top dead center, will __________.",increase engine power,increase engine load,decrease engine power,improve fuel economy,C
680,Gear-type flexible couplings are often used in diesel engine drive trains because they __________.,require no lubrication under normal operating conditions,compensate for gross misalignment in the drive train,"are able to transmit high torque, even where slight misalignment exists",will rapidly disconnect the engine from the line shaft,C
681,"Generally, where should you expect to find the greatest  amount of wear on a cylinder liner?",Adjacent to the piston skirt when the crank is on TDC.,Along the lower part of the liner wall opposite the oil  control ring.,Opposite the top ring shortly after piston travel has ended the compression stroke.,Opposite the oil control ring when the crank is on bottom dead center.,C
682,"Heat exchanges used in distilling plants include air ejectors, condenser, feed water heater and a:",Distillate heater,Brine cooler,Distillate cooler,Vapor separator cooler,C
683,High firing pressures and a low exhaust temperature in a diesel engine may result from __________.,early exhaust valve opening,increased exhaust system back pressure,early fuel injection timing,low scavenge air temperature,C
684,High stack temperature occurring in an auxiliary boiler  could be a result of                         .,insufficient air for combustion,complete combustion in the furnace,secondary combustion in the uptake,high fuel oil temperature,C
685,How much will the jacket water temperature normally increase between the inlet and outlet of medium or high-speed diesel engines?,1° to 5°F,5° to 10°F,10° to 20°F,25° to 50°F,C
686,How often should oil pump relief valves on tank vessels to be tested?,Prior to each cargo discharge operation,At least once each voyage,At least once a year,At each biennial inspection,C
687,"If a crankcase explosion occurs in a diesel engine, which of the listed actions should be taken?",Open the crankcase immediately to check for damage.,Apply fire fighting water through the crankcase breather.,Allow the engine to cool before opening the crankcase.,Assume that there is no damage to the crankshaft.,C
688,"If a crankcase explosion occurs in a diesel engine, you  should stop the engine and __________.",immediately open all crankcase relief ports,increase crankcase exhauster speed to draw cool air into the engine,allow the engine to cool naturally,increase crank case scavenge air to remove unburned gases,C
689,"If a diesel engine continues to run after attempting to  shut it down, the probable cause is __________.",incandescent carbon particles,air remaining in the cylinders,lube oil leakage into the air intake system,a broken turbocharger valve,C
690,"If a diesel engine rotates slowly when cranked, but does not fire, the_________.",fuel control rack had admitted excessive fuel,engine speed does not match the fuel rack setting,engine has failed to reach its firing speed,starter pinion and ring gear contact is not correct,C
691,"If a diesel engine turned over at normal cranking speed but failed to start, the cause could be late fuel injection or __________.",excessive fuel pressure,high lube oil viscosity,inadequate fuel injection,excessive starting air pressure,C
692,"If a diesel engine were running at 20% overload with a  smoky exhaust, you should __________.",stop the engine immediately to prevent damage,increase lube oil pressure,slow the engine allowing it to gradually cool,decrease the cooling water temperature to the water jacket,C
693,"If a tube ruptures in a water-tube auxiliary boiler due to low water, you should                          .",secure the fires and maintain feedwater to boiler to keep up the water level,not secure the fires until water level falls out of sight in the gage glass,secure both the fires and the feed inlet valve,secure the fires when the pressure drops to 50% of the  maximum allowable working pressure,C
694,"If a two-stroke/cycle diesel engine is overspeeding due to leakage of lube oil into the cylinders, what should you do to stop the engine?",Move the fuel control mechanism to the no fuel position.,Block the fuel supply by closing the master fuel valve.,Shut off the fuel supply and block the flow of intake air.,Relieve all pressure in the fuel system.,C
695,"If an oil fire occurs in the double casing of a steaming boiler, you should __________.",increase the forced draft fan speed,secure the feedwater supply to the boiler,secure the fuel oil supply to the burners,apply water with a smooth bore nozzle,C
696,If one hydraulic pump of an electro-hydraulic steering unit tails. The vessels steering can be initially and best maintained by using the _________________,trick wheel,accumulator,standby pump,telemotor,C
697,"If over a period of weeks the air-box pressure of a   turbocharged, diesel engine, operating at full load, appears to be dropping off, the cause can be                            .",open air-box drains,loss of cooling water to the diffuser,gradual fouling of the air filters,improperly timed exhaust valves,C
698,"If the auxiliary diesel engine will not shut down, the  trouble could be_________.",high lube oil pressure,high firing pressure,lube oil leakage into the blower,high fuel oil pressure,C
699,"If the bowl of a disk type centrifugal purifier when  operated as a separator is not primed, the __________.",oil has a tendency to emulsify in the bowl,purifier will act as a clarifier at the discharge ring,oil will be lost through the water discharge ports,oil solids will be deposited only at the intermediate top disk,C
700,"If the engineer on watch has reason to doubt the accuracy of the water level shown in the boiler gage glass, he should __________.",speed up the main feed pump,open the auxiliary feed line,blowdown the gage glass,start the standby feed pump,C
701,"If the oil scraper ring drain hole in a diesel engine  piston becomes plugged, __________.",blow-by will decrease,oil consumption will decrease,oil consumption will increase,the ring will immediately seize and buckle,C
702,"If the piston groove drain holes for the oil control rings become clogged, which of the following is likely to occur?",The oil control rings will seat improperly and wear rapidly.,The piston will overheat due to insufficient lubrication.,Excessive oil will remain on the cylinder wall.,Light brown smoke will emanate from the engine exhaust.,C
703,"If the turbocharger of a four-stroke/cycle diesel engine fails to operate, which of the following statements best describes the probable effect?",Intake manifold pressure will be high.,Intake manifold pressure will be unaffected.,Exhaust temperatures will be high.,Exhaust temperatures will be low.,C
704,"If the valve lash on a diesel engine is set improperly,  which of the following statements represents the most  serious problem that can develop?",Too little lash will cause noisy operation and excessive wear.,Too much lash will cause the valve to open early and close late.,Too little lash may prevent the valves from seating   properly.,Too much lash may prevent combustion through loss of compression.,C
705,"If you notice smoke coming from the crankcase exhaust  fan outlet of an operating diesel engine, you would suspect__________.",a cracked cylinder liner,clogged intake ports,broken piston rings,a faulty head gasket,C
706,"If you were operating a centrifugal water service pump with worn wearing rings, the __________.",pump would be very noisy,pump would vibrate excessively,pump would develop insufficient flow,stuffing box would leak excessively,C
707,"In a diesel engine, pistons are attached to the crankshaft  by __________.",push rods,lash adjusters,connecting rods,piston guides,C
708,"In a large, low-speed diesel engine the clearance between the piston crown and cylinder head is found to be excessive. In order to correct for this, you should   __________.",build up the piston crown by metal spraying,build up the cylinder head by metal spraying,insert shims between the crankpin bearing box and the  connecting rod foot,install a thinner head gasket,C
709,"In a single-acting diesel engine, the cylinder liner area that is most difficult to lubricate is the   __________.",major thrust side,minor thrust side,top circumference,bottom circumference,C
710,"In a two-stroke/cycle diesel engine, the camshaft rotates at
                              .",twice the crankshaft speed,half the crankshaft speed,the same speed as the crankshaft,a speed independent of the crankshaft,C
711,"In a two-stroke/cycle diesel engine, the exhaust gases are expelled from the cylinder by the__________.",exhaust manifold,valve bridge,pressure of the fresh air charge,valve adjusting gear,C
712,"In an opposed piston engine, the term ""crank lead"" refers to  _________.",one crankshaft turning faster than the other,the two crankshafts turning in different directions,the piston in one cylinder reaching inner dead center  several crankshaft degrees before the other piston,the piston in one cylinder reaching dead center when the other reaches outer dead center,C
713,"In certain cases, a cylinder liner can be refinished rather than replaced.  When properly honed, the __________.",cylinder should be cleaned with kerosene,cylinder liner should have a glazed appearance,liner surface should have a crosshatch pattern,counterbore is slick and smooth,C
714,"In large, low-speed, main propulsion diesel engines, piston ring groove wear usually occurs at the __________.",top of the ring groove,back of the ring groove,bottom of the ring groove,piston ring end clearance,C
715,In order for microbiological growths to thrive in a fuel tank it is necessary for                 .,high temperatures to exist,low temperatures to exist,small amounts of water to be present,large amounts of water to be present,C
716,"In preparing to blow tubes at sea, you should __________.",increase the firing rate,decrease the firing rate,increase the forced draft speed,decrease the forced draft speed,C
717,"In the construction of a diesel engine, what is the purpose of end plates?",To provide accessibility to the cylinder liners.,To add stability to the engine block.,To add rigidity to the block and a surface for attaching other parts.,To make a surface for the base.,C
718,"In the cylinder of a diesel engine, fuel is ignited by the  _______.",spark from a plug in the precombustion chamber,electrical discharge from the distributor,heat of compression within the cylinder,heat from the fuel injection nozzle,C
719,"In the event of a flame failure in an auxiliary water-tube boiler, you must                             .",relight the boiler immediately to prevent loss of steam  pressure,relight the fire off the brickwork as long as the bricks are cherry red,purge the furnace of any combustible gases before attempting to relight the fire,speed up the feed pump to prevent dry firing when the burner flame is reestablished,C
720,In what classification of steam turbines are the moving blades and the adjacent fixed rows of blades shaped to act as nozzles?,Impulse,Radial flow,Reaction,Helical flow,C
721,"Increasing the valve clearance between a valve stem and  rocker arm, will result in the valve                            .",closing later,opening sooner,staying open for a shorter period of time,staying open for a longer period of time,C
722,"Large, two-stroke/cycle, main propulsion, diesel engine  cylinders can be successfully pressure charged during normal operation, by using the                       .",exhaust gas temperature system,exhaust load system,constant or pulse pressure system,constant volume system,C
723,Low compression in a diesel engine could be caused by  _________.,worn or broken cylinder liner sealing rings,high cooling water temperature,worn or broken piston rings,low fuel oil pressure,C
724,Lube oil pumps taking suction from the sump of most small marine engines are usually                            .,of the diaphragm type,of the centrifugal type,of the positive displacement type,independently driven by electric motors,C
725,Lubricating oil systems for diesel engine journal bearings are usually lubricated by which of the following types of lubricating oil systems?,Splash,Gravity,Pressure,Bypass,C
726,Magnets are installed in the main propulsion turbine lube oil pump strainers to attract metal particles released through wearing of __________.,turbine labyrinth,turbine blades,reduction gears,all of the above,C
727,"Maintaining the lowest possible scavenging air temperature at all times is not recommended due to the possibility of the
                                    .",air charge density becoming too high,piston crown surfaces becoming too cold,formation of excessive quantities of condensate,compression pressure being greatly reduced,C
728,Marine diesel engine dry-type mufflers reduce noise by  _________.,using phase adjusters,decreasing back pressure at the exhaust manifold,allowing gases to expand and change direction of flow,constant pulse charging at the exhaust manifold,C
729,Misfiring in a diesel engine at light loads can be caused by  _________.,high lube oil temperature,low lube oil temperature,excessive cylinder cooling,high air injection pressure,C
730,"Modern day boiler automation allows bypassing the ""flame safeguard"" system to permit a burner to have a ""trial for ignition"" period during burner light-off.  This period may not  exceed __________.",5 seconds,10 seconds,15 seconds,30 seconds,C
731,"On a large low-speed main propulsion diesel engine, lower main bearing wear is usually measured by using a/an  __________.",dial indicator,outside caliper,bridge gage,tram rod,C
732,"On auxiliary boilers using individual flame scanners to monitor the main and pilot flames, the main flame scanner should be sighted to__________.",detect pilot flames that are incorrectly positioned,view the refractory directly opposite the main burner,avoid detecting the pilot flame,view the main flame in its outer periphery,C
733,"One boiler of a two boiler plant has ruptured a tube and the water cannot be maintained in sight in the gage glass. After securing the fires, your next action should be to __________.",secure the forced draft fans,stop the fuel oil service pump,secure the feedwater supply to the boiler,close the main steam stop,C
734,One cause of diesel engine piston ring blow-by is__________.,reduced scavenging,high exhaust temperatures,excessive lubrication,floating piston pins,C
735,One of the purposes for water cooling the exhaust manifold in marine diesel engine is to________.,reduce lube oil temperature,raise exhaust temperature,reduce excessive heating of engine room,reduce load on cooling water pump,C
736,"Pyrometers commonly found on diesel engine exhaust systems, consist of __________.",pyrostats and a voltmeter,"a gas-filled bellows, a tube and a pressure gauge",thermocouples and a voltmeter,ammeters and thermocouples,C
737,Scuffed cylinder liner wearing surfaces in a diesel engine can result from __________.,starting the engine while hot,knurling the piston skirt,operating the engine overheated,scuff resistant piston rings,C
738,"Solid contaminants are prevented from entering the main lube oil system by way of the main engine sump,  through the use of __________.",fine mesh screening placed around the pump suction line in  the sump,baffles installed without limber or lightening holes to trap the particles,a suction inlet located approximately 10 inches (254 mm) above the sump bottom,a 10 inch (254 mm) dome installed just below the suction inlet and provided with a pipe-opening within one inch of the dome,C
739,"Standby, or emergency diesel generator day tanks should  always be kept full to reduce the possibility of__________.",sediment contamination,fuel filter clogging,moisture formation,inadequate transfer pump suction head,C
740,"Starting systems for large, direct reversing, main propulsion diesel engines are usually __________.",hydraulic starting motor,electric starting motor,direct air admission,vane type air motors,C
741,Steam supply piping to deck machinery is insulated in order to __________.,maintain good turbulent free steam flow through the pipe,prevent superheating of the steam,reduce heat loss from the system,contain small steam leaks,C
742,The adverse effects of burning high sulfur fuel can be compensated for by using a cylinder oil having sufficient  _________.,dispersant additives,floc point depressive additives,alkalinity,ignition quality,C
743,The amount of wear on a split precision main bearing can be accurately determined by comparing the data from a previous reading to the present readings taken with a                          .,dial indicating outside caliper,telescoping gauge,ball anvil outside micrometer,screw thread outside micrometer,C
744,The area where a cam follower would most likely leave the lobe surface of a two-stroke cycle engine camshaft would be at the _______.,first point of acceleration during the exhaust valve opening,first point of the intake valve closing,first point of deceleration during exhaust valve opening,last point of the intake valve closing,C
745,"The bearings used to support the crankshaft are generally called
                       .",line shaft bearings,connecting rod bearings,main bearings,support bearings,C
746,"The camshafts on the engine, shown in the illustration,  operate at a speed equal to                            .",twice the crankshaft speed,the crankshaft speed,one-half of the crankshaft speed,proportionate to the crankshaft speed,C
747,The crankcases of many diesel engines are kept under a  slight vacuum to                            .,improve fuel economy,increase the air charge velocity,reduce the risk of explosion,all of the above,C
748,"The daily inspection of an operating auxiliary boiler should include
                           .",lifting of all safety valves,an examination of the boiler firesides,checking for external fuel and water leaks,measuring steam quality,C
749,The dehydrating agent normally used in a refrigeration system is __________.,slaked lime,sodium chloride,activated alumina,calcium chloride,C
750,"The diesel engine exhaust gas bypass, as fitted with some waste heat boilers, is installed to                          .",prevent engine back pressure at heavy loads,increase total engine efficiency at low loads,prevent boiler corrosion at low engine loads,improve engine fuel consumption at any load,C
751,"The end products of reactions occurring when boiler water is chemically treated, remain in the boiler and increase the need for __________.",makeup feed,acid cleaning,boiler blow down,waterside corrosion treatment,C
