FUNCTION 3: MAINTENANCE AND REPAIR AT THE ENGINE  OPERATIONAL LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
574,The exposed portion of the outboard propeller shaft is protected against seawater corrosion by __________.,a heavy lubricant,"a covering of plastic, rubber, or shrunk-on composition sleeve",a corrosion-resistant paint,a layer of oxidation formed when the metal of the shaft is  exposed to seawater,B
575,"A ""P"" type trap and drain is used for sanitary system piping rather than an ""S"" type trap, whenever __________.",hot water drains are being removed,the 'gray' water drain system connection is located in the deck,the 'gray' water drain system connection is located in the adjacent bulkhead,the system operates under vacuum conditions,C
576,"A ""thirty pound"" steel plate would be __________.","3/8"" thick","1/2"" thick","3/4"" thick","1"" thick",C
577,"A 12"" X 8"" X 8"" simplex double-acting pump makes 100 strokes per minute.  If the slip is 6%, the discharge rate is __________.",62.54 gpm,81.81 gpm,163.63 gpm,245.44 gpm,C
578,A 'Blotter test' is a test performed on the lube oil of a diesel  engine which can determine ______.,the specific gravity of the oil,the flash point of the oil,a change in the oils viscosity,the TBN number of the oil,C
579,A boiler safety valve must be capable of ____________.,opening gradually above a designated pressure,remaining open until all pressure in the steam drum is relieved,remaining open until a preset pressure drop occurs,closing quickly after pressure drops,C
580,A broken intake valve on an operating air compressor is indicated by ____________.,excessive temperature in the aftercooler,short cycling of the compressor,air blowing out through the inlet air filter,excessive compression in that cylinder,C
581,A broken nozzle pintle in a fuel injection usually causes,Corrosion of the spray  nozzle,Clogging of the orifices,Distortion of the spray pattern,Erosion of the valves,C
582,"A centrifugal ballast pump has a capacity of 200 gpm.  If suction is taken on a ballast tank containing 200 long tons of seawater, how much water will be remain in the tank after discharging for one hour?",45.83 long tons,101.63 long tons,154.16 long tons,199.87 long tons,C
583,"A centrifugal pump vibrates excessively during operation. Upon disassembling the pump it is found that the impeller is out of balance.  Without an available spare, you should __________.",drill holes through the heavy side of the impeller until it balances,weld counterweights to the light side of the impeller,remove metal from the heavy side by machining in a lathe,acid wash and scrape the heavy side until it balances,C
584,A centrifuge should satisfactorily remove which of the listed substance from lube oil.,Fuel oil,Gasoline,Water,Diesel fuel,C
585,A characteristic of lubricating oil which causes additional centrifuging requirements for proper purification is __________.,high TBN value,low oil floc point,low oil demulsibility,low oil neutralization number,C
586,A chemical substance which has a low boiler temperature and used in a refrigerant uniot:,lube oil   ,silica gel,refrigerant,defroster,C
587,A CO2 fire extinguisher provided aboard a VESSEL has lost 10% of its charge.  It now must be __________.,used at the earliest opportunity,hydrotested,recharged,weighed again in one month,C
588,A depth of cut of 0.26 inch reduces the diameter on a work piece in a lathe by __________.,0.13 inch,0.26 inch,0.52 inch,0.63 inch,C
589,"A device incorporating a variable orifice placed in series  with a check valve in a hydraulic system, is used to __________.",allow free movement of hydraulic fluid in both directions,allow fluid flow in one direction only,allow throttled fluid flow in one direction only,restrict hydraulic fluid flow in both directions,C
590,A diesel engine fails to start. What should not be the  same cause?,Broken piston rings,A clogged intake filter,Water leaking into cylinder,Insufficient clearance of rocker arm,C
591,A fire pump used on a VESSEL requires 175 psi discharge pressure to maintain the required 50 psi pilot tube pressure at the two highest hydrants.  The maximum pressure setting  for this installation relief valve is __________.,125 psi,175 psi,200 psi,225 psi,C
592,"A flapper valve, also known as a beam valve, is frequently  used in refrigeration compressor discharge valves, and is designed to __________.",feed discharge pressure to the suction line,aid in hot gas defrosting,pass liquid slugs,equalize system pressure for compressor cycling,C
593,A flare back is caused by:,oil temperature is too high,oil viscosity is too low,relighting burner from not brick work,lagging of boiler are loose,C
594,A good quality oil used in main propulsion engine lubrication systems should be __________.,free from all chemical additives,quickly chemically oxidized,resistant to permanent emulsification,readily saponified with water,C
595,A grease drop point is __________.,how far a standard metal cone will penetrate into the sample in five seconds when dropped,how uniform and thick the spread of an ounce of grease is when dropped from a height of five feet,the temperature that a sample of grease begins to liquefy,the length of time a 50 gram sphere will be held in place from the underside of a surface coated with 25 millimeters  of the grease sample,C
596,A hydraulic system that transmit movement of the pilot house wheel to a steering engine.,Propeller,Quadrant,Telemotor,Vane pump,C
597,A lantern ring is __________.,the bottom ring in a set of piston rings,the oil slinger on a spring bearing,used to distribute seal water throughout the pump stuffing  box,the lifting ring on each running light,C
598,A leak in a heating coil in a fuel oil storage tank should  be detected quickly by __________.,an increase in fuel oil temperature,observing oil on the contaminated evaporator steam coils,the presence of fuel oil in the inspection tank,the sputtering of burners in the boilers,C
599,A lower pH value of boiler water indicates that the water is:,hard ,neutral,acidic,alkaline,C
600,"A manual process used to remove small irregularities by grinding the contact surfaces together of a valve, is called __________.",spotting-in,honing,lapping-in,refacing,C
601,A measurement of .625 is equal to,1/2 inch,9/16 inch,5/8 inch,3/4 inch,C
602,A new file should be broken in carefully by filing a piece  of __________.,monel stock using heavy pressure,brass stock using heavy pressure,bronze stock using light pressure,stainless steel stock using light pressure,C
603,A one ton air conditioning system has which of the listed operating characteristics?,"It forces 2,000 lbs. of refrigerant through the evaporator per day.","It forces 2,000 lbs. of air per hour across the evaporator coils.","It has the capacity to melt 2,000 lbs. of ice per day.","It has the capacity to melt 2,000 lbs. of ice per hour.",C
604,A plug tap is correctly used for __________.,starting threads in a hole,reversing the threads in a hole,the second cut when threading a blind hole,finishing the threads in a blind hole,C
605,A pneumercator is useful in measuring __________.,relative humidity,air pressure,liquid levels in tanks,fluid pneumercations,C
606,A pounding noise in a steam cylinder of a mooring winch could be caused by                     .,low winch load,leaky packing,too much bearing clearance,low steam pressure,C
607,A pressure drop in the liquid line of a refrigeration system may cause __________.,the solenoid valve to seize,the compressor to hunt,flash gas to form in the liquid line,the expansion valve to freeze open,C
608,A pressure reading of 00.0 psig is theoretically equal to __________.,30.0 inches of vacuum,300 millimeters of water,14.7 psia,00.0 psia,C
609,A properly adjusted thermostatic expansion valve will have  a constant valve opening under a condition of constant __________.,supply pressure,suction pressure,refrigerant superheat,compressor speed,C
610,"A reciprocating air compressor is running roughly and vibrating excessively, indicating that the __________.",compressor is overloaded,motor is overloaded,foundation bolts are loose,belts are too tight,C
611,"A Reed and Prince screwdriver should be used only on a Reed and Prince screw, and a Phillips screwdriver should only be used on a Phillips screw in order to avoid damaging the __________.
I.   tool
II.  screwhead",I only,II only,both I and II,neither I or II,C
612,"A reservoir, as used in hydraulic systems aboard ship, is used to store hydraulic oil.  Another function is to __________.",act as a shock absorber,maintain the stored oil under pressure,act as a base or foundation for the power unit,eliminate pressure surges in the system,C
613,A rubber gas reservoir  has a volume of 0.1 m3 at -14ºC. Its temperature is raised to 90ºC. What is it volume increase if the pressure remains the same?,1.023 m3,0.93 m 3,0.14 m3,0.20 m 3,C
614,A ship make 320 mi/day at 70 RPM with propeller pitch of 21ft. What is the propeller effeciency?,93.6,89.23,91.91,90.1,C
615,A shot of anchor chain has a length of __________.,6 fathoms,12 fathoms,15 fathoms,45 fathoms,C
616,A temperature reading of 72 degrees on the fahrenheit scale would correspond to what temperature on the centigrade scale?,18 degrees,20 degrees,22 degrees,24 degrees,C
617,A turbocharged and aftercooled diesel engine can overspeed  due to __________.,air in the hydraulic governor,high ambient air temperature,oil leaking into the turbocharger compressor end,insufficient piston ring blow-by,C
618,A unit measure used to express the choride content of boiler water is the,pH,Micro Ohm,PPM,salinometer,C
619,"A vertical shaft having a rudder attached to its lower end  and having a yoke, quadrant, or tiller fitted to its upper  portion by which it may be turned, is the __________.",rudder frame,rudder post,rudder stock,stern post,C
620,"A water line ruptures under pressure and floods the engine  room causing $(USA)30,000 damage to the machinery.  By law,  this must be reported to the __________.",engine manufacturer,owner or his agent,U.S. Coast Guard,insurance underwriter,C
621,A welding procedure used for joining dissimilar metals used in the construction of a VESSEL would be recorded in the __________.,welding plan,ASTM specifications,construction portfolio,Coast Guard file,C
622,Abnormally low lube oil service pump pressure may be the result of                            .,a defective cooler bypass valve,not defective cooler bypass valve,excessively high lube oil temperature ,fouled oil coolers,C
623,"According to U.S. Coast Guard Regulations (46 CFR), portable Halon fire extinguishers used on a VESSEL may be charged with __________.",HALON 1301 only,HALON 22 only,HALON 1211 only,HALON 1301 or 1211,C
624,"After a fire aboard a VESSEL, the Coast Guard must be notified if there is death, an injury resulting in more than 72% incapacitation, or property damage in excess of __________.","$(SA)15,000","$(SA)10,000","$(SA)25,000","$(SA)50,000",C
625,Air trapped in the hydraulic fluid of a steering system may be indicated by __________.,the steering pumps overspeeding,a jammed open relief valve,a constantly occurring improper rudder response,excessive ram pressure,C
626,All straight shanked twist drills must be mounted or held in a __________.,drill socket,tapered sleeve,drill chuck,morse sleeve,C
627,An additive used to improve the ability of a lube oil to reduce friction is known as a/an __________.,suppressant additive,dispersant additive,extreme pressure additive,PH alkaline additive,C
628,An air compressor is equipped with an intercooler and an after cooler to __________.,inject water vapor into the compressed air,prevent overheating of first stage valves,increase compressor efficiency and economy,reduce the compressed air charge density,C
629,An auxiliary diesel engine may fail to start due to __________.,low exhaust back pressure,high lube oil temperature,insufficient cranking speed,excessive fuel atomization,C
630,An excessively high brine level in a flash evaporator can be caused by __________.,excessive brine pump motor speed,an excessive brine blowdown rate,failure of the brine pump,excessive distillate pump speed,C
631,"At ambient temperature and atmospheric pressure, R-12 is a/an __________.",corrosive liquid,flammable gas,odorless gas,superheated liquid,C
632,Babbitt metal is used to make __________.,pump packing rings,shaft journals,bearing surfaces,nonsparking tools,C
633,Brass metal is an alloy composed mainly of __________.,tin and zinc,copper and tin,copper and zinc,silicon and lead,C
634,Broken valve strips in an operating low pressure air compressor will cause __________.,an immediate crankcase explosion,oil contamination in the compressed air,a decrease in compressor capacity,no immediate loss of the compressed air capacity,C
635,"CFC refrigerants exposed to high temperture or direct flame, will decompose and may produce __________.",methyl chloride,ammonia,hydrofluoric acid,ozone,C
636,Coast Guard Regulations (46 CFR) prohibit which of the following pipe fittings from being installed in fuel oil service discharge piping?,Pipe unions,Screwed bonnet valves,Street ells,Bolted flange joints,C
637,"Condensate is pumped from the condenser to the DC heater, not directly to the boiler, because;  I. of severe shock to the boiler  II. The condensate must be rid of noncondensable gases",I only,II only,both I and II,neither I nor II,C
638,Crack at the corner of welded plating inserts maybe prevented by:,Makng the corners perfectly square,Plug welding the corners in three places,Making the corners rounded,spot welding the corners in two places,C
639,Crankcase sweating in a refrigeration system is caused by __________.,a stuck solenoid valve,a shortage of refrigerant,too much oil in circulation,too much superheat,C
640,Damage stability of a VESSEL is the stability __________.,which exists when the wind speed is less than 50 knots,before collision,after flooding,at survival draft,C
641,Double - trunk pistons are used in some R-12 refrigerant compressors because they reduce refrigerant boil-off by __________________,increasing compressor volumetric efficiency,producing higher compression pressures,minimizing free contact between refrigerant and oil in the crankcase,eliminating the need for a shaft seal,C
642,"During counterflooding to correct a severe list or trim aggravated by an off center load, a VESSEL suddenly takes a list or trim to the opposite side.  You should __________.",continue counterflooding in the same direction,"continue counterflooding, but in the opposite direction",immediately stop counterflooding,deballast from the low side,C
643,Each fireman's outfit and its spare equipment on a VESSEL must be stowed __________.,in a locked cabinet in the machinery space,in an unlocked cabinet in the machinery space,in a separate and accessible location,at a fire hydrant location,C
644,Edges on objects not visible in the view shown are  represented in blueprints by __________.,a thick solid line,dashed line having alternating long and short dashes,dashed lines having approxiamately equal length dashes,Hidden edges are not represented because they are 'hidden'.,C
645,Excessive lube oil consumption in a reciprocating air compressor is an indication of __________.,leakage in the aftercooler,leakage in the intercooler,worn or broken piston rings,defects in the high pressure unloader,C
646,Ferrous metals are metals containing __________.,no iron,a large percentage of copper,a large percentage of iron,a large percentage of aluminum,C
647,Fluctuating pressures and temperatures in a low pressure fresh water evaporator will __________.,eliminate most of the scale formation in the first effect,increase the heat level in all effects,increase the probability of priming,automatically cold shock the evaporator,C
648,"For an effective and efficient maintenance system, what are the factors or basis to be considered by a management company in stabilishing their planned maintenance system to be sent and implemented by their respective vessels? I.thrust  II. Axial III. bla",I & III,II & III ,I & III,"I, II & III",C
649,"For the various sizes of tubing and wall thickness used in a hydraulic system, the inside diameter can be determined if  it is remembered that the inside diameter equals the outside diameter less __________.",the wall thickness,1.5 times the wall thickness,2 times the wall thickness,2.5 times the wall thickness,C
650,Fuel injection pump when installed with uneven bolt tightening could result in __________.,ignition delay,poor fuel injection into the cylinder,bending of pump moving parts,torsional shock fuel lines,C
651,"Generally speaking, when using a twist drill to bore a hole in metal, the harder the metal, the greater should be the drill's __________.",diameter,lip clearance,included point angle,cutting speed,C
652,Hand bends are accomplished with a ___________________.,Pan brake,Cornice,Mallet,Dolly,C
653,"Hardening of a metal is accomplished by heating to a little more than its critical temperature, ten allowing to cool________________.",by packing,by sealing in furnace,rapidly by quencing,in steel air,C
654,"Heat which brings about a change in the physical state of a substance without a change in temperature, is called __________.",specific heat,sensible heat,latent heat,ambient heat,C
655,Holding a metal at a constant temperature for a specified time is called______.,Tempering ,Heating,Soaking,Hardening,C
656,How is the nozzle in a nozzle reaction safety valve held in place?,Press fit,Lock nut,Machine threads,Spot weld,C
657,How many BTUs must be added to one pound  of water at 32°F to raise the temperature to 212°F?,16 BTU's,144 BTU's,180 BTU's,970 BTU's,C
658,"If a bolt or stud were to break off flush at the surface, which of the listed actions must be done to begin the process of its removal?",Tap the bolt with a starting punch extractor.,Heat the bolt with an oxyacetylene torch.,Drill a hole in the center of the broken stud.,Use a screw extractor only.,C
659,"If a higher than normal water level is observed through the inspection port of a flash evaporator, you should suspect __________.",a leak in the feedwater heater,improper vacuum,a malfunctioning brine pump,a clogged desuperheater water strainer,C
660,"If a refrigeration compressor were short cycling on the low pressure cutout switch, the probable cause for this might be the __________.",system was overcharged with refrigerant,high pressure switch was improperly adjusted,expansion valve strainers were fouled,suction valves were leaking slightly,C
661,"If a service compressor failed to unload, the ___________",compressor would dangerously overspeed,air receiver would be excessively low,circuit breaker would open on starting,compressor would pump lube oil,C
662,"If it becomes necessary to start an axial piston hydraulic motor under conditions where the hydraulic fluid is colder  than the lowest temperature recommended for proper  operation, you should operate the system at __________.",minimum speed until the normal operating pressure is reached,neutral stroke until all of the air has been vented,no load until the normal operating temperature is reached,maximum torque to attain rapid warm-up,C
663,"If only the chill box solenoid valve remains open, the refrigeration compressor will eventually be stopped by __________.",chill box thermostatic temperature switch,low water cutout switch,low pressure cutout switch,high pressure cutout switch,C
664,"If the foundation bolts of a reciprocating air compressor are loose, which of the conditions below will occur?",The drive belts will squeal,The unloaders will jam shut,The compressor will vibrate,The intercooler will leak,C
665,"If the main engine cannot be removed by air to astern drop ahead rotation after so many maneuvering  commands, the main reason of this trouble is?",Stuck up starting valve ,safety interlock on ,one piston at top center,low air starting pressure,C
666,"If the speed of a drill is too great, the drill will __________.",cut faster,cut slower,rapidly dull,not cut,C
667,"If the suction pressure at the refrigeration compressor is below normal, the cause can be __________.",refrigerant overcharge,overfeeding by the expansion valve,a restricted suction strainer,due to short cycling of the compressor,C
668,"If the thimble of a micrometer were turned through one complete revolution, the micrometer would open or close by a linear distance of __________.",.001 inch,.010 inch,.025 inch,.100 inch,C
669,"If you are taking a roughing cut on a steel work piece in a  lathe and see blue chips coming off that work piece, you should __________.",decrease the flow of lubricating oil to the tool,reduce the cutting tool height above center,reduce the tool feed or depth of cut,decrease the cross compound speed,C
670,"If you have a duplex double acting reciprocating pump making 100 strokes/minute, with a 6"" diameter cylinder, a 4"" stroke and operating with 90% volumetric efficiency, what is the capacity of this pump?",22 gpm,44 gpm,88 gpm,20 gpm,C
671,"If you have a duplex double acting reciprocating pump making 110 strokes/minute, with a 7"" diameter cylinder, a 13"" stroke and operating with 91% volumetric efficiency, what is the capacity of this pump?",217 gpm,403 gpm,434 gpm,108 gpm,C
672,"If you have a duplex double acting reciprocating pump making 160 strokes/minute, with a 4"" diameter cylinder, a 12"" stroke and operating with 94% volumetric efficiency, what is the capacity of this pump?",44 gpm,98 gpm,196 gpm,266 gpm,C
673,"If you have a duplex double acting reciprocating pump making 160 strokes/minute, with a 7"" diameter cylinder, a 13"" stroke and operating with 87% volumetric efficiency, what is the capacity of this pump?",301 gpm,560 gpm,603 gpm,151 gpm,C
674,"If you have a duplex double acting reciprocating pump making 170 strokes/minute, with a 5"" diameter cylinder, a 12"" stroke and operating with 85% volumetric efficiency, what is the capacity of this pump?",147 gpm,354 gpm,295 gpm,74 gpm,C
675,"If you have a duplex double acting reciprocating pump making 170 strokes/minute, with a 8"" diameter cylinder, a 8"" stroke and operating with 89% volumetric efficiency, what is the capacity of this pump?",263 gpm,363 gpm,527 gpm,132 gpm,C
676,"If you have a duplex double acting reciprocating pump making 200 strokes/minute, with a 5"" diameter cylinder, a 7"" stroke and operating with 77% volumetric efficiency, what is the capacity of this pump?",46 gpm,92 gpm,183 gpm,180 gpm,C
677,"If you have a duplex double acting reciprocating pump making 250 strokes/minute, with a 4"" diameter cylinder, a 7"" stroke and operating with 79% volumetric efficiency, what is the capacity of this pump?",75 gpm,132 gpm,150 gpm,38 gpm,C
678,"If you have a duplex single acting reciprocating pump making 100 strokes/minute, with a 7"" diameter cylinder, a 12"" stroke and operating with 90% volumetric efficiency, what is the capacity of this pump?",360 gpm,90 gpm,180 gpm,529 gpm,C
679,"If you have a duplex single acting reciprocating pump making 150 strokes/minute, with a 4"" diameter cylinder, a 6"" stroke and operating with 95% volumetric efficiency, what is the capacity of this pump?",23 gpm,34 gpm,47 gpm,93 gpm,C
680,"If you have a duplex single acting reciprocating pump making 150 strokes/minute, with a 7"" diameter cylinder, a 13"" stroke and operating with 95% volumetric efficiency, what is the capacity of this pump?",154 gpm,165 gpm,309 gpm,325 gpm,C
681,"If you have a duplex single acting reciprocating pump making 170 strokes/minute, with a 6"" diameter cylinder, a 5"" stroke and operating with 97% volumetric efficiency, what is the capacity of this pump?",84 gpm,50 gpm,101 gpm,202 gpm,C
682,"If you have a duplex single acting reciprocating pump making 180 strokes/minute, with a 6"" diameter cylinder, a 14"" stroke and operating with 87% volumetric efficiency, what is the capacity of this pump?",626 gpm,134 gpm,268 gpm,537 gpm,C
683,"If you have a simplex single acting reciprocating pump making 120 strokes/minute, with a 5"" diameter cylinder, a 6"" stroke and operating with 89% volumetric efficiency, what is the capacity of this pump?",109 gpm,54 gpm,27 gpm,65 gpm,C
684,"If you have a simplex single acting reciprocating pump making 130 strokes/minute, with a 6"" diameter cylinder, a 7"" stroke and operating with 96% volumetric efficiency, what is the capacity of this pump?",207 gpm,104 gpm,53 gpm,21 gpm,C
685,"If you have a simplex single acting reciprocating pump making 140 strokes/minute, with a 4"" diameter cylinder, a 5"" stroke and operating with 94% volumetric efficiency, what is the capacity of this pump?",36 gpm,45 gpm,18 gpm,72 gpm,C
686,"If you have a simplex single acting reciprocating pump making 180 strokes/minute, with a 6"" diameter cylinder, a 10"" stroke and operating with 85% volumetric efficiency, what is the capacity of this pump?",375 gpm,187 gpm,94 gpm,312 gpm,C
687,"If you have a simplex single acting reciprocating pump making 250 strokes/minute, with a 4"" diameter cylinder, a 6"" stroke and operating with 92% volumetric efficiency, what is the capacity of this pump?",114 gpm,57 gpm,38 gpm,86 gpm,C
688,"In a large, low-speed diesel engine the clearance between the piston crown and cylinder head is found to be excessive.  In order to correct for this, you should __________.",build up the piston crown by metal spraying,build up the cylinder head by metal spraying,insert shims between the crankpin bearing box and the connecting rod foot,install a thinner head gasket,C
689,"In a multi-stage flash evaporator, the second-stage feedwater temperature and shell pressure are;",independent of the rate of feed and brine density,"the same as the, first-stage feedwater temperature and shell pressure","higher than the, first-stage feedwater temperature and shell pressure","lower than the, first-stage and feedwater temperature and shell pressure",C
690,"In a refrigeration system, if the cooling water to the condenser fails, the __________.",box temperature solenoid valve will close,expansion valve will close due to high superheat,compressor will shutdown on the high discharge pressure cutout switch,king valve will open,C
691,"In a tubular bowl-type centrifugal lube oil purifier, any solids separated from the oil are:",discharged with the water,removed through the waste drain,retained in the bowl,solidified on the upper cover,C
692,"In accordance with the Coast Guard Regulations (46 CFR), which of the following situations requires an official logbook entry and is considered the responsibility of the chief engineer?",Ensuring that the emergency lighting and power systems are  operated and inspected at least once in each week the vessel is navigated.,"Seeing that all lifeboat winch control apparatus including  motor controllers, limit switches, etc. are examined at least once in each 3 months.","Obtaining a sample of all fuel oil received on board to be  used as fuel along with ascertaining all particulars such as vendor, producer, flash point, etc.",All of the above.,C
693,"In an oxy-acetylene welding outfit, each cylinder has a regulator and two pressure gages.  One pressure gage indicates cylinder pressure and the other gage is used to indicate __________.",tip pressure,upstream pressure,hose pressure,arc pressure,C
694,"In merchant ship construction, the term 'scantlings' refers to the __________.",factor of safety involved with the hog and sag characteristics of the hull,hull girder strength in terms of the standard model,"designed size of the beams, stiffeners, and shell plating",ICE strength classification of the hull,C
695,In order to have an efficient operation of a boiler what factors should be taken into consideration?,Warming up of boiler quickly,By-pass air heaters.,Proper water conditioning,Good blending of oil,C
696,"In petrol engine, when explosive mixture of petrol and air is compressed, there is danger of the mixture firing spontaneously due to heat of compression and before electric spark occurs. To prevent this occurrence _______.",The spark plugs must be renewed,The air and fuel ratio must be equal,The ratio of compression must be limited,Use better quality of petrol,C
697,"In the event of a power failure to the salinity panel on a flash-type evaporator, the three-way solenoid valve will _______________",be frozen in its last position,direct distillate to the freshwater tank  ,dumb distillate to the bilge,dumb distillate to the make-up feed tank,C
698,"In the operation of an auxiliary boiler onboard, there was a problem where the feed pump can hardly fill up the need of the drum coming from the cascade tank. The most probable cause of this problem is due to ___.",Leaky feed pump suction valve,Too low temperature cascade water ,Too high temperature cascade water ,Too high boiler steam pressure,C
699,"Increased internal leakage, in addition to poor hydraulic system response and inadequate lubrication is a result of",Excessive worm actuator piston packing,Pump bearing in poor condition,Low hydraulic oil viscosity,Broken direction control valve,C
700,Internal pipe threads are cut with __________.,dies,reamers,taps,tap drills,C
701,It is a form of energy which crosses the boundary of a system during a change of state produced by a difference of temperature between the system and its surroundings.,Kinetic energy,Potential energy,Heat,first law of thermodynamics,C
702,"It is an action of fluid films of oil between two surfaces, one or both which are in motions based on                            .",properties of lube oil,classes of l.o.,langmuir theory,cohesion theory,C
703,It is necessary to 'chalk' a file when the metal you are filing is __________.,mild steel,stainless steel,aluminum,monel,C
704,It is the angle whose length of arc is equal to the radius.,radius,diameter,radian,circumference,C
705,"Locations on a VESSEL, where flammable hydrocarbon gas or vapors may accumulate due to drilling operations, are defined as __________.",gaseous locations,hazardous locations,classified locations,designated locations,C
706,Oil in the contaminated drain inspection tank results from  __________.,a defective relief valve on the fuel oil heater,improper drainage of the fuel oil heater coils,a leaking heating coil in a fuel oil settling tank,operating the fuel oil heater at excessive temperatures,C
707,"On a large low-speed main propulsion diesel engine, lower main bearing wear is usually measured by using a/an __________.",dial indicator,outside caliper,bridge gage,tram rod,C
708,"On a VESSEL, size I and II fire extinguishers are considered  ____________,",fixed systems,steam generated,hand portable units,semi-portable units,C
709,"Onboard modern vessels, reciprocating pumps are commonly used in?",fresh water cooling system ,fuel transfer system ,bilge system ,fuel system,C
710,One of the most important properties of fuel for use in a high-speed engine:,Ignation quality,Carbon content,Redwood base,Hydrogen accumulation,C
711,"Ordinary steel begins to lose strength, and elasticity significantly at about ___˚F",900 - 1000 ˚F,800 - 900 ˚F,750 - 850 ˚F,600 - 700 ˚F,C
712,Piping cross-sections over 12 inches in diameter are sized  by the __________.,inside diameter,wall thickness,outside diameter,threaded diameter,C
713,Piping is sized by its nominal __________.,inside diameter regardless of other parameters,outside diameter regardless of other parameters,"inside diameter from 1/8 inch to 12 inches, and over 12 inches by its outside diameter","inside diameter from 1/8 inch to 24 inches, and over 24 inches by its outside diameter",C
714,"Prior to making repairs on an evaporator located in a large, multi-box refrigeration system, you should remove the refrigerant by __________.",pumping it from the system to a clean empty drum,draining the system through the purge valve connection,pumping all refrigerant to the receiver,exhausting it to the atmosphere,C
715,"Prior to the burning or welding of a fuel tank on a VESSEL, regulations require that an inspection be made.  An entry in the unofficial logbook is required if this inspection is made by __________.",a marine chemist,"the Officer in Charge, Marine Inspection",the Master or person in charge of the VESSEL,the National Fire Protection Association,C
716,Protective devices on a boiler should be tested:,Annually ,When necessary,Quarterly,Daily,C
717,Prussian Blue is commonly used __________.,for cooling water treatment,for boiler water treatment,when inspecting valve seat contact,as a lube oil additive,C
718,Purging is the process used to __________.,eliminate moisture from the refrigeration system,separate refrigerant from oil,remove noncondensable gases from the refrigeration system,decrease the total amount of refrigerant in the system,C
719,"Rather than design an infinite variety of valve sizes for use as thermostatic expansion valves, some manufacturers use __________.",an adjusting cap to meet the various size differences,a flexible diaphragm,internal restrictors of different sizes,a feeler bulb with an adjustable pressure line,C
720,Reduction gear bearing bridge gage readings should be taken after __________.,rotating the journal to the point of minimum oil clearance,all bearing caps and all bearing halves are removed,rotating the bearing shell so that the point of maximum bearing wear is directly at the bottom,All of the above are correct.,C
721,"Regarding VESSEL construction, bulkheads in the quarters are  generally __________.",structural,watertight,non-structural,continuous,C
722,"Rudder motion is prevented from exceeding the movement of the steering wheel by the
                           .",return springs,six-way valve,follow-up gear,differential gear,C
723,Sawing faster than a rate of 40 to 50 strokes per minute while using a hand held hacksaw will generally __________.,sharpen the blade,cause the blade to cut faster,dull the blade,not change how the blade cuts,C
724,Seals on seat of a leaky safety valve maybe remedied by:,Lining-up and properly supporting the escape pipes,Grinding or machining,Blown free by opening the valve with hand-relieving gear,accumulation test,C
725,Ships found discharging water containing more than ____________ mg/liter of oil can be heavily fined.,62,58,100,86,C
726,Sludge may be formed in the oil in the crankcase of a reciprocating air conditioning compressor as a result of __________.,refrigerant bubbles in the lube oil,refrigerant reducing the lube oil viscosity,oxidation of the lube oil from overheating,reducing the floc or cloud point of the oil,C
727,"Solid contaminants are prevented from entering the main lube oil system by way of the main engine sump,  through the use of __________.",fine mesh screening placed around the pump suction line in  the sump,baffles installed without limber or lightening holes to trap the particles,a suction inlet located approximately 10 inches (254 mm) above the sump bottom,a 10 inch (254 mm) dome installed just below the suction inlet and provided with a pipe-opening within one inch of the dome,C
728,Stanchions prevent the entire deck load on a VESSEL from being carried by the __________.,bulkheads,stringers,frames and beam brackets,deck longitudinals,C
729,Stress is proportional to strain is referred to as ______.,Young's Law,Rupture Law,Hooke's Law,Vicker's Law,C
730,Taps and dies used for threading pipe are __________.,not hardened,not fluted,tapered,straight,C
731,"The aft, starboard bilge-well can not be pumped out, and back flushing has not been successful.  The next practical  solution will be to carry out which of the following actions?",List the ship to port in order to pump out the bilges for the remainder of the voyage.,Place 20 gals. (75.7 L) of fuel oil tank-wash into the affected bilge well for one hour to dissolve the stoppage.,"Take all necessary steps to properly and safely pump out the affected bilge well, then manually 'muck' it out.",Change over and use one of the two remaining bilge pumps to dewater the starboard bilge well.,C
732,The amount of HCFC-123 in a storage cylinder is measured by __________.,saturation pressure,volume,weight,saturation temperture,C
733,The amount of wear on a split precision main bearing can be accurately determined by comparing the data from a previous reading to the present readings taken with a __________.,dial indicating outside caliper,telescoping gauge,ball anvil outside micrometer,screw thread outside micrometer,C
734,The best indication that a bearing is being properly lubricated is by the __________.,oil pressure at the lube oil pump discharge,lube oil strainer condition during cleaning and inspection,oil temperature indicated by the bearing thermometer,oil temperature leaving the lube oil cooler,C
735,The best method of fixing a winch motor bearing of the sealed type that is running hot is to __________.,add grease through the zerk fitting,allow the winch to run at slower speeds only,replace the bearing with a new one,apply a light oil to the bearing housing,C
736,The Brayton Cycle is one where the combustion event occurs at __________.,constant temperature,increasing pressure,constant pressure,All of the above,C
737,The capacity of the rotary pump will decrease with an increase in the pump ___________.,suction pressure,operating speed ,rotor clearances,discharge volume,C
738,The center head of a combination square set is used to __________________.,Check degrees of angle,Find right angle,Locate the center on round stock,Check the angle of thread cutting tools,C
739,The charging of a refrigerating system should be carried out by adding __________.,refrigerant vapor to the receiver only,liquid refrigerant to the low side only,liquid refrigerant to the high side only,liquid refrigerant to the high or low side,C
