FUNCTION 4: CONTROLLING THE OPERATION OF THE SHIP AND CARE FOR PERSONS ON BOARD AT THE ENGINE  OPERATIONAL LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
654,Sufficient portable drive heads for a crude oil washing system must be provided in order to avoid one head being used during the tank washing procedure more than:,2 times,3 times,4 times,5 times,B
655,The beam of a vessel refers to the:,molded depth of the vessel,width of the vessel,depth between decks,internal cubic capacity,B
656,The best way to combat an engine room bilge fire is through the use of a ________________.,dry chemical extinguisher and solid stream water,foam extinguisher and low velocity water fog,foam extinguisher and solid stream water,foam and soda acid extinguishers,B
657,"The C/P stipulates a Weather Working Day (WWD) of two 8-hour shifts.  If bad weather had interrupted work for four (4) continuous hours during the normal working period of the day, how many hours will count as interrupted laytime?",12 hours,6 hours,18 hours,24 hours,B
658,The capacity of any liferaft on board a vessel can be determined by __________.,referring to the shipping articles,examining the plate on the outside of the raft container,examining the Certificate of Inspection,"referring to the Muster List (""Station Bill"")",B
659,"The carbon dioxide cylinders of a fixed fire extinguisher system may be located inside the protected space, if the quantity of CO2 required to protect that space is not more than:",1 long ton,300 pounds,900 pounds,"1,500 pounds",B
660,"The compliments of a vessel decided by the Maritime Office of Ship’s administration where the vessel is registered will be stated in which document?
",Documents of compliance,Manning Certificate,Ship’s Official Logbook,Certificate of Documentation,B
661,The firefighting agents that produces a buoyant blanket to separate the burning vapors from air is ________,CO2,low-expansion foam,water fog,treat for shock,B
662,"The function of the small gas accumulator cylinder, attached to the discharge piping of the engine room fixed CO2 system is it:",absorbs the pressure shock to the piping resulting from the initial release of carbon dioxide,delays the release of carbon dioxide into the engine room,controls the rate of discharge of carbon dioxide into the engine room,assume that the shift is due to off center loading,B
663,The grab rail of a metal lifeboat is normally located __________.,along each side of the keel,along the turn of the bilge,near the top of the gunwale,at the bow and at the stern,B
664,The ISM Code for safety management is one of the tools for implementing a risk-based approach. The management system therefore should _____________.,establish procedures for abandon ship,establish safeguards against all identified risks,establish procedures for oil spill drills,establish procedures for incident investigation,B
665,The lowest temperature  at which a liquid gives off sufficient vapor to form a flammable to mixture over its surface is termed as:,flammable limit,flash point,saturation point,auto-ignition point,B
666,The MAJOR disadvantage in the use of a dry chemical fire extinguisher on an electrical fire is that the _________.,powder conducts electricity back to the fire fighter,the dry chemical leaves a powder residue which may render electrical equipment inoperative,extinguisher will need to be recharged,CO2 will not dissipate in air,B
667,The most effective first aid treatment for chemical burns is to immediately:,apply ointment to burned area,flood the affected area with water,wrap the burn with sterile dressing,apply an ice pack to the burned area,B
668,The most excellent beverage for a person suffering from shock is the:,medicinal brandy,hot coffee ,warm water,cold water ,B
669,The most frequent incidents of tanker pollution during tanker operations is:,due to collisions,loading and discharging,oil spill,human error,B
670,The necessity for administering artificial respiration may be recognized by the victim’s:,vomiting,blue color and lack of breathing,irregular breathing,unconscious condition,B
671,The number 2 lifeboat on a tanker would be __________.,abaft no.1 lifeboat port side,forward most on the port side,abaft no.1 lifeboat starboard side,forward most on the starboard side,B
672,The Oil Record Book must be maintained on board the vessel for:,an annual inspection,not less than 3 years after the last entry,5 years,4 years,B
673,The organization that certifies the safe working load of cargo cranes on a vessel is the:,U.S.D.A.,classification society,National Cargo Bureau,U.S. Coast Guard,B
674,The outward curvature of the ship's hull above the waterline is called:,stem,flare,camber,deadrise,B
675,The painter of an inflatable liferaft should be __________.,stowed near the raft,secured to a permanent object on deck,faked out next to the case,free running on the deck,B
676,The performance of individuals can be affected by conforming to the behavioral patterns of _______________.,the Master,a Group,the Chief mate,the Chief Engineer,B
677,The proper action or procedure to be done by a first aider to an accident victim before an artificial respiration is to be conducted:,kneel at the side of patient and other hand over tip of breastbone,kneel at the side of patient and place hand heel on lower sternum half,place hand heel on lower sternum half and other hand over tip of breastbone,place hand heel on the upper sternum and kneel side of patient,B
678,The purpose of air tanks in a lifeboat is to __________.,add strength to the boat,keep the boat afloat if flooded,make the boat float higher,provide a stowage place for provisions,B
679,"The regulations require that inspected vessels on an international voyage, other than small passenger vessels, must carry which of the following distress signals on or near the navigating bridge:",12 hand combination flares and orange smoke signals,12 rocket parachute flares,12 hand red flares,"6 hand red flares, and 6 hand orange smoke signals",B
680,The reserve buoyancy of a vessel varies directly with changes in the vessel’s: ,free surface,freeboard,rolling period,none of the above,B
681,The Safety of Life at Sea Convention was developed by the __________. ,American Bureau of Shipping,International Maritime Organization,American Institute of Maritime Shipping,U.S. Coast Guard,B
682,The size of the fire hydrant hose connections must be either 1.5 inches or:,1 inch,2.5 inches,3 inches,3.5 inches,B
683,The type of head injury in which the skull has received a heavy blow and characterized by momentary  loss of consciousness is called:,avulsion,concussion of the brain,paralysis,sleepiness,B
684,"To determine that a compartment contains sufficient oxygen to sustain life, you should use a/an:",explosimeter,oxygen indicator,fresh air indicator,all of the choices,B
685,"To use a portable CO2 fire extinguisher, you must FIRST ______.",turn the tank upside down,pull the locking pin,open the valve on the side of the tank, shake thoroughly,B
686,UNCLOS required that all flag states take account or give effect to;or implement the relevant rules and standards developed by the:,Marintime Inquiry,International Maritime Organization (IMO),International Shipping Company,Baltic International Maritime Corporation (BIMCO),B
687,"Under MARINA Regulation 65 for Philippine Inter-island vessels, how many toilets and bathrooms are required?",1 per 75 Passengers separate from men and women/children,1 per 50 Passengers separate from men and women/children,1 per 25 Passengers separate from men and women/children,1 per 15 Passengers separate from men and women/children,B
688,"Under the regulations for cargo vessels, which statement is TRUE concerning fireman's outfits? ","If a vessel carries two outfits, they may be stored in the same location.",Each fireman's outfit shall contain a flame safety lamp of an approved type.,Each fireman's outfit shall contain a fresh-air breathing apparatus.,All of the choices,B
689,"Under which fire are flammable liquids, gases, grease and other similar products are classed:",Class A,Class B,Class C,Class D,B
690,What causes the most frequent incidents of pollution during tanker operations?,groundings,loading and discharging,routine discharge of oil during ballasting and tank crude oil washing,collisions,B
691,What charging process produces where battery charging rooms should be well ventilated:,Corrosive gases.,Explosive gases.,Highly poisonous gas.,Highly combustible oxygen.,B
692,"What form the foundation for the decks, they are situated athwartship from side to side of the vessel?",Garboard strake,Deck beams,Deck beam brackets,Girders,B
693,What is a document issued to a Company which complies with the requirements of the ISM Code?,Safety Management Certificate,Document of Compliance,Certificate of Documentation,Certificate of Competence,B
694,"What is done to ensure that QMS is suitable, adequate and effective?",Internal communication,Management review, Provision of resources,Quality policy,B
695,What is the immediate actions to be done if a tourniquet was applied as first aid to an open wound severely bleeding on the high seas?,Proceed nearest port,Seek medical advise,Ask for a helicopter,Inform ships nearby,B
696,What is the lowest temperature at which the vapor formed from a liquid ignites and continues to burn steadily in the presence of an ignition source?,Flash point,Fire point,Upper explosive limit,Cooling,B
697,What is the most common type of containment device(s) for spilled oil on water?,Straw,Booms,Shovel,Rags,B
698,What is the most ideal time interval in conducting fire and boat drill on every vessel?,Bi-monthly, Weekly,Bi-weekly,Monthly,B
699,What safety precautions must you take when maneuvering on a towing hook? ,Lash the hook closed so it does not open accidentally.,Clear the afterdeck and fantail of personnel.,The towing winch engine must be running.,The engines must be operated on the slow bell.,B
700,What shall be conducted during a fire and boat drill?,All lifeboat equipment shall be examined.,All watertight doors in the vicinity of the drill shall be operated.,Fire pumps shall be started and all exterior outlets opened.,all of the choices,B
701,What term is listed on a Material Safety Data Sheet (MSDS) to describe a chemical that can produce life-threatening or seriously disabling health hazards? ,Recommended toxicity,High toxicity,Low toxicity,Moderate toxicity,B
702,What type of shackle is used for most towing connections? ,Heart shaped shackles,Safety shackles,Round pin anchor shackles,Screw pin shackles,B
703,What would you consult to determine the number of persons required on duty while loading a cargo of leaded gasoline on your tanker?,46 CFR Part 15 (Manning),Oil Transfer Procedures Manual,Certificate of Inspection,IOPP Certificate,B
704,"When a rescuer discovers a burn victim in the vicinity of electrical equipment or wiring, his first step is to:",remove the person from the vicinity of the electrical equipment or wiring  ,shutdown electrical power in the area,flush water over any burned area of the victim,apply ointment to the burned area of the victim,B
705,"When a rescuer discovers a burn victim in the vicinity of electrical equipment or wiring, his first step is to:",remove the person from the vicinity of the electrical equipment or wiring  ,shutdown electrical power in the area,flush water over any burned area of the victim,apply ointment to the burned area of the victim,B
706,"When administering artificial respiration, it is of the utmost importance to:",use the mouth-to- mouth method,clear airways,use rhythmic pressure method,know all approved methods,B
707,"When artificial respiration is being given to an adult that shows indications of having a pulse, it should be administered:",4 to 6 times per minute,12 to 15 times per minute,20 to 30 times per minute,at least 30 times per minute,B
708,"When at sea in an inflatable liferaft, the greatest danger in cold temperatures is:",asphyxiation due to keeping the canopy closed,hypothermia caused by the cold temperature,collapsing of the raft due to the cold temperature,starvation,B
709,"When chipping rust on a vessel, the MOST important piece of safety gear is __________. ",gloves,goggles,a hard hat,a long sleeve shirt,B
710,"When launching a lifeboat, frapping lines should be rigged __________.",before the boat is moved from the davits,at the embarkation deck,after the boat is in the water,before the gripes are released,B
711,"When looking for IMO regulations on vessel watertight integrity, the information will be found in which of the following documents? ",ISM manuals,SOLAS,CFRs,MARPOL,B
712,"When pilot cylinder pressure is used as a means to release the CO2 from a fixed fire extinguishing system consisting of four storage cylinders, the number of pilot cylinders shall be at least:",1,2,3,4,B
713,"When the height of the metacenter is the same as the height of the center of gravity, the upright equilibrium position is:",stable,neutral,positive,negative,B
714,When lifeboat winches with grooved drums are fitted on a vessel the lead sheaves to the drums shall be located to provide fleet angles of not more than __________.,4 degrees,8 degrees,12 degrees,16 degrees,B
715,"Where can we find the fire alarm signal onboard a Philippine flag merchant vessel that is a continuous blast of the whistle for a period of not less than 10 seconds, supplemented by the continuous ringing of the general alarm bell for not less than 10 seconds?",Certificate of Inspection,Station bill,SOLAS Safety Construction Certificate,National and local coordination,B
716,Which among the theory proves that the weight of a floating vessel is equal to the weight of the displaced water?,Newton's theory,Archimedes principle,Law of gravity,Law of water level,B
717,Which item is of the most use in getting a lifeboat away from a moving ship?,Fleming Gear,Sea painter,The falls,Boat hook,B
718,Which method of oil clean up is NOT usually allowed?,Using skimmers  ,Using sinking agents                                 ,Use of saw dusts,Use of non sparking materials such as plastic shovels,B
719,Which of the following is NOT part of the procedures to be employed in implementing the ship security plan?,Security alerting, Awareness of surroundings,Ship evacuation,Reporting incident,B
720,"""Dry Powder"" fire extinguishers, which contain a mixture of graphite and sodium chloride as the extinguishing agent, are generally used to fight which type of fire?",Class B,Class C,Class D,all of the above,C
721,"""Line Displacement"" is a procedure that is followed at an oil terminal facility, when there is a change of __________.",cargo lines at the terminal before loading,product before the start of loading,product during the final phase of loading,product after the final discharge,C
722,A burning AC motor would be considered what class of fire?,"Class ""A""","Class ""B""","Class ""C""","Class ""D""",C
723,"A category of health hazard, as listed on a Material Safety Data Sheet (MSDS) which includes teratogens and mutagens, is called a __________.",pyrophoric hazard,reactive hazard,reproductive hazard,contamination hazard,C
724,"A chemical material, as listed on a Material Safety Data Sheet (MSDS) that supplies oxygen required to start or support fire is called a/an __________.",irritant,polymerization hazard,oxidizer,toxin,C
725,A chemical that causes a substantial proportion of exposed  people or animals to develop an allergic reaction in normal tissue after repeated exposure is listed on a Material Safety Data Sheet (MSDS) as a __________.,skin contact hazard,physical hazard,sensitizer,skin absorption hazard,C
726,A CO2 extinguisher which has lost 10% of its charge must be:,used at the earliest opportunity,hydro tested,Recharged,weighed again in one month,C
727,A Coast Guard engineer's license can be suspended or revoked for __________.,failure to attend safety meetings,having your wages garnished,being responsible for an oil spill ashore,conviction of any misdemeanor ashore,C
728,"A continuous blast of the ship's whistle for a period of not less than 10 seconds, supplemented by a continuous sounding of the general alarm for a period of not less than 10 seconds, is the __________.",boat stations signal,secure from boat stations signal,fire alarm signal,lower lifeboats signal,C
729,"A continuous sounding of the vessel's whistle, supplemented by a continuous ringing of the general alarm bells for a period of not less than 10 seconds, is the signal for __________.",man overboard,boat stations,fire stations,secure from all drills,C
730,A covered liferaft has very limited maneuverability. Which of the following is True concerning the beaching of a liferaft in a rough surf?,Release the tripping line of the sea anchor and make as much way as possible,Have the crew standing at the entrances with lifejackets donned to aid in disembarkation,Avoid beaching a liferaft through a rough surf unless it is an extreme emergency,"Retrieve the sea anchor, close the canopy curtains and drift ashore with the tide",C
731,A Crude Oil Washing (COW) system is,Water operated butterworth system,Mechanism which filters and purities crude oil,Butterworth system using crude oil instead of water as the cleaning medium,none of the above,C
732,A definite advantage of using water as a fire extinguishing agent is its characteristic of:,alternate expansion and contraction as water in a liquid state becomes a vapor,absorption of smoke and gases as water is converted from a liquid to a vapor,rapid expansion as water absorbs heat and changes to steam,rapid contraction as water is converted from a liquid to a vapor,C
733,"A device for preventing sparks or flames from entering a tank, while permitting the free passage of gases is called a  __________.",gas absorption detector,pressure-vacuum relief valve,flame screen,sacrificial anode,C
734,"A disk with a horizontal line through its center, equivalent to the summer load line, is called the __________.",maximum allowable draft mark,deadrise mark,Plimsoll mark,tonnage mark,C
735,A dislocation:,Occurs only in the joints of the fingers.,Is not usually painful,Occurs when a bone is forced out of or twisted in its joint,Usually involves the spine,C
736,A feature of an inflatable raft which helps keep people stationary in rough weather is __________.,lashings on the floor of the raft for the passenger's feet,straps from the overhead,lifelines on the inside of the raft,ridges in the floor of the raft,C
737,A fire discovered in an operating laundry room dryer is considered to be which of the listed classes of fire?,Class A,Class B,Class C,Class D,C
738,A fire hose with a nozzle attached must be connected to each hydrant except when exposed to heavy weather or when the:,fire-main system is not charged,vessel is in port,fire hose might be damaged by cargo operations,fire pumps are used for purposes other than supplying water to the fire main,C
739,A fire in a transformer terminal would be classified as class:,“A” fire,“B” fire,“C” fire,“D” fire,C
740,A fire in an electrical generator is considered to be __________.,"Class ""A""","Class ""B""","Class ""C""","Class ""D""",C
741,A fire in the radio transmitter would be of what class?,A,B,C,D,C
742,A fire pump may be used for other purposes if:,no relief valves are installed,the other services are run off a reducing station with a pressure gage,one of the required pumps is kept available for use on the fire main system at all times,all of the above conditions are met,C
743,A fire starting by spontaneous combustion can be expected in which condition?,"Paints, varnish, or other liquid flammables are stowed in a dry stores locker.",Inert cargoes such as pig iron are loaded in a wet condition.,Oily rags are stowed in a metal pail.,Clean mattresses are stored in contact with an electric light bulb.,C
744,A fire starts in a switchboard due to a short circuit. This is which class of fire?,A,B,C,D,C
745,"A fire, occurring in the windings, of an overloaded electrical motor, is considered a __________.","class ""A"" fire","class ""B"" fire","class ""C"" fire","class ""D"" fire",C
746,A fixed CO2 system on a vessel with a capacity of over 300 lbs (136 kilograms) CO2 which protects spaces other than tanks must have:,two or more releasing stations,automatic release in event of a fire,an audible alarm and time delay,an audible and visible alarm,C
747,A foam-type portable fire extinguisher would be most useful in combating a fire in:,a piece of electrical equipment,solid materials such as wood or bales of fiber,flammable liquids,combustible metallic solids,C
748,A fuel tank is considered to be gas free when the tank is:,free of most flammable gas concentrations,thoroughly ventilated for at least 24 hours,free of all dangerous concentrations of flammable or toxic gases,inerted with carbon dioxide for 24 hours,C
749,"A kind of motivation where some people may enter the world of seafaring to make a lot of money, to have fun and adventures and to escape problems at home:",good motivation,personal motivation,shallow motivation,higher motivation,C
750,A large GM will result in the vessel being:,Subjected to a long roll,Good with transverse stability,Stiff,Tender,C
751,A large oil fire on the weather deck of a ship can be effectively fought using __________.,dry chemical,soda acid,foam,high velocity fog,C
752,A life raft with a capacity of 8 people in ocean service is required by regulation to carry __________.,8 liters of fresh water,12 units of provisions,12 liters of fresh water,24 units of provisions,C
753,A liferaft with a capacity of 8 people in ocean service is required by regulation to carry __________.,8 liters of fresh water,12 units of provisions,12 liters of fresh water,24 units of provisions,C
754,"A liquid, as listed on a Material safety Data Sheet (MSDS), having a flash point below 100°F (37.78°C) is called a/an:",explosive liquid,combustible liquid,flammable liquid,viscous liquid,C
755,A low velocity fog applicator is held in an all-purpose nozzle by a bayonet joint. The applicator is prevented from rotating in the joint by:,water pressure,a keeper screw,a spring-loaded catch,a locknut,C
756,"A Master may find it difficult to provide the necessary care for a gravely ill or injured crew on board. These are measures to be taken for the protection of the crew, EXCEPT:  I. Inject adrenaline immediately  II. to request instructions on the proper treatment",I and II are correct,II only                  ,I only                       ,Neither I nor II,C
757,A mechanical davit is designed to automatically:,set the brake on the winch,position the boat at the embarkation station,lift the boat off the inboard chocks,energize the winch for the falls,C
758,A merchant ship with a crew of over 20 is required by shipping regulation to have on board one of  the following?,Neil Robertson Stretcher,Potable water,Emergency medical outfit,Food provision,C
759,A noxious liquid substance which is not a solidifying substance is:,solidifying substance,liquefying substance,non-solidifying substance,flammable substance,C
760,A person reports to you with a fishhook in his thumb. To remove it you should:,pull it out with pliers,cut the skin from around the hook,"push the barb through, cut it off, then remove the hook",have a surgeon remove it,C
761,A person suffering from possible broken bones and internal injuries should:,be assisted in walking around,be examined then walked to a bunk,not be moved but made comfortable until medical assistance arrives,not be allowed to lie down where injured but moved to a chair or bunk,C
762,A rigid lifesaving device designed to support survivors in the water is a:,inflatable liferaft,rigid liferaft,life float,survival capsule,C
763,A role behavior of a leader  which refers to a person’s knowledge of proficiency in any type of  process of technique is called:,human skill,conceptual skill,technical skill,organizing skill,C
764,A safety outlet is provided on the CO2 discharge piping to prevent:,over pressurization of the space being flooded,rupture of cylinder due to temperature increase,over pressurization of the CO2 discharge piping,flooding of a space where personnel are present,C
765,"A seaman has a small, gaping laceration of the arm that is not bleeding excessively.  What can be done as an alternative to suturing to close the wound?",Wrap a tight bandage around the wound.,Use temporary stitches of sail twine.,"Apply butterfly strips, then a sterile dressing.",Apply a compression bandage.,C
766,A seaman you have just discharged has a Continuous Discharge Book.  Which statement is TRUE?,An entry should be made in the book and a Certificate of Discharge issued to the seaman.,"If the vessel was on coastwise articles, the record of discharge will be made in the Official Logbook.",The record of entry in the continuous discharge book shall agree with the entry made in the Ship's Articles.,A Certificate of Discharge form should be attached to the book.,C
767,"A self-propelled ship of 400 gross tons, constructed in January 1974, may carry fuel oil in tanks forward of the collision bulkhead, if such tanks were __________.","designated for fuel oil carriage after Jan 31, 1975","installed for fuel oil carriage on August 1, 1974","designated, installed, or constructed for fuel oil carriage before July 1, 1974",designed for cargo oil using specifications from 1976 Pollution Prevention Regulations,C
768,"A ship documents prepared by the master containing the names, nationality, birthplace or passport number and the description of the persons who composes the ships complement;",Shipping articles,Passengers manifest,Crew list,Master List,C
769,A ship’s low-pressure CO2 fixed fire extinguishing system is normally designed for a storage tank pressure and temperature of approximately:,14.7 PSIA and 0 degrees Fahrenheit,150 PSIG and 72 degrees Fahrenheit,300 PSIG and 0 degrees Fahrenheit,1500 PSIG and 72 degrees Fahrenheit,C
770,"A ship's forward draft is 22' - 04"" and its after draft is 24' - 00"". The draft amidships is 23' - 04"". This indicates a concentration of weight:",at the bow,in the lower holds,amidships,at the ends,C
771,A shore is a piece of securing dunnage that:,"is also known as a ""distance piece""",is placed on the deck under the cargo to distribute its weight evenly,runs from a low supporting level up to the cargo at an angle,is run horizontally from a support to the cargo,C
772,"A simple precaution to reduce the possibility of accidental fires in the paint locker, is to __________.",label the fixed firefighting system,store paint cans on metal shelves only,not allow oily rags to accumulate in the space,place a portable fire extinguisher immediately outside the  locker,C
773,"A small fire is reported in the forward cargo hold on a vessel equipped with a combination smoke detection/carbon dioxide fixed fire extinguishing system.  After ensuring the space is unoccupied and properly sealed off, you should NEXT __________.",operate the control heads mounted on the main pilot cylinders,close all three-way valve levers that are in the detecting  position with the exception of the valve(s) to the involved space,open the three-way valve whose number (on the handle) corresponds with the line index chart number for the space  on fire,"lock the smoke detector indicator on the monitoring line, which automatically activates the CO2 extinguishing system",C
774,A spark arrestor:,keeps sparks from falling into an open tank,secures covers on ullage openings,prevents sparks from getting out of an engine's exhaust system,grounds static electricity,C
775,"A specific document which identifies a chemical, and lists its physical properties, health hazards, required controls, firefighting procedures, cleanup methods, waste disposal, and the safe handling and storage requirements, is commonly called a __________. ",Physical/ Chemical Characteristics Document,Hazardous Chemical Information Sheet,Material safety Data Sheet,Hazardous Chemical Loading Document,C
776,A stress called compression is being placed on the sheer strakes if the vessel is ___________?,inclined,under shearing force,sagging,hogging,C
777,A sweep oar is an oar that is:,is longer than the others and is used as the stroke oar,generally shorter than the others and is used to steer with,longer than the others used for steering,is raised in the bow of the boat for the steersman to steer by,C
778,A tankship has 40 gallons of 6% foam concentrate aboard. Approximately how much foam solution can be produced from this supply?,200 gallons,420 gallons,667 gallons,986 gallons,C
779,"A three inch overboard discharge line, located six feet below the waterline, has ruptured and separated from the hull.  What would be the minimum number of strokes per minute required from a 10"" x 8"" x  12"" duplex double acting reciprocating bilge pump, o",45 strokes per minute,56 strokes per minute,87 strokes per minute,98 strokes per minute,C
780,"A tonnage tax is levied according to the:
",deadweight cargo tonnage aboard,gross tonnage,net tonnage of vessel,displacement tonnage of vessel,C
781,A tourniquet should be used to control bleeding ONLY __________.,with puncture wounds,when the victim is unconscious,when all other means have failed,to prevent bleeding from minor wounds,C
782,"A twin screw vessel  is easier to maneuver than single-screw vessel with the engines half ahead. If there is no wind or current and the rudder is amidships, which of the following will happen?",Generates more power,Can suck the water away from the rudder,Can return without using her rudder,Permits the rudder to move faster,C
783,A vessel aground may have negative GM since the:,decrease in KM is equal to the lose of draft ,virtual rise of G is directly proportional to the remaining draft,displacement lost acts at the point where the ship is aground,"lost buoyancy method is used to calculate KM, and KB is reduced",C
784,A vessel not having on board a document of authorization issued in accordance with part A3 of the International Grain Code may be permitted to load bulk grain provided that the total weight of the bulk grain shall not exceed:,One-fourth of the deadweight of the ship,One-half of the deadweight of the ship,One-third of the deadweight of the ship,One-fifth of the deadweight of the ship,C
785,A vessel required to carry an Oil Record Book must maintain the book on board for:,one year,two years,three years,four years,C
786,"A vessel which is subjected to ""sagging"":",is supported on a wave whose crest is amidship,has its main deck in tensile stress,has its bottom plating under tensile stress,is said to be under a form of transverse bending,C
787,A vessel would most likely develop a list if you were:,burning fuel from a centerline tank,using water from two equally sized tanks on either side of the centerline simultaneously,using fuel from tanks on the port side only,using water from the fore peak tank,C
788,"According to MARPOL 73/78, the definition of oil does NOT include which of the following?",Oil refuse,Crude oil,Cooking oil,Sludge,C
789,"According to regulations, cargo pump rooms, on the tank vessels handling grades A, B, or C liquid cargo, shall be equipped with power ventilation of the exhaust type having capacity sufficient to effect a complete change of air in not more than:",5 minutes,1 minute,3 minutes,2 minutes,C
790,"According to the ISM Code, it means a structured and documented system enabling Company personnel to implement effectively the Company safety and environmental protection policy.",  QMS,ISO, SMS,FMEA,C
791,According to the regulations  the capacity of a liferaft is required to be marked:,on the Muster List (Station Bill),on the Certificate of Inspection,at the liferaft stowage location,in the Operations Manual,C
792,According to the regulations what type of gauging is required for a cargo of butadiene:,None,Closed,Restricted,Open,C
793,Accumulated water used in fire fighting should be pumped out continuously because:,it will add list to the vessel. ,it will cause corrosion in the flooded area,it will have an adverse effect on the vessel’s stability,water damage water tight door,C
794,"After a person has been revived by artificial respiration, they should be:",walked around until he is back to normal,given several shots of whiskey,kept lying down and warm,allowed to do as he wishes,C
795,"After abandoning a vessel, water that is consumed within the first 24 hours will:",help to prevent fatigue,help to prevent seasickness,pass through the body with little absorbed by the system,quench thirst for only 2 hours,C
796,After an accident the victim may go into shock and die. What should be done to help prevent shock?,Slightly elevate the head and feet,Keep the person awake,Keep the person lying down and at a comfortable temperature,Give the person a stimulant to increase blood flow,C
797,"After putting on a self-contained breathing apparatus, you open the air supply and hear a continuous ringing of a bell. What does this mean?",The unit is working properly.,The face mask is not sealed properly.,The air bottle needs to be refilled.,The air supply hose has a leak.,C
798,"After transferring fuel to another vessel, hoses should be  drained __________.",to the bilges,over the side,into a bucket,all of the above,C
799,"After you have put water on a burning mattress, and the fire appears to have been extinguished, you should then  __________.",dry the mattress in a warm area,make sure the fire is out with CO2,pull the mattress apart to ensure no fire remains,secure the mattress in a well ventilated area,C
800,Air cylinder bottles in the survival craft should be refilled with;,oxygen,nitrogen,compressed air,none of the above,C
801,All of the following are part of the fire triangle EXCEPT __________.,heat,oxygen,electricity,fuel,C
802,All wire ropes used in shipboard cargo gears must be identified and described in a certificate. The certificate shall certify all of the following except the:,name of the testing agency,date of the test,load at which the test sample broke,number of strands and wires in each strand,C
803,"An air tank rusts out, explodes and causes $(USA) 24,000 damage to the engine room.  By law, this accident is required to be reported to __________.",the owner or his agent,the insurance underwriter,no one,the U.S. Coast Guard,C
804,An authorization issued by MARINA for the operation of inter-island public water transportation facilities is called:,Certificate of Public Transport,Certificate of Disruption,Certificate of Public Convenience,Certificate of Freight,C
805,"An extinguishing agent which effectively cools, dilutes combustible vapors and provides a heat and smoke screen is __________.",Halon 1301,dry chemical,water fog,carbon dioxide,C
806,An immersion suit must be equipped with a(n)___________.,air bottle for breathing,whistle and light,"whistle, light, and reflective tape","whistle, light, and sea dye marker",C
807,An immersion suit must be equipped with a/an:,air bottle for breathing,orange smoke canister,"whistle, light and retro reflective material",sea dye marker,C
808,An important step in fighting any electrical fire is to:,stop ventilation,stop the vessel,de-energize the circuit,apply water to extinguish the fire,C
809,An inert gas system on a tanker should be used to __________.,prevent the generation of flammable or combustible gas in tanks,blow out cargo lines to prevent gas concentrations,dilute tank atmospheres to keep gas concentrations  below the lower explosive limit,prevent fires in the pumproom by continually displacing flammable vapors,C
810,"An inflatable life raft is floating in its container, attached to the ship by its painter, as the ship is sinking rapidly.  Which of the actions listed should be taken with  respect to the life raft container?",Cut the painter line so it will not pull the life raft container down.,Swim away from the container so you will not be in danger as it goes down.,Take no action as the pull on the painter will cause the life raft to inflate and open the container.,Manually open the container and inflate the life raft with the hand pump.,C
811,An inflatable life raft is hand-launched by ______________.,removing the securing straps,kicking the hydrostatic release,throwing the entire container overboard then pulling on the painter,the float-free method only,C
812,An insulating flange should be used in a cargo hose connection instead of a bonding wire __________.,when pumping LNG only,when static electricity may be generated,when the terminal is equipped with a cathodic protection system,during cold weather,C
813,Any ship of 400 tons gross tonnage and above must be fitted with:,Crude oil washing,Segregated ballast tanks,Oily water separating equipment,Inert gas system,C
814,Any single ship's compartment sustaining partial flooding with free communication to the sea will __________.,increase reserve buoyancy,decrease the free surface effect,seriously reduce stability,result in the ship's sinking,C
815,Application for Safe Manning Certificate should be made by the shipowner to:,Maritime Office in a country where vessel is being built.,Ship’s Classification  Society.,Ship’s  Administration where vessel is to be registered.,Maritime Safety Office,C
816,"As a safety precaution, to rescue an unconscious victim from an enclosed space, you should:",not move the victim until extent of injuries is determined,put a cartridge type OBA (oxygen breathing apparatus) on victim,remove victim as quickly as possible,test tank atmosphere with explosimeter,C
817,"As per International Convention, what is the maximum duration of medical certificates?",12 Months,18 Months,24 Months,36 Months,C
818,"As per Marpol Annex V, every ship of _____ meters  or more in length overall shall display placards which notify the ships personnel of the disposal requirements.",22,24,12,14,C
819,"As per SOLAS Regulation, the capacity rate of ships emergency fire pumps shall be:",75 cu.m./hour,50 cu.m./hour,25 cu.m./hour,30 cu.m./hour,C
820,"As soon as you hear the fire and emergency signal, you should ensure that __________.",the ring buoys are thrown overboard,the engines are stopped,the fire pump is started,everyone is suited in an approved life vest,C
821,"Aside from terrorist attacks on the ship which seldom happens, the main threat is from people trying to:",carry drugs on board,assist stowaways,smuggle weapons and explosives,all of the choices,C
822,"At the moment of impact of collision, the following should be noted:",the compass heading and approximate angle between the two ships,the compass heading and speed impact,the speed of impact and approximate angle between the two ships,speed of impact,C
823,Automatic fire dampers in ventilation systems are operated by use of a:,remote operated valve,C02 system pressure switch,fusible link,heat or smoke detector,C
824,"Based on the U.N. Convention of the Law of the Sea, the maximum miles of the contiguous zone of a coastal state measuring outward from its baseline is:",12 miles ,50 miles,24 miles,200 miles,C
825,Basic emergency care for a victim of a serious electrical burn is to __________.,flood the burn area with water for two minutes,brush away the charred skin and wrap the burned area,cover the burned area with a clean cloth and transport the  patient to a medical facility,apply rubbing alcohol to the burned area and wrap with a  clean cloth,C
