"FUNCTION 2: ELECTRICAL, ELECTRONIC AND CONTROL ENGINEERING AT THE ENGINE  OPERATIONAL LEVEL",,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
536,Which of the following is not ordinarily used for determining power factor?, Wattmeter, Tachometer, Ammeter for lighting circuit, Travel meter,B
537,Which of the following is used to obtain 115 volt DC from a 240-volt DC generator_________.,an inverter,a balance coil,a balance relay,none of the given answers,B
538,Which of the following is used to obtain 115 volt DC from a 240-volt DC generator_________.,an inverter,a balance coil,a balance relay,none of the given answers,B
539,Which of the following methods should be used to test for an 'open' coil in an AC motor stator?,"Test with an ohmmeter, one test lead on the shaft, and the other test lead to the stator leads.",Test with an ohmmeter with the test leads on the disconnected stator coil leads.,"Use a growler, listening for noise and vibration to diminish when over an open coil.","Use a growler, listening for noise and vibration to increase when over an open coil.",B
540,Which of the following problems will occur if the circuit breaker of the incoming alternator is closed and it is 180° out of phase with the loaded alternator when paralleling?,The rotor of the loaded alternator will hunt.,Severe cross currents will occur which could cause damage.,The rotor of the incoming alternator will stop.,Both alternators will parallel 180° out of phase.,B
541,"Which of the following problems will occur if the internal  drain at either end of a hydraulic, two-way, spool-type directional control valve cylinder were to become plugged?",The reservoir would become vapor bound.,The valve would be placed in hydraulic lock.,The spring loaded relief ports would open.,The buffering chambers would be unable to function.,B
542,Which of the following statements best describes the material known as varnished cambric?,Felted asbestos sealed with varnish.,Cotton cloth coated with insulating varnish.,Rubber insulation coated with a layer of tin.,"Paper impregnated with mineral oil, specially wrapped with  nonmetallic tape, and coated with varnish.",B
543,Which of the following statements concerning the maintenance of solid-silver contacts in relays and auxiliary control circuits is correct?,"When necessary, they should always be dressed with a wire wheel.",They should be filed with a fine-cut file when projections  extend beyond the contact surface.,"When black silver oxide is present, it should always be removed from the contact surface with coarse sandpaper.","When necessary, they should be spray painted with electrical shellac",B
544,Which of the following statements concerning the specific gravity of a battery electrolyte is true?,The electrolyte becomes less dense when it is cooled.,The specific gravity reading is lowered when the electrolyte is heated.,The most accurate hydrometer reading is obtained immediately after water is added.,The temperature does not affect the specific gravity of the electrolyte.,B
545,Which of the following statements concerning the specific gravity of a battery electrolyte is true?,The electrolyte becomes less dense when it is cooled.,The specific gravity reading is lowered when the electrolyte is heated.,The most accurate hydrometer reading is obtained immediately after water is added.,The temperature does not affect the specific gravity of the electrolyte.,B
546,Which of the following statements correctly applies to transistors?,LED and LCD are the two basic types of transistors.,"The three terminals are called the emitter, base, and collector.",The emitter separates the base and collector.,The collector separates the emitter and base.,B
547,Which of the following statements describes the significance of ambient temperature in relation to the service life of electronic components?,Ambient temperature should be as high as possible to drive  off moisture.,Increased ambient temperature decreases the service life of electronic components.,Ambient temperature is not significant as long as the relative humidity is kept low.,A reduced ambient temperature causes a corresponding reduced service life.,B
548,Which of the following statements represents the action of a megohmmeter when testing a small capacitor in good  condition?,The meter pointer should immediately swing to the maximum resistance value for the capacitor.,The meter pointer should first swing quickly to zero and then gradually move up the scale as the capacitor charges.,The meter pointer should immediately swing to infinity and  then drop in sharp jerks as the voltage increases.,The meter pointer should immediately swing to a high reading and gradually decrease.,B
549,Which of the following statements represents the correct method of connecting the shunt of an ammeter prior to taking a reading?,In series with the load and in series with the meter movement.,In series with the load and in parallel with the meter movement.,In parallel with the load and in series with the meter movement.,In parallel with the load and in parallel with the meter movement.,B
550,Which of the following types of insulation will begin to deteriorate FIRST as a result of the heat generated in the conductor it surrounds?,Varnished cloth,Rubber,Silicon,Asbestos,B
551,Which of the following would be equipped on a 3 wire DC generator to give continues current flow?,banks of resistors ,balance coils,slip rings,none of the given answers,B
552,Which of the following would be equipped on a 3 wire DC generator to give continues current flow?,banks of resistors ,balance coils,slip rings,none of the given answers,B
553,Which of the following would you not normally find on a DC generator?,Binding wires,Slip rings,Brush holder,Air gap,B
554,Which of the instruments listed is used to check insulation resistance?,Magneto,Megohmmeter,Dynamometer,Rheostat,B
555,Which of the listed conditions describes the effect on intrinsic semiconductor operation as a result of a  temperature increase?,Capacitive reactance will decrease,Conductivity will increase,Inductive reactance will decrease,Resistivity will increase,B
556,Which of the listed conditions might contribute to the mica segments of a commutator to wear slower than the commutator bars?,aligning the from and rear mica rings improperly,using improper carbon brushes, a grounded commutator,an open circuit in the armature,B
557,Which of the listed conditions might contribute to very rapid wearing of a DC machine's commutator bars?,A grounded commutator bar,Using improper grade of carbon brushes,Aligning the front and rear mica V-rings improperly,An open circuit in the armature,B
558,Which of the listed devices may be used as a digital device?,variable resistor,diode,strain gauge,thermistor,B
559,Which of the listed faults can only be eliminated by  turning or grinding the face of a commutator with a rigidly supported tool?,Sparking brushes,Eccentricity,High mica,Incorrect brush angle,B
560,"Which of the listed faults cannot be eliminated, EXCEPT by turning or grinding a commutator with a rigidly supported tool?",Sparking brushes,Eccentricity,High mica,Blackened commutator,B
561,Which of the listed hydraulic system components could an  0-ring seal be satisfactorily used in providing a seal?,Low pressure pump shaft casing,Relief valve spool,High pressure pump shaft casing,Linear actuator w/o nylon,B
562,Which of the listed instruments can be best used to locate a grounded field coil in a synchronous motor?,Frequency meter,Megohmmeter,Voltmeter,Multimeter,B
563,Which of the listed instruments can be best used to locate a grounded field coil in a synchronous motor?,Frequency meter,Megohmmeter,Voltmeter,Multimeter,B
564,Which of the listed pairs of materials make the best insulators?,copper and aluminum,glass and mica,dry air and a vacuum,doped silicon and germanium,B
565,Which of the listed pairs of materials make the best insulators?,copper and aluminum,glass and mica,dry air and a vacuum,doped silicon and germanium,B
566,Which of the listed precautions should be observed before spraying liquid solvent on the insulation of an electric motor?,Slow the motor down to low speed.,Disconnect the motor from the power source.,Secure all ventilation in the area.,Preheat the insulation to assist in cleaning.,B
567,Which of the listed pressure-control valves is used in a hydraulic system to prevent the stray movements of a vertical load until required?,Pressure reducing valve,Counterbalance valve,Unloading valve,Sequence valve,B
568,"Which of the listed pressure-control valves would be used in a hydraulic system to temporarily divert some, or all of the pump discharge until the additional flow was required?",counterbalance valve,unloading valve,"compound, pressure-relief valve",sequence valve,B
569,Which of the processes listed occurs during the charging of a lead-acid storage battery?,Negative plates change to lead peroxide.,Positive plates change to lead peroxide.,Both plates change to lead peroxide.,Both plates change to lead sulfate.,B
570,Which of the valves listed is NOT considered to be a hydraulic system directional control valve?,Spring-centered valve,Unloading valve,Three-position valve,Two-position valve,B
571,Which type of flux should be used when soldering electrical wire connections for electronic components on printed circuit boards?,Silver flux,Rosin flux,Solid flux,Acid flux,B
572,Which type of flux should be used when soldering electrical wire connections for electronic components on printed circuit boards?,Silver flux,Rosin flux,Solid flux,Acid flux,B
573,"While calibrating a bourdon tube pressure gage, all readings are found to be 10 pounds higher throughout its entire range.  An adjustment should be made by __________.",increasing the sector to pivot point length,resetting the pointer on its shaft,decreasing the sector to pivot point length,increase the set screw length,B
574,"While standing an ""at sea watch"" onboard a AC diesel-electric drive ship,  you notice that the kwatt load is at roughly 75% of capacity with a power factor less than 1. The reactive power (kvars) in the main power distribution would be  __________.",The time graduations fan out from the center,lagging,zero,infinity,B
575,"While testing a semi-conductor diode with an ohmmeter, both the forward and reverse readings are almost in the infinity range.  This would indicate that the unit is __________.",Reversed interpole polarity,open,grounded,shorted,B
576,"While testing a semi-conductor diode with an ohmmeter, both the forward and reverse readings are almost in the infinity range.  This would indicate that the unit is __________.",Moisture separator,open,grounded,shorted,B
577,Why is it a poor practice to use a high wattage soldering iron when soldering or de-soldering components on a printed  circuit board?,The circuit board will blister and warp.,The foil wire may become loose and separate from the circuit board.,The circuit board material may become brittle.,The solder needs to be kept to a dull heat dissipating finish.,B
578,Why is it a poor practice to use a high wattage soldering iron when soldering or de-soldering components on a printed  circuit board?,The circuit board will blister and warp.,The foil wire may become loose and separate from the circuit board.,The circuit board material may become brittle.,The solder needs to be kept to a dull heat dissipating finish.,B
579,"A battery is connected to a circuit containing three resistors in parallel.  The values of the three resistors are 2 ohms, 3 ohms, and 6 ohms.  What is the voltage of the battery if the total circuit current is 12 amps?",2 volts,6 volts,12 volts,24 volt,C
580,A bourdon tube type steam pressure is fitted with a siphon loop to prevent damage from the direct effect of ________., Pressure shock, Sudden expansion, Entering steam, Entering condensate,C
581,A carbon resistor operating in electrical equipment that is NOT properly cooled will __________.,change its value inversely proportional to the amount of heat generated and time in service,increase its reliability factor,decrease its reliability factor,always operate at the same ohmic value,C
582,A change in field excitation of an alternator operating in parallel will cause a change in its ________.,alternator frequency,phase sequence,reactive power,active power,C
583,"A compound generator has a no-load voltage of 250 volts and a full-load voltage of 230 volts, and therefore, is considered to be __________.",flat compounded,over compounded,under compounded,terminal compounded,C
584,A conductor with a cross-sectional area of one circular mill would have a diameter of___________.,0.1 inch,0.01 inch,0.001 inch,1.001 inch,C
585,A DC generator which is used to supply direct current in order to maintain an AC generator field is commonly known as a/an __________.,rotor,stator,exciter,armature,C
586,"A device for preventing sparks or flames from entering a tank, yet permitting the free passage of gases is provided by the use of a _____________.",Gas absortion detector,Pressure vacum relief,Flame screen,Sacrificial anode,C
587,A galvanometer is an instrument used to measure __________.,1.14 amps,resistance of electrical wiring insulation,very small amounts of current or voltage,quantity of galvans in an electric circuit,C
588,A generator operates on the principle that _______.," when the field revolves, current is generated"," when an armature revolves, a magnetic field is induced", voltage is induced when a conductors cuts a magnetic field, a small voltage in the primary high voltage because of the large number of coils in the secondary,C
589,A loud buzzing noise in an AC controller is probably caused by __________.,poor contact with the overload relay,an incorrectly sized heater,a broken shading coil,counter EMF,C
590,"A machine having openings for the admission and discharge of the ventilating air, which is circulated by means of external to and not a part of the machine, the machine being otherwise totally enclosed _______.",Open Machine, Enclosed self-ventilated machine, Enclosed separately-ventilated machine, Self-ventilated machine,C
591,A megger is________________.,an instrument for measuring current,a hand-cranked AC generator,a hand-cranked DC generator,use for measuring thickness,C
592,A megohmmeter is connected to each end of an individual motor winding. A low ohm reading indicates __________.,an open coil,a loose coil,good continuity,a dirty coil,C
593,A pure transducer utilizes __________.,integral action,rate action,proportional action,derivative action,C
594,A single phase induction motor that has relatively high starting torque is the ________motor.,shaded pole,wound rotor,capacitor-start,resistance-start,C
595,"A temperature instrumentation system for an engine room console consists of a resistance temperature detector (RTD), a measuring bridge circuit and a meter or alarm circuit. Which statement is true about the measuring bridge circuit?", the voltage across the center of the resistance bridge is always constant, the input voltage of the resistance bridge is the constant temperature signal, the resistance bridge is said to be balanced when its out voltage is zero, the input voltage varies in a linear fashion with temperature,C
596,A transformer works on the basic principle of __________.,self impedance,attraction and repulsion,mutual induction,increasing power,C
597,A useful instrument for checking 3 phase A.C. motor performance by  measuring possible unbalanced currents is the __________.,hand or battery-operated megger,vibrating-reed frequency meter,hook-on voltmeter-ammeter,D'Arsonval iron-vane probe,C
598,"A voltmeter measuring points range 0 - 24 and you are to measure 6 volts, what point will you set the meter?",0,6,12,1,C
599,"AC circuit contain resistance, inductance, and capacitance. The inductive reactance of circuit is expressed in _________.",Henrys,Mhos, Ohms, Farads,C
600,"According to Coast Guard Regulations (46 CFR Part 111), which of the following is an acceptable lining for battery trays containing alkaline batteries?",Brass,Lead,Steel,Zinc,C
601,"According to Coast Guard Regulations (46 CFR), which of the following statements is the ONLY method allowed to ease the starting of emergency diesel generator engines?",Bayonet-type electrical oil heaters,Steam or hot water lube oil heaters,Thermostatically controlled electric jacket water heaters,Electric resistance heaters in the air intake manifold,C
602,Across the line starters are used with AC motors to obtain_____________.,reduced starting current,regulating starting current,high starting current,controlled starting acceleration,C
603,"After closing the circuit breaker to place two similar alternators in parallel, the NEXT step is to balance the __________.",power factor,voltage load,kilowatt load,ampere load,C
604,An AC motor using a rheostat in the motor circuit to vary the speed is called a __________.,squirrel-cage induction motor,regenerative braking motor,wound-rotor induction motor,synchronous motor,C
605,"An alternator is being paralleled with one on the line.  At the INSTANT the circuit breaker is closed, the frequency of the incoming alternator will normally __________.",increase,not change,decrease,be exactly 60 hertz,C
606,An alternator switchboard has a synchroscope and synchronizing lamps. If the synchroscope is broken step is essential before an alternator can be parallel with the bus.,The breaker should be closed when one synchronizing lamps is dark and the other is bright., The breaker should be closed when both synchronizing lamps are bright.,The frequency meter should be used to determine that the incoming alternator frequency is slig higher than the bus.,A portable phase sequence indicator must be used to verify the information from the lamps,C
607,An ammeter should be used to measure __________.,the voltage between two points in a circuit,circuit continuity,current flow in a circuit,total or partial circuit resistance,C
608,"An arrow superimposed on a hydraulic graphic symbol at approximately 45°, as shown in the illustrated figures A, B, and C, indicates  the component __________.",is pilot controlled,is pressure compensated,can be adjusted or varied,allows flow in one direction only,C
609,An electric device installed for the purpose of cutting off the power if the lines are overloaded?,Voltage regulator,Thermal relay,Circuit breaker,Magnetic coil,C
610,"An emergency diesel generator cooling system is equipped with an automotive type thermostat.  If the thermostat bellows loses its charge, the thermostat will __________.","open, and the coolant temperature will increase","open, and the coolant temperature will decrease","close, and the engine coolant temperature will increase","close, and the coolant temperature will decrease",C
611,An important factor in reducing D.C. motor commutator wear  is __________.,keeping the ambient humidity as low as possible,ensuring a very low brush current density,establishing the copper oxide surface film,all of the above,C
612,An instrument often used to check the degree of motor shaft misalignment is the ,voltmeter,clamp-on ammeter,dial indicator,megohmeter,C
613,An internal resistance is placed in series with the meter movement of which of the following instruments?,AC ammeter,DC ammeter,DC voltmeter,Battery hydrometers,C
614,An ohmmeter can be used to measure __________.,the amount of current flow in a circuit,voltage between two points in a circuit,circuit continuity,circuit power,C
615,An ohmmeter measures_________________.,voltage ,insulation resistance,resistance,amperage,C
616,An open field rheostat in an AC generator can be detected by short circuiting its terminals and observing ,negative deflection of the wattmeter painter,positive deflection of the wattmeter painter,build-up alternator voltage,"low, but constant, alternator voltage",C
617,An operating characteristic appearing on the name plates of shipboard AC motors is __________.,type of overload protection,rated slip,temperature rise,locked rotor torque,C
618,Any electric motor can be constructed to be,short proof,ground proof,explosion proof ,overload proof,C
619,"As an armature revolves within a magnetic field, friction is developed between the rotated magnetized particles as they pass through each magnetization cycle. This results in  __________.",copper loss,eddy-current loss,hysteresis loss,capacitive reaction,C
620,Basic operating characteristics of the operational  amplifier such as gain and stability are the function of its __________.,differential input stage,power output stage,feedback circuit,supply voltages,C
621,Battery charging rooms should be well ventilated because the charging process produces__________.,highly poisonous gas,highly combustible oxygen,explosive gases,corrosive gases,C
622,Capacitance in an AC circuit will ______________.,stop current flow once the capacitors is fully charged,allow current flow in the only one direction,oppose any change in the circuit voltage,rectify the current,C
623,Controller contacts should be routinely cleaned by __________.,blowing with compressed air,filing with a bastard file,wiping with a clean dry cloth,dressing with crocus cloth,C
624,Copper is often used as an electrical conductor because it________________.,partial ground,has a high polished surface,is able to pass current with little opposition,hold insulation together well,C
625,Counter EMF is measures in_____________.,amps ,ohms,volts,coulombs,C
626,Current flowing in only one direction is called____________.,alternating current,undirectional current,direct current,sinsoidal current,C
627,Determine the power used in watts if a water heater draws 50 amperes current in a 110 volts line.,4200,4400,5500,5950,C
628,Diesel generators #1 and #2 are operating in parallel at near full load capacity.  Diesel generator #1 suddenly trips out mechanically due to low lube oil pressure.  The reverse power relay functions properly and trips generator #1 electrically off the bo,Start the emergency generator.,Ascertain cause of the low lube oil pressure.,Strip the board of all non-vital circuits.,"Secure alarms, reset reverse power relay, and restart #1 engine.",C
629,Diesel generators 1 and 2 are operating in parallel at near full load. Diesel generator 1 suddenly trips out mechanically on low lube oil pressure. The reverse power relay properly and trips generator 1 of the board electrically. What should you do now?,start the emergency generator,ascertain cause of low lube oil,strip the board of all non vital circuits,"secure alarms, reset reverse power relay and start #1 engine",C
630,"During discharge of a lead-acid storage battery, which of the following actions occurs?",The acid becomes stronger.,Both plates change chemically to ammonium chloride.,The acid becomes weaker.,Hydrogen gas is liberated.,C
631,Electrical machinery insulation will break down more rapidly due to __________.,low loading of motors and generators,frequent megger testing,high temperatures and vibration,high operating frequencies,C
632,Energy losses occurring in a hydraulic system are ultimately absorbed by the __________.,reservoir expansion chamber,hydraulic piping flexibility,atmosphere as heat,fluid as friction,C
633,Etched or burned bands on the contact faces of brushes in a direct current generator could be caused by______________.,high mica segments,copper drag on the commutator,brushes improperly positioned,copper embedded in the brushes,C
634,Excessive humming of AC contactors may be caused by __________.,burnt arc shields,shorted armature coils,a broken shading coil,high voltage,C
635,"For routine cleaning of a commutator, you should apply ________.", Coarse sandpaper in a slow back and forth motion across the commutator slots, An emery cloth parallel to the axis of the machine, A canvas wiper to the machine while running, Cotton swabs between the commutator bars,C
636,"If a needle on a megger does not return to zero, what is the cause?",out of calibration,needle point,normal operation,needs adjustment,C
637,"If a single-phase induction motor fails to start, the problem may be __________.",an open in the run winding,a shorted shunt field,a defective centrifugal switch,low circuit impedence,C
638,"If field excitation is suddenly lost to an alternator operating in parallel, that alternator will __________.",supply excessive current to the bus,"operate at the same load, but with reduced voltage",lose its load and tend to over speed,become overloaded and slow down,C
639,"If the connections for the field and the armature on a DC motor are reversed, __________.",the motor will run as a generator,the motor will not run,the direction of rotation will be the same,the direction of rotation will be reversed,C
640,"If the synchronous speed of a 12 pole, polyphase, induction motor operating at 60 Hz were 600 RPM, how many poles will  be required in a similar motor operating at the same frequency but having a synchronous speed of 900 RPM?",4,6,8,18,C
641,"In a cartridge-type fuse, the metal element is contained in a __________.",porcelain window,thermal cut out,fiber tube,flasher device,C
642,"In accordance with Coast Guard Regulations (46 CFR Part 112), each battery operated relay-controlled lantern used for emergency lighting, must __________.",be readily portable,contain a dry cell battery having a minimum capacity of 10  amp hours,have an automatic battery charger to maintain the battery in a fully charged state,all of the above,C
643,In an AC circuit the inductive reactance of a coil varies with the__________of a circuit.,resistance,frequency , voltage, current,C
644,"In an induction motor with a cage rotor, the full load stator current is approximately_________times the running current.",two ,three,five,nine,C
645,"In preparing to take insulating resistance readings on a main generator, you should ground the windings about 15 minutes prior to the test to_____________.",allow accurate zeroing of the meter,help the windings to cool to ambient temperature,release any residual capacitive charge from the windings,help the windings to cool to the same temperature as the ground test connection,C
646,"In the operation of a proportional-plus-reset controller, the proportional action  __________.    I. opposes the reset action during decreasing error transients   II. aids the reset action during increasing error transients",I only,II only,Both I and II,Neither I nor II,C
647,Increasing the power source frequency in a capacitive circuit will __________.,decrease the average current in the circuit,not have any affect on the  average current value,increase the average current in the circuit,not have any affect on the capacitive reactance,C
648,It is  the part of a step down transformer where the energy is being created.,Primary winding,Secondary winding,Iron core,Magnetic field,C
649,"It is a cylindrical core mounted on a shaft with an insulated direct current winding, arranged to produce magnetic poles on its outer periphery of an alternator.",Motor,Armature,Rotor,Stator,C
650,It is an electric device being used to reduce the voltage from the main source of an AC domestic usage is called a/an ____________.,Inverter,Converter,Transformer,Rectifier,C
651,It is an electric device installed for the purpose of cutting off the power if the lines are overloaded.,Voltage regulation,Thermal relay,Circuit breaker,Magnetic coil,C
652,It is an electric device that can be used to motors with different speeds and without overloading.,Overcurrent relay,Voltage regulator,Rheostat,Fuse,C
653,It is an electric device that can be used to motors with different speeds and without overloading.,Overcurrent,Voltage regulator,Rheostat,Fuse,C
654,It is an electric device that is being used to maintain the electromotive force within specified limits even with different loods.,equalizer,Overlood relay,Voltage regulator,Rheostat,C
655,It is an overload relay that can well protect a motor against high ambient temperature or inadequate ventilation that can also be adjusted manually or automatically.,Magnetic Relay,Electronic Relay,Thermistor Relay,Current Relay,C
656,It is mounted in the rotating part of a D. C. generator where the output is taken from__________.,field ,Rotor ,armature,brush  ,C
657,It is the current of amperes if six 3-ohms resistors when connected in series to the terminal of a 9-volt dry cell batteries?,18,3,0.5,0.2,C
658,It is the kind of over load relay that sense the voltage applied to the motor as well as the current flow through it and stimulate both the iron and copper loss within the motor.,Thermistor,Magnetic,Electronic,Thermostat,C
659,It is the total opposition to the flow of current in an alternating current circuit ,wiring,Apparent power,Impedance,Power Factor,C
660,It is the unit of measurement being used on electric wires and cables.,Square inch,Cubic milimeters,Circular miles,Length in feet,C
661,Lighted pilot light at propulsion station indicates steer motor is _______.,Ruptured,Overload  ,Running,Stopped,C
662,Machinery vibration sensing devices are commonly identified as _______.,transducers,resistance temperature devices,accelerometers,frequency synthesizers,C
663,"Materials that retain a large part of their magnetization, after the magnetizing force is removed, are said to have __________.",low hysteresis loss,high flux density,high permanence,high ductility,C
664,"Nonadjustable molded case beakers are classified by frame size, ampere rating and interrupting capacity . The form is exprssed in",Resonance,circular mils,amperes ,volt,C
665,Ohmmeter is used to measure______________.,current flow,voltage drop  ,circuit continuity,drop,C
666,"On AC vessel, which of the following statements the most difficult problem involved in obtaining a DC potential suitable for use by the computer components?", a step-down transformer is always required, vessel vibration affect the voltage source, the voltage must be rectified and made ripple free, rectifier cannot operate with voltage regulator,C
667,Phase differences are expressed in __________., Hertz, Sign, Degrees, Phase,C
668,"Prior to closing the breaker when paralleling two AC generators, the recommended practice is to have the frequency of the incoming machine __________.",slightly less than the line frequency,the same as the line frequency,slightly greater than the line frequency,all of the above,C
669,Ships requiring rapid maneuvering response with a high degree of main propeller shaft control are most often _______ .,Steam turbine drive,Direct diesel drive,Diesel electric drive,Gas trurbine drive,C
670,Switchboard of an AC generators would be equipped with a____________.,frequency meter,governor control,voltmeter,all of the given answers,C
671,The armature cores of the D.C. motors are constructed with  laminations to __________.,eliminate hysteresis,minimize brush sparking,reduce eddy current losses,compensate for armature reaction,C
672,The best tool to use to remove a ball bearing from the shaft of a motor would be a __________.,rawhide hammer,brass mallet,wheel puller,wooden mallet,C
673,The characteristics which appears on the name plates of shipboard AC motors is_________.,the type of winding,input kilowatts,temperature rise,locked rotor torque,C
674,The daily test recommeded on propulsion generators is to _______________.,"take ""meg"" readings",trip generator by hand,operate maneuvering valve to test steam governor,open cubical to test interlock,C
675,The device most commonly utilizing the principle pf electromagnetic induction is the ___________., rheostat, transistor, transformer  , diode,C
676,The direction of propeller shaft rotation in a turbo-electric AC synchronous propulsion drive motor is changed by reversing the __________.,polarity of the propulsion motor,polarity of the propulsion generator,phase sequence of power to the motor,phase sequence of power to the generator,C
677,The electric device being connected between two generator of different capacities running in parallel so that the running load is divided  proportionally between the two is a/an___________.,power relay ,voltage regulator,equalizer,thermostat,C
678,The electric device that automatically breaks the current if an excessive current is drawn by the motor is called a/an ______________.,power relay ,voltage regulator,Overload relay,load equalizer,C
679,The electric device that is being used to record all the used electricity is a/an ________________.,Ammeter,Voltmeter,Wattmeter,Potentiometer,C
680,The electric safety device that automatically switch off thus opening the circuit if there is an overload or short circuit is a _______________.,Fuse,Relay,Breaker,Rheostat,C
681,The electrical leads and insulation on a motor should be painted with an_____________.,heat resisting enamel,heat resisting aluminum,insulating varnish,insulating white lead,C
682,The emergency electrical power source on tank vessels over 500 GT on an international voyage should be capable of continuous operation under emergency load for _______., 18 hour, 24 hours, 12 hours, 6 hours,C
683,The frequency of an alternator is controlled from the main switchboard by adjusting the ______., frequency motor,voltage regulator, governor control, synchroscope switch,C
684,The function of a rectifier is similar to that of a __________.,trap,regulating valve,check valve,filter,C
685,The function of damper windings in a synchronous motor is to____________.,eliminate slippage,provide excitation,provide starting torque,increase efficiency,C
686,The gage most commonly used aboard ship to measure high pressures is the __________.,volatile liquid-type,diaphragm actuated-type,Bourdon tube-type,resistance-temperature-type,C
687,"The instantaneous reduction in voltage of an AC generator,  resulting from an increase in load, and prior to the automatic voltage regulator correcting the situation, is called voltage __________.",droop,drop,dip,regulation,C
688,The instantaneous reduction in voltage resulting from an increase in load before the automatic voltage regulator can connect it in an AC generator is called___________.,Droop,drop,dip,regulative,C
689,The kind of connection in a D. C. generator where in the field coils are connected in one line with the armature line is a ___________.,Compound ,parallel,series,shunt,C
690,The kind of switch/es that can only be used on low current circuits is/are____________.,I only,II only,II & III,I & III ,C
691,The line voltage generated by an alternator is adjusted by varying the ,prime mover speed,equalizer bus,excitation voltage,residual magnetism of the field,C
692,"The main purpose of the auxiliary winding on a split-phase, single-phase motor is to __________.",limit the starting voltage,increase the starting current,start the motor,keep the motor running in the event the main winding should fail,C
693,The most common material that is being used in producing electricity for powerful use is_____________.,solution,chemicals,magnets,electrodes,C
694,The most common of excitation for synchronous motor is a/an:, AC supply, Step-up transformer, DC supply, Poor contact of brushes,C
695,The most effective method of locating a loose commutator bar in a D.C. motor is by __________.,visual inspection,jiggling each by hand,sounding each bar with a light weight hammer,checking with a calibrated torque wrench,C
696,"The most inefficient method of voltage reduction, from the  standpoint of power loss, even when placed in series with the load, is the use of a/an __________.",capacitor,inductor,resistor,transistor,C
697,The most practical way to control the voltage output of an  AC generator is to vary the __________.,number of windings,speed of the rotating field,strength of the rotating magnetic field,power factor of the load,C
698,The number of cells in a 12 volt lead-acid battery is __________.,three cells,four cells,six cells,twelve cells,C
699,The part of a D. C. generator where in the field coils are connected in one line with the armature line is a ______________.,exciter,Rectifier,Carbon brush,loop wire,C
700,The part of a DC generator that rides up against the slip ring to connect the armature to the external circuit is the ________________.,exciter,Rectifier,carbon brush,Loop Wire,C
701,The part of a step down transfer where the energy is being created is in the __________.,primary winding,Secondary winding ,Iron core,Magnetic field,C
702,The part of a step down transformer where the energy is being created is in the________________.,Primary winding,Secondary winding,Iron core,Magnetic field,C
703,The part of D.C generator into which the working voltgr is induced is the:,yoke,field poles,armature,commutator,C
704,The probable cause of erratic operation of a pneumatically  controlled steam pressure reducing valve is __________.,the range spring has become weakened,an incorrect loading pressure supplied to the power unit,a defective air pilot valve,insufficient steam supply pressure,C
705,The process whereby electrons gain sufficient energy by means of heat to escape from the surface of an emitter is known as__________emission.,photo electric,secondary,thermionic,regressive,C
706,The purpose of a main switchboard circuit breaker's reverse-power trip is to __________.,prevent main circuit overload,protect the circuit breaker blowout coil,prevent alternator motorization,prevent low voltage tripout,C
707,The purpose of amortisseur windings in a synchronous motor  is to __________.,reduce eddy current losses,produce a higher power factor,provide a means for starting,eliminate arcing between the stator and the rotor,C
708,The purpose of amortisseur windings in a synchronous motor is to___________.,reduce eddy current losses,produce a higher power factor,provide a means for starting,eliminate arcing between the stator,C
709,The purpose of having low voltage protection for an electric motor circuit is to __________.,prevent severe arcing or sparking,protect against reversal of power in the main circuit,prevent excessive current from developing as it is attempting to deliver its required horsepower,prevent the motor from over speeding,C
710,The purpose of the auto transformer used with the starters of large AC motors is to provide__________________.,increased voltage for starting,increase torque for starting,reduced voltage for starting,speed control,C
711,The pushbutton on the handset of a ship's sound-powered telephone must be depressed to __________.,talk then released to listen,listen then released to talk,both talk and listen,ring the station being called,C
712,The resistance in an electrical circuit when 4 resistors are connected in parallel having equal resistance of 200 ohms each is _____________.,800,200,50,80,C
713,The RMS value of a sine-wave currents may be expressed by the ___________________.,average value,maximum value,effective valve,instantaneous valve,C
714,The sizes of electric wire and cables are measured and express in____________.,Square inch,Cubic milimeters,Circular mils,Length in feet,C
715,The source of electricity that lights the emergency lamps are coming from a/an___________.,Step down transformer,wet batteries,Dry batteries,emergency generator,C
716,The speed of a synchronous motor is varied by __________.,interchanging any two of the three live leads,changing the voltage of the system,changing the input frequency,increasing the field excitation,C
717,The speed of the two speed sequirrel cage induction motor is change by varying the ___________.,frequency of the applied voltage,resistance of the rotor circuit,number of the field poles,amplitude of the applied voltage,C
718,The state of charge of a lead-acid battery is best indicated by the __________.,individual cell voltage,ampere-hour capacity,electrolyte specific gravity,total cell voltage,C
719,The state of charge of lead-acid battery is best indicated by the____________.,individual cell voltage ,ampere hour capacity,electrolyte specific gravity,total cell voltages,C
720,"The term ""volt"" describes:",a rate of electron flow.,the resistance to current flow.,an electrical potential difference.,the transfer of circulating currents.,C
721,The timer element of a reverse power relay cannot be energized unless __________.,one generator is fully motorized,the movement of the disk is damped by a permanent magnet,the power flow is the same as the tripping direction,the power flow is the opposite to the tripping direction,C
722,The twisting force developed by a motor and applied to a shaft is called __________.,magnetism,electromotive force,torque,voltage,C
