FUNCTION 2: CARGO HANDLING AND STOWAGE AT THE DECK MANAGEMENT LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
714,"If an attempt is made to hoist a load that exceeds the capacity of an electric winch, an overload safety device causes a circuit breaker to cut off the current to the winch motor _______.",when the line pull reaches the rated winch capacity,after the line pull exceeds the rated winch capacity,after a short build-up of torque,immediately,B
715,"If an electric cargo winch is being used to lift a draft of cargo and the engine room loses all power, which will occur?","A pawl, forced by a spring mechanism, will engage the teeth of the bull gear and hold the load.",An electromagnetic brake will hold the load where it is suspended.,The load will fall rapidly to the deck unless the foot brake is engaged.,The load will slowly lower to the deck under control of the drag of the winch motor.,B
716,"If bunker fuel is loaded in the deep tank, what will happen?",KG increases,freeboard decreases,GM decreases,negative stabiltiy occurs,B
717,"If deck cargo is carried, it should be stowed in such a way that it:",is now higher than 12 inches above the deck,does not block access to the fire station hydrant,will cover no more than 25 percent of deck space,will be easily visible from the bridge,B
718,"If the first layer of dunnages are laid down in a fore and aft direction inside the cargo hold, what's the purpose? ",to add strenght to the hold structure when receiving cargoes inside the cargo hold,for draining condensation since wells are located in the after end of the hold,to spread the weight of the cargo evenly inside the cargo hold to avoid stress from developing unevenly,to avoid the cargo from coming in contact with the steel structure of the cargo hold,B
719,If the Mean Buoyancy Moment exceeds the Mean Weight Moment then the ship will _____.,hog,sag,shear ,twist,B
720,If the natural scale of a general arrangement plan is 1:200. What is 70 centimeters measurement from Hold No. 1 to Hold No. 5 equivalent to?,140 centimeters,140 meters,"14,000 meters",70 meters,B
721,"If you are loading fruit in reefer spaces and you notice that the fruit is beginning to mold, you should ________.",carry the cargo at a cooler temperature than originally planned,write up exceptions on the cargo,refuse to carry the cargo,discharge C02 into the compartment after loading,B
722,"In a container vessel, what is TRUE concerning the handling and stowage of containerized hazardous materials?","A portable cargo tank of a flammable, cryogenic liquid may not be in transit for a period exceeding its marked rated holding time unless the liquid is inhibited.",Open-bed containers may be used to transport hazardous materials if the cargo is properly secured.,A portable cargo tank containing a cryogenic liquid must be shipped on deck unless forced ventilation is provided to the tween-decks.,"A container loaded with packages of tear gas would display a placard reading "Irritant."",B
723,"In case of vehicle ferry, the vertical center of gravity of compartments designated for the carriage of vehicles shall be based on ______.",volumetric centers of the compartments,estimated centers of gravity of the vehicles,information provided in the hydrostatic table similar to other vessels,one meter above the loading deck bay area,B
724,"In large cargo holds, it will reduce broken stowage and such an arrangement may be referred to as ________.",corrugated non watertight bulkhead,massed pillaring,tubular girders,swedged bulkhead,B
725,In larger tankers all framing is _________________.,transverse and is supported by watertight bulkheads 15 m apart,longitudinal and is supported by large transverse 3m to 5m apart,longitudinal and is divided every 20 meters of transverse support,a combination of girders and floors as well as transverse web,B
726,"In offshore supply vessels, the Code of Intact Stability covered by IMO Instruments state that a minimum freeboard at the stern of at least __________ should be maintained in all operating conditions.",0.003 x B,0.005 x L ,1/5 of summer draft,1.5 x LOA,B
727,"In passenger vessels, a mass of ________ should be assured for each passenger, but may be reduced to not less than ____ where this can be justified.","85 kg and 70 kg, respectively","75 kg and 60 kg, respectively","70 kg and 60 kg, respectively","65 kg and 55 kg, respectively",B
728,"In the event of personnel exposure during an incident involving dangerous goods, where can we find the detailed recommendations?I. On the container labelII. Medical First Aid Guide (MFAG)III. On the packing guide",I only,II only,I and II,"I, II and III",B
729,"In this condition, the vessel is progressively heeled from the upright within small angles of inclination. The initial transverse metacenter is at the same height as gravity.",stable condition,neutral condition,unstable condition,angle of loll condition,B
730,It corresponds approximately one-half the angle of deck edge immersion.,angle of dangerous list (due to negative GM),angle of dangerous list (off center weight only),angle of dangerous roll,deck edge immersion angle,B
731,It is permissible to place an eye splice in wire rope used as cargo gear providing the splice is made using _______.,two tucks with whole strands and one tuck with one-half strand.,three tucks with whole strands and two tucks with 1/2 the wire cut from the tucking strand,three tucks with whole strands,two tucks with whole strands and three tucks with half strands,B
732,It is the lowest temperature at which a vapour mixture starts to condense.,boiling point,dew point, critical point,bubble point,B
733,It is the rise of the bottom shell plating above the horizontal base line measured at the ship's side. The object is to provide for the drainage of liquids to the ship's centerline.,rise of bottom,rise of floor,margin plate ,tank top,B
734,It is the stress within the a material which tends to break the material across.,breaking stress,shearing stress,bending stress,torsional stress,B
735,It should be noted that the least stable of the six motions are __________ while the other motions have a relatively high degree of stabiltiy.,surging and pitching,rolling and yawing,swaying and surging ,pitching and rolling,B
736,Liquid will flow by itself into the suction side of the cargo pump due to ______________,the Gravity of the centrifugal pump itself,the pull of the earth,Force inside the pump,Liquid inside the pump,B
737,MacGregor style hatch covers are secured against unwanted movement by:, a jacking block, eccentric wheels,side securing lugs,eccentric wheel locking pins,B
738,"Most liquefied gas cargoes are flammable, and are carried at or close to their boiling point. What will happen if they are released into the atmosphere?",result in sloshing in the tank which could make the ship unstable,"burn, if it's within its flammable range and has an ignition source",freeze and possibly cause structural damage,allow air to enter the system causing polymerization,B
739,Odorous cargoes are those that __________.,are susceptible to damage by tainting,give off fumes that may damage other cargoes,"are liquid, but in containers",are exceptionally dusty and leave a residue,B
740,On a manned vessel transporting hazardous materials what is the frequency of required inspections of cargo holds where the materials are stowed?,Once every 24 hours after periods of heavy weather and prior to discharging the cargo,"Upon completion of loading, and after periods of heavy weather unless the hold is equipped with automatic smoke/fire monitoring capability","Upon completion of loading, and at least once every 24 hours thereafter if the hold is equipped with automatic smoke/fire monitoring capability",Once every 48 hours weather permitting,B
741,"On a vessel proceeding from a very cold to warm climate with a cargo of a nonhygroscopic nature in the holds, which is TRUE?",Danger of heavy ship sweat exist; constant and vigorous ventilation is required.,There is danger of heavy cargo sweat if outside air is introduced by ventilation.,"There is little danger of ship's sweat, slight possibility of cargo sweat; moderate ventilation is needed.","The possibility of any sweat problem, either cargo or ship, is remote.",B
742,"On board car carriers, vehicles are regularly inspected during the entire voyage while the vessel is at sea. Which of the following involves the care of this cargoes if rough seas are expected?",I would empty the fuel tanks of the vehicles to prevent fires in case of friction arises between the sides of the cars,I will instruct the crew to regularly tighten the peck and hale gears to prevent shifting of the cars,I will give instructions to the crew to get the master key of the car doors and keep a tight lashing on the steering wheels,I would deflate all the tires of each car to prevent it from moving violently during the passage in rough weather,B
743,"On your vessel, a wire rope for the cargo gear shows signs of excessive wear and must be replaced. In ordering a new wire for this 10-ton boom, what safety factor should you use? ",Three,Five,Six,Seven,B
744,"Onboard a Ro-Ro vessel many decks are used for the carriage of both rolling and container cargoes, as such it is most useful if a deck socket accepts both __________.",container locks and bridge fittings,twist-Locks and lashing hooks,bridge fittings and lashing hooks,twist-locks and container locks,B
745,"Once a vessel has loaded packaged hazardous cargo, the cargo spaces shall be inspected. The spaces shall also be inspected at least once in every 24 hours. The only exception to daily inspection is when __________.",there is sufficient fire protection located on the main deck adjacent to the cargo hatch,a vessel is equipped with an automatic smoke or fire detecting system,the cargo hatches are of steel construction,the cargo is of a nonflammable type,B
746,Packaged goods or commodities listed in the IMDG Code were loaded on board your vessel. After several days at sea these packages were reported by the crew to be leaking. Which of the following actions should you take?,I will take all precautions of preventing the leaks coming from the packages to settle on the bilges and washed them immediately with detergents or any other chemical,"If the "dangerous goods" are not properly marked and have become a danger to the ship or other cargoes then I will decide to have them jettisoned, or destroyed at any time before discharge","If the goods pose a danger to the crew,I will inform first the consignee of the cargoes and wait for them to decide what to do with it when the ship reaches the port of discharge",There is no way that this kind of problem can be solved while the vessel is at sea. I will have to wait until we reach the port of discharge and decide what to do with it,B
747,"Part of a typical stockless anchor which is "flat face of the fluke and forces the fluke to dig in" is the _________",pea or bill,tripping palm,arm shank,jew's harp,B
748,Passenger ships are constructed based on SOLAS requirements predominate in relation to: I. Subdivision; II. Intact and damaged stability; III. Accesibility; and IV. Structural fire protection,"I, II and III","I, II and IV ","II, III and IV","I, II, III and IV",B
749,"Planning for a heavy lift, the preferred derrick type would be:", hallen swinging, stuelchen,velle,deadman”,B
750,"Portholes, below the freeboard deck, are provided with a covering which fastens onto a rubber gasket to ensure watertightness in the event of the glass being broken. ",metal dog fittings,steel deadlight ,side scuttles ,circular metal cover,B
751,Present regulation states that a person responsible for the packing/loading of dangerous goods in a cargo transport unit shall:,inspect and revalidate the contents of the dangerous cargoes inside the container,provide a signed container/vehicle parking certificate,place his name and signature in the Bill of Lading for confirmation in case of accident,contact the vessel about to load the dangerous goods and inform about the precautionary measures to undertake while cargo is in transit,B
752,"Regarding the loadline rules governing vessels, which statement is correct?",""WNA" is assigned to vessel less than 100m in the Aleutian waters","ships over 100 m will load to the "W" mark as appropriate","ships less than 100 m will load to the "W" mark as appropriate",summer loadlines must always apply in all waters the whole year,B
753,"Rigging a Jumbo Derrick for a heavy lift, which of the following is standard practice?",To ensure an aft trim, To put winches in double gear,To discharge ballast,To slacken preventer backstays,B
754,"RO/RO VEHICLE OPERATIONS PROCEDURES. When moving vehicles on or off the ship, follow these rules, except","Warn personnel of oncoming vehicles, when moving vehicles through the various levels and holds of the ship.",Operate vehicles with lights on in the evening only,Only one vehicle may transit a ramp at any time.,Secure cargo loaded within vehicles to prevent movement and shifting.,B
755,"RO/RO VEHICLE OPERATIONS PROCEDURES. When moving vehicles on or off the ship, follow these rules:","After starting the vehicle, immediately perform a horn check by driving forward several feet and then applying the switch",Only qualified and screened drivers are permitted to operate vehicles.,All personnel working in vehicle operating areas may wear hearing protection.,Back vehicles on your own safely and carefully ,B
756,Roll amplitudes may be reduced by up to 35 % and are therefore a very cost-effective means of limiting roll amplitude.,stabilizer fins fitted along the sides,Bilge keels should be fitted throughout the length of the parallel mid-body,passive stabilizing tanks,flume tank,B
757,Ship's officers should deck every cargo compartment after it is filled with bulk grain to ensure _________.,all lighting circuits are energized,all void spaces are filled,the correct grade of cargo has been loaded,the heavier grades is in the lower hold,B
758,Ships that carries liquid in bulk are _____________,Type B ships,Type A ships,Type C ships,Type D ships,B
759,Special surveys are carried out on the ship every ___________ and are more severe with each successive special survey.,2 1/2 years,4 or 5 years,in the third anniversary of the certificate,3 years,B
760,Spontaneous heating of coal rapidly accelerates at the approximate minimum temperature of _________.,88°F,100°F,111°F,119°F,B
761,"Stowing refrigerated cargo does not differ greatly from that of general cargo, except that refrigerated cargo requires more care with temperature and ventilation and normally is not palletized. Which is statement is untrue?",Foods having a strong odor should not be mixed with those having a tendency to absorb odors. ,All cargo compartments must be at a higher temperature before loading to prevent refrigerated cargo from thawing or spoiling,"Perishable cargo is divided into three general classes: frozen, chilled, and air-cooled cargo.",To ensure that the cargo does not remain in open storage in the terminal without refrigeration for an extended period of time.,B
762,Substances which are solids or liquids when contact with H2O will emit flammable gasses,Substance liable to spontaneous combustion,Substance when wet,Self- reactive flammable solids and liquids,Oxidizing Agents,B
763,"Suppose the drafts at the AP, Amidships and FP were 8.994 m, 8.797 m and 8.517 m, respectively. The LCF was 0.37 m forward of amidships with an LBP of 143.5 m, find the quarter mean draft.",8.776 m,8.787 m,8.756 m,8.877 m,B
764,"Surveys conducted forward of the accommodation and within the after peak tank does not include the engine room structure, particularly below the bottom floor plates where corrosion can continue un-noticed. What type of survey is/are recommended by OCIMF to examine engine room structures? I. Enhanced Survey II. Special Survey III. Intermediate Survey IV. Periodical Survey","I, II and III are correct",II and III are correct,"II, III and IV are correct","I, II, III and IV are correct",B
765,Sweat damage will occur in a cargo hold containing cased machinery when the _________.,air temperature of the hold is higher than the temperature of the outside air,dew point of the hold is higher than the temperature of the ship's skin,dew point of the outside air is lower than the temperature of the cargo,outside air temperature is colder than the temperature of the cargo,B
766,"Tankers carrying cryogenic cargoes, such as LNG, are fitted with gas detector systems alarmed at 30% of the lower explosive limit. If the gas detector alarms sounds, this means __________.",the detector is sampling a space in which 30 percent of the atmosphere is explosive,"a flammable vapor concentration exists at the sample point, but it is too lean to burn",an explosion is about to take place,the detector sensor is sampling a space where the cargo vapor concentration is 30 percent by volume,B
767,Tanks that are fitted with web frames not more than 5 frames apart. A centerline bulkhead must also be fitted.,cofferdams,deep tank,tank top,heeling tank,B
768,The amount of water that can enter a bilged compartment is termed ________.,flooding,permeability,free communication,added weight method,B
769,"The approximate rolling period of a dry cargo vessel with GM 3.0 ft, beam 60 ft is:",14 seconds,15 seconds, 9 seconds,25 seconds ,B
770,The area under s statical stability curve multiplied by the ship's displacement is termed ___________.,statical stability,dynamical stability,area under GZ curves,area under statical stability ,B
771,"The best emergency repair to a crack forming in the vessels hull, is to:",drive wedges into the crack,drill the ends of the crack and applying a concrete patch,weld doubler plate over the crack,weld a metal box over the crack and applying air pressure,B
772,"The cargo hatches of a cargo vessel should be openned to the atmosphere, especially for hygroscopic cargoes, if the _____________.",The dew point of the outside air is greater than the dew point of the air in the hold,The dew point of the cargo hold is greater than the dew point outside,The outside dew point is 60°F and the cargo temperature is 54°F,The dew point of the air in the hold is very low,B
773,The classification of infectious substances is:,class 1,class 6.2,class 5.7,class 5.8,B
774,The dangerous cargo manifest does NOT indicate __________.,UN identification numbers,the net weight of each hazardous cargo,the stowage location of hazardous material aboard the vessel,"a description of the packaging (drums, boxes, etc.)",B
775,"The deck load capacity of a compartment into which you intend to load a cargo of soft brick is 380 lbs. per sq. ft. The stowage factor of the brick is 21.3. Disregarding broken stowage, what is the maximum height the brick may be stacked without endangering the structure?",1.7 feet,3.6 feet,5.0 feet,7.1 feet,B
776,The depth of a petroleum product from the tank datum to the liquid surface is termed as ____,innage,ullage,thievage,outage,B
777,The difference between the drafts at the Forward and After Perpendiculars is the _________,actual trim,true trim,apparent trim,trim,B
778,The difference between the height of the metacenter and the height of the center of gravity is:,metacentric radius,metacentric height,righting arm (GZ),height of metacenter above gravity,B
779,The first consideration when discharging oil cargo is to __________.,get the bow up as the suction bellmouth are loacted forward ,trim by the stern, discharge from the centerline tanks first, discharge from amidships first,B
780,The handling of steel plate is a difficult and dangerous operation. Cargo handlers should observe the following safety precautions when handling steel plate:,Stow steel plate on the top holds or the upper decks for easy handling,Stow steel plate level on dunnage so that the weight of cargo loaded on top of it will be evenly distributed over the entire plate.,Use a round turn on each sling and weld the end of the sides if long lengths of plate have a tendency to bend when slung.,Use forklifts when moving the plates into final stowed position.,B
781,The hazard associated with the generation of electrostatics during the cargo tank washing should be carefully considered as:,voltage hazard,electrostatic hazard,tank hazards,no hazard at all,B
782,The head block is located _______.,at the base of the boom,at the head of the boom,at the head of the mast,on top of the jack staff,B
783,The IMO regulations for Timber Deck Cargoes require:,lifelines to be rigged on the port and stbd sides, a taut lifeline on the ships C/L, lifelines to be made available if required, lifelines to be of manila,B
784,The information written on the labels shall be identifiable even if immersed in seawater for _____.,60 months,90 days,30 days,60 days,B
785,"The initial trim of the vessel is 32 cm by the head. After moving an unkwnown weight 120 meters from forward to aft, her final drafts are 6.22 m F and 6.62 m A. Find the the unknown weight if the MTC is 280.",19 tonnes,168 tonnes,74 tonnes,1.68 tonnes,B
786,"The internal structure of the cargo tanks in Tankers, often un-coated, are exposed to potentially corrosive gases, sea water, crude oil and other oil products. Corrosion in the cargo tanks are classified as:I. General CorrosionII. Local CorrosionIII. Pitting CorrosionIV. Weld Metal Corrosion","I, II and IV are correct"," I, II, III and IV are correct","I, III and IV are correct","II, III and IV are correct",B
787,The lashing on a stack of containers with interlocking fittings restrain the forces that cause ___________.,toppling,rackling,buckling,crushing,B
788,The lashings on a stack of containers with interlocking fittings restrain the forces that cause __________.,crushing,racking,toppling,buckling,B
789,"The length of your vessel is 480 feet, draft is 18 feet 7 inches forward and 22 feet 3 inches aft. TPI is 46, MCTI is 1,130 ft-tons, CF is at amidships. A weight of 100 tons is loaded 180 feet forward from amidships. Solve the change of trim.", 7.97 in.,15.93 inches by the head, 15.93 in. by the stern,7.97 feet,B
790,"The length of your vessel is 480 feet, draft is 18 ft. 7 inches forward and 33 ft. 3 inches aft. TPI is 46, MCT1 is 1130 ft-tons, CF is at amidships. A weight of 100 tons is loaded forward from amidships. Calculate parallel sinkage.",21.7 feet,2.17 feet,21.7 inches,2.17 inches,B
791,"The lesser the flashpoint temperature of a petroluem product, the __________.",liquid petroleum requires less heat to ignite,vapor above the liquid requires less heat to ignite,gas will immediately contract because of low temperatures,petroleum liquid will remain fluid ,B
792,"The metacentric height of your vessel is 1.12 ft. Her displacement at summer draft is 35,000 tons, her beam is 60 feet. Find her rolling period.",10 sec., 25 sec.,30 sec.,35 sec.,B
793,The most frequent cause of fruit carried as a refrigerated cargo being infected at the discharge port is:,leaks in the ships refrigeration system,cleaning of the cargo spaces is not done properly,improper precooling of the cargo spaces,carriage at the wrong temperature,B
794,The most frequent incidents of tanker pollution during tanker operations is:,due to collisions,loading and discharging,oil spill,human error,B
795,The order of importance in addressing damage control is ____________.,"control of fire, restore vital services, control flooding","control of fire, control of flooding, repair structural damage","restore vital services, control fire, control flooding","control flooding, control fire, repair structural damage",B
796,"The present draft is 8.20 m fwd and 8.60 m aft. You want to load at your maximum load draft of 8.88 m. If the TPC at this draft is 26, how much cargo remains to be loaded?","1,228 tons","1,248 tons","1,238 tons","1,218 tons",B
797,The principal reason for cargo segregation is to:, allow space for additional cargo,keep apart cargo that should not be mixed, allow ventilation,maintain stability,B
798,The roll of the ship being in phase with the action of the waves is termed as __________.,syncronized heeling,synchronous rolling,phasing of rolling,rolling in phase,B
799,The safe working load (SWL) of wire rope with a safety factor of 6 is what percent of its strength? ,10%,17%,50%,80%,B
800,The securing systems for containers were developed to prevent container movement during which ship motion?,Surge,Roll,Sway,Yaw,B
801,"The ship displacing 17,622 tonnes draws 8.786 m at a water density of 1.019. If TPC is 25.86, find the draft at sea.",8.735 m,8.745 m,8.838 m,8.627 m,B
802,The shipping papers for the products being carried in your tankship are NOT required to contain the __________.,name of the consignee(s),exact quantity of the cargoes,grades of the cargoes,location of the delivery point(s),B
803,"The ship's freeboard, after corrections have been made to the DfT Tabular Freeboard value is called __________",summer freeboard,assigned freeboard,tabulated freeboard,None of these,B
804,The stowage factor is the:,number of types of cargo per hold, volume per unit of weight,weight allowed for deck loading,weight per unit,B
805,"The Trim and Stability booklet provided by the shipbuilder to the owners contains the following technical data, except:",General particulars of the ship and General Arrangement Plan,cross curves stability such as GM and Deadweight curves, Inclining experiment report and its results,Example conditions of loading ,B
806,"The true mean draft of the vessel is 6.18 m, LBP 164 m and LCF 76 m FOAP. Find the draft aft at the markings, 6 m FOAP, if the trim is 1.34 m by the stern.",6.800 m,6.752 m,6.773 m,6.572 m,B
807,"The true mean draft of the vessel is 6.25 m, LBP 164 m and LCF 88 m FOAP. Find the draft forward if the trim is 1.26 m by the head.",5.666 m,6.834 m,6.844 m,6.734 m,B
808,The vertical component of a shift of solid bulk cargo may be large enough to reduce GM sufficiently to cause a ________________.,neutral condition,loll situation,tender condition,cranky condition,B
809,The vessel will experienced hogging if the Mean Weight Moment is __________ the Mean Bouyancy Moment.,less than,greater than,equal than,above,B
810,The vessels structure foreside the collision bulkhead is stiffened to resist:,hogging and sagging,panting and racking,water pressure,panting and pounding,B
811,"There are two tanks, one each side of the ship and the level of water is controlled by a pump acting in response to a gyro controlled roll sensing system.",flume tank,active tanks,passive stabilizing tanks,top side tanks,B
812,There is tensile stress in the A - Strake section if weight is concentrated on _____________,tanks numbered 1 and 7 if there are 7 tanks,tank no. 4 if there are 7 tanks,"tanks numbered 5, 6 and 7 if there are 7 tanks","tanks numbered 1, 2 and 3 if there are 7 tanks",B
813,This condition arises when the ship's natural rolling period equals the period of encounter of the waves.,equalization,synchronism,beam seas,rolling period worsens,B
814,"To determine the weight capacity of a deck in a cargo hold, you would refer to the __________.",deadweight scale,deck capacity plan,cubic capacity tables,general arrangement plan,B
815,"To determine whether the ship complies with the requirements of "Structural Strenght and Stability of the Ship", what shall be tested by the surveyor appointed by the Assigning Authority?",draft and displacement surveys,inclining test,actual and visual inspection of all strength members,structural strenght test by hydraulic means,B
816,"To ensure a container is structurally sound, what test can be used as part of a checking procedure?",Torch test,Daylight test,Hose test,Airtight test,B
817,"To prevent the line from fraying as soon as it passes over the side of the vessel, what should you do?",Worm that part of the line.,Cover it with chafing gear.,Splice that part of the line., Install a cleat.,B
818,Transverse watertight bulkheads which divide a ship into a number of watertight compartments are of great importance for the following reasons:,"fire, comfortability of cargoes and reliability","strength, fire and subdivision","floodable length, intact stability and watertightness","tension, shearing and bending moments",B
819,Twenty-five hundred (2500) tons of iron ore with a stowage factor of 17 is stowed in a cargo hold. The dimensions of the hold are 55 feet long and 45 feet wide and 35 feet high. What is the height of the center of gravity of the ore above the bottom of the hold?,7.8 feet,8.6 feet,17.1 feet,34.6 feet,B
820,Typical manholes have a __________________.,700 mm by 800 mm openning,450 mm by 600 mm openning,500 mm by 650 mm openning,600 mm by 700 mm openning,B
821,Vertical distance measured from the liquid surface and the tank datum.,Outage,ullage,innage,Tankage,B
822,Vessel oscillates on her transversal axis in a seaway _____,rolling,pitching,yawing,swaying,B
823,Vessel's freeboard is associated with:,statutory requirement by flag state,reserve buoyancy ,loadline certificate,None of the above,B
824,What causes the most frequent incidents of pollution during tanker operations?,Groundings,Loading and discharging,Routine discharge of oil during ballasting and tank crude oil washing,Collisions,B
825,What characterizes a Ro-Ro vessel?,May carry up to 24 passengers,High freeboard and sail area,Long port stays required for cargo securing,Lightweight securing equipment trailers,B
826,"What damage to cargo is the result of exposure to inclement weather conditions, carelessness and the use of improper gear?",Damage from Crushing,Damage in Handling,Damage from Exposure,Damage from Contamination,B
827,"What does a "Bulk cargo" refer to?",Cargo which requires refrigeration,Homogeneous cargo not enclosed in a container,Cargo which is very dense,Cargo which occupies a large volume of space,B
828,"What does a "wet cargo" refer to?",Bulk liquids,Liquids in containers,Cargoes that will cause condensation,A cargo that will be damaged if it gets wet,B
829,What is a wet cargo?,A liquid cargo carried in the deep tanks,a canned or bottled liquid such as beer,A cargo that contains hygroscopic moisture,A cargo particularly susceptible to damage by moisture,B
830,"What is meant by "spotting the boom"?",Lowering it into a cradle,Placing it in a desired position,Spotting it with wash primer and red lead,Two-blocking it,B
831,"What is meant by the term "topping the boom"?",Lowering the boom,Raising the boom,Spotting the boom over the deck,Swinging the boom athwartships,B
832,What is NOT a securing system used on a containerships?,Lashing system,Stacking system,Locking system,Buttres system,B
833,What is the estimated draft of a vessel in a full shallow water whose depth is 11 meters?,7.33 meters,9.17 meters,10.27 meters,8.37 meters,B
834,What is the inert gas system on a tanker used for?,Blow out cargo lines to prevent gas concentrations,Dilute tank atmospheres to keep gas concentrations below the lower explosive limit,Prevent fires in the pump room by continually displacing flammable vapors,Prevent the generation of flammable or combustible gas in tanks,B
835,What is the main purpose of dunnage?,To act as ballast for light vessels,To provide ventilation and drainage for cargo,To secure the tarpaulins in place,To support weakened bulkheads,B
836,"What is the maximum breadth of the canal or river to be considered "Confined Channel" if the ship measures 290m x 32m drawing 12 meters of water at a depth of 15 meters?",0.05 n. miles,0.14 n. miles,0.28 n. miles,0.51 n. miles,B
837,"What minimum size manila line is required to hold a weight of 932 pounds, if you use a safety factor of six? ","2.0"","2.5"","3.0"","3.5"",B
838,What provides the majority of strength to an aluminum-sided container?,Corner fittings,"Framework, primarily the corner posts",Framework and siding acting as a girder,Aluminum side and end panels,B
839,What purpose does a bridge fitting serve when lashing containers?,Restrains racking loads,Restrains the container against horizontal motion,Ties a container stack to the deck,Ties a container to the container below it,B
840,"What should be done after putting down the ramp on a Ro-Ro vessel, prior to loading or discharging cargo?",Turn on red cargo light.,Turn on ventilation for cargo holds.,Call out the deck department for all hands.,None of the above ,B
841,What should you be concerned with when loading and securing vehicles aboard a Ro-Ro vessel?,That all fuel is drained from the vehicles tank to prevent fire hazard,"The size, weight, and center of gravity of vehicle/cargo unit",The preffered stowage of vehicles is arthwartships wherever possible,The vehicles brakes should not be set to allow for adjusting the lashings,B
842,What term is listed on a Material Safety Data Sheet (MSDS) to describe a chemical that can produce life-threatening or seriously disabling health hazard? ,Moderate toxicity,High toxicity,Recommended toxicity,Low toxicity,B
843,What will be the decrease in the vesssel's speed in open but shallow waters?,45 percent,35 percent,25 percent,15 percent,B
844,What will not always happen if you add weight anywhere in the vessel?,reserve buoyancy is reduced,increase righting arm,freeboard is reduced,center of bouyancy rises,B
845,"When a ship of 10,000 tonnes displacement is heeled 15 degrees, the righting lever (GZ) is 0.2 m, KM 6.8 m. Find the KG and the moment of statistical stability.","2,100 tonnes-meter","2,000 tonnes-meter","2,150 tonnes-meter","2,200 tonnes-meter",B
846,"When a vessel is in neutral equilibrium, the GM will be ", Negative,Zero,Small, Large,B
847,"When a vessel is stationary and in a hogging condition, the main deck is under:",shear stress,compression stress,racking stress,tension stress,B
848,"When a vessel suffered a breach of the hull through grounding, collision or other means and water has been admitted into the hull, it is termed ____________.",free communication,bilged ship,permeability,damaged ship,B
849,"When a wind force causes a vessel to heel to a static angle, the:",centers of buoyancy and gravity are in the same vertical line,righting moment equals the wind-heeling moment,center of buoyancy remains the same,deck-edge immersion occurs,B
850,When cargo is shifted from the lower hold to the main deck the __________.,GM will increase,mean draft will remain he same, center of buoyancy will move downward, All of the above,B
851,"When carrying refrigerated cargo, while on passage the most important monitoring is:",daily checks on cargo packaging,regular temperature checks,cargo samples recorded daily,for CO2 build up,B
852,"When commencing cargo operations on a container ship, one cell at a hatch is generally discharged completely (to the bottom of the ship) before removing any containers from the adjoining cells to ________.",remove an existing list that would slow down cargo operations,initiate loading in conjuction with unloading at the hatch,improve stability during cargo operations,allow longshoremen easy access to the hatch,B
853,"When discharging an oil cargo, the first consideration should be to __________",discharge from the wings first,reduce the draft forward, discharge from amidships first, discharge from the centerline tanks first,B
854,"When displacement increases, the free surface corrections for slack tanks:",increase,decrease,are directly proportional,remain unchanged,B
855,"When fruit is carried as refregirated cargo, the most frequent cause of its being infected at the discharge port is ________.",leaks in the ship's refregiration system,improper cleaning of the cargo spaces,carriege at the wrong temperature,improper precooling of the cargo spaces,B
856,When operating Union Purchase lifts:, the safe working load relates to the single derrick limit, angles between married runners should never exceed 120°, angles between married runners should exceed 90°, preventer guys and slewing guys must share pad eyes,B
857,"When planning a container cargo, the cargo officer should ensure that:",containers carrying dangerous cargo are stowed to allow regular inspection,potential ship stresses are calculated,containers carrying dangerous cargo are separated from each other, there is a small negative GM on sailing,B
858,"When planning to load a coal bulk cargo, you should:",blank off the hold ventilation system, treat it as potentially dangerous,rig fire hoses to every hold,reject the cargo unless there is sufficient moisture content,B
859,"When reading the draft marks, you notice the water level forward is 4 inches below the 11 and the water level aft is 2 inches below the top of the 11. What is the mean draft?","11'-08"","11'-00"","11'-04"","11'-06"",B
860,"When the dewpoint of the outside air is greater than the dewpoint of the air inside the cargo hold, you should:",energize the exhaust blowers,not ventilate the cargo holds,energize the intake blowers,ventilate the cargo holds,B
861,When the presence of flammable vapour is to rich to support combustion then it is called ________________,lower flammable limit,upper flammable limit,auto ignition,flashpoint,B
862,"When using a crane for transferring personnel in a basket, the load hook must be equipped with a __________. ",safety belt for each rider,safety latch,moused shackle,quick-release device,B
863,"When you multiply weight by distance, it will result in:",righting force,vertical moment,displacement ,metacentric moment,B
864,Which cargoes require strips of common building lathe as dunnage in order to carry away heat generated by the cargo?,Cardboard cartons of shoes,Refrigerated fruit that is ripening,Paper products packaged in rolls,Canned soups packaged in crates,B
865,Which device is designed to automatically hold the load if power should fail to an electric winch?,Pneumatic brake,Electromagnetic brake,Hand brake,Motor controller,B
866,Which ending is NOT acceptable in a wire rope that is free to rotate when hoisting?,Poured socket,Liverpool eye splice,Eye found with a pressure clamped sleeve,Eye formed by clips,B
867,Which is an example of cargo damage caused by interent vice?,Sublimation of chemicals,Heating of grain,Stevedore damage,Wear and Tear,B
