FUNCTION 3: CONTROLLING OF OPERATION OF THE SHIP ANDCARE FOR PERSONS ON BOARD AT THE DECK MANAGEMENT LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
1023,"In reference to SOLAS III, Regulation 39, inflation of the liferaft shall take place within ____ minutes in ambient temperature of -30 deg C.",2,3,4,5,B
1024,"In ship construction, the shell plating is arranged in strakes. The garboard strake is located:",at the very bottom center,at each side of the keel,at the turn of the bilge,just under the Sheet line,B
1025,"In ship construction, the strakes are given letter designations beginning with the letter ‘A. The “A” strake is adjacent to the:",deck edge strake,keel,turn of the bilge strake,sheer strake,B
1026,"In the absence of external forces, adding weight on one side of a floating vessel causes the vessel to:",heel until the angle of loll is reached,list until the center of buoyancy is aligned vertically with the center of gravity,trim to the side opposite TCG until all moments are equal,decrease draft at the center of flotation,B
1027,"In using a dry chemical agent which of the following choices should it be directed? ",Flame center ,Base of the flames ,Above the flames ,In the smoke,B
1028,"In using the load on top method to control pollution, what action should you take after transferring all dirty ballast to the slop tank.",The clean tanks should be ballasted,The slops should be allowed time to settle,The slops should be emptied when near to ship alongside,The clean tank should not be mixed with ballast water,B
1029,In what part of 33CFR can be found the recordkeeping requirements for specific machinery space operations onboard all ships of 400 gross tons or above other than a tanker that must be entered into an Oil Record Book?,33CFR Part 151.15,33CFR Part 151.25,33CFR Part 151.55,33CFR Part 151.2070,B
1030,In which of the areas listed is a fire resulting from spontaneous combustion most likely to occur?,Engine room bilges, Paint locker,Battery storage locker,Fuel oil tank,B
1031,Increasing the free surface of a confined liquid has the effect of raising the:,uncorrected ‘KG,virtual height of the center of gravity,metacenter,metacentric height,B
1032,It is an expression that covers all damages which may be sustained by ship and/or cargo during a voyage as well as extraordinary expenses which may be incurred in a maritime adventure.,General average,Average,Overall average,Percent average,B
1033,It is important to preserve knowledge because:,it makes organization essential,it is a foundation of future development ,it is the key towards success,all of the choices,B
1034,"It is the International Convention for the Prevention of Pollution from ships, 1973 and its protocol of 1978.",STCW,MARPOL,IOPP,MARLAW,B
1035,Keel scantling of any vessel are greatest amidships because:,connection between and forebody are most crucial,of maximum longitudinal bending moments,of severest racking stresses,resistance to grounding is at a maximum amidships,B
1036,Leadership style sometimes must change with the readiness level of the employees. Which of the following employee readiness level scenarios would be best suited for adopting a structuring and telling leadership style?,Where the employees are able but unwilling or insecure.,Where the employees are unable and unwilling or insecure.,Where the employees are unable but willing or confident.,Where the employees are able and willing or confident.,B
1037,Life jackets should be stowed in __________.,mess rooms,readily accessible locations,locked watertight containers,survival craft,B
1038,Lifesaving equipment shall be stowed so that it will be:,locked up,readily accessible for use,inaccessible to passengers,on the topmost deck of the vessel at all times,B
1039,Load line regulations are designed to insure that a ship has adequate structural strength and sufficient_________.,lifesaving equipment,stability,mooring tension,riser tension,B
1040,Member that fit between the floors of a vessel and stiffen double bottom?,Boss plate,Intercoastal ,Cant frame,Deck beam,B
1041,Nitrogen oxide emissions from vessels were put at about _________ percent of total global emissions.,6,7,8,9,B
1042,"Officers onboard, in order to achieve effectiveness and efficiency, must possess the following skills and personal characteristics, except:",planning and organizing the structure to suit the current needs,leadership and high tech equipment to compliment,delegation and control of people within the organization,decision-making to be firmed and well thought ,B
1043,"Once a fire and emergency drill is conducted, the drill ideally should be critiqued. Which of the following statements best describes the essential characteristics of an effective critique?",Determining what went right and what went wrong and identifying areas where change and improvements are necessary to the fire control plan or to the general arrangement plan.,Determining what went right and what went wrong and identifying areas where change and improvements are necessary to the pre-fire plan or to the emergency skills training plan.,Determining what went right only and focusing only on the positive to reinforce effective and productive behavior that promoted team functionality.,Determining what went wrong only and focusing only on the negative in an attempt to extinguish ineffective or counter-productive behavior that worked against team functionality.,B
1044,"Once the problem has been defined, the next step is ______.",develop alternatives,identify the decision objectives,initiate corrective action,diagnose the causes,B
1045,"One of the dangers is beaching end on is that cross-winds or currents may swing the ship rapidly into a _________ on the shore, making re-floating very difficult.",Stern-on position,Broadside position,Leeward position,Head-on position,B
1046,Owing to the girth of a ship amidships than at the ends certain strakes are dropped as they approach the bow and stern to reduce the amount of plating at the ends. These strakes are called _________.,drop strakes,stealers,throughs,voids,B
1047,"Part C, Chapter VI of SOLAS deals with:",General Provision,carriage of grain,radioactive materials,bulk cargoes other than grain,B
1048,"Personnel who have not been assigned to be part of the emergency squad, or allotted other duties and are not on watch at the time of the emergency will be assigned to the __________ Squad.",First aid,Support,Combating,Emergency,B
1049,"Prior to entering a davit launched liferaft, you should make sure that:",the liferaft is well ventilated of excess carbon dioxide,all personnel have removed their life preserver to facilitate boarding,the liferaft is full from oxygen inside to avoid suffocation,all personnel must remove their life preserver except for helmet for head protection,B
1050,Progressive flooding is controlled by securing watertight boundaries and:,abandoning ship,pumping out flooded compartments,jettisoning cargo,transferring water ballast,B
1051,"Provided every effort is used to preserve body moisture content by avoiding perspiration, how long is it normally possible to survive in a survival craft without stored quantities of water?",Up to 3 days,Up to 14 days,Up to 25 days,Up to 35 days,B
1052,Psychological mechanism of blaming difficulties on someone else is called _______:,avoidance,projection,aggression,anxiety,B
1053,Puncture leaks in the lower tubes or bottom of an inflatable liferaft should FIRST be stopped by using __________.,sail twine and vulcanizing kit,sealing clamps,repair tape,a tube patch,B
1054,Quick cleaning strainers are installed in the fire main system at individual fire hydrants to:,prevent rust and foreign matter from entering the system piping,prevent rust and foreign matter from entering the hoses and nozzles,protect the fire pumps from becoming clogged with marine growth,filter out some of the salt in an effort to reduce pipeline scaling,B
1055,"Reference SOLAS II-A, Regulation 4, any diesel driven power source for the pump shall be able to start the pump at least __________ times in 30 minutes and at least twice within first 10 minutes.",4,6,3,5,B
1056,"Reference SOLAS III, Regulation 35, the rocket parachute flare shall have a red color and luminous intensity 30,000 cd in a period of ___________ seconds.",200,40,50,100,B
1057,Regulations for the Prevention by Harmful Substances in Package Form entered into force on:,"July 1, 1988","July 1, 1992","July 1, 1998","July 1, 1982",B
1058,Regulations require that cargo tanks carrying grades D or E liquids on tank barges be vented with:,forced draft blowers,gooseneck vents and flame screens,pressure- vacuum relief valves,branch vent lines and a vent header,B
1059,Rescue boats may be either of rigid or inflated construction or a combination of both and shall:,be not less than 5 m and not more than 10 m in length,be capable of carrying at least five seated persons and a person lying on a stretcher. ,be capable of maneuvering at a speed of at least 6 knots and maintaining that speed for a period of at least 24 hours. ,be capable of towing the largest life-raft carried on the ship when loaded with its full complement of persons and equipment or its equivalent at a speed of at least 6 knots. ,B
1060,Respond to security risks to maintain the safety and security of the ships crew and passengers include which statement below?,"Security risk situations are secretly identified and assessed for degree of risk to self, others and vessel",Response is formulated and carried out according to security risk management plan,"Safety and security of self, others and vessel is minimized through response initiative ",Changing circumstances are monitored and responses are permanently followed to maintain security,B
1061,Shell plating that has curvature in two directions and must be heated and hammered to shape over specially prepared forms is called:,compound plate,furnaced plate,flat plate,rolled plate,B
1062,Ship Security Plan is not subject to inspection by:,customs officer,port State control,classification society,coast guards,B
1063,Signaling devices required on inflatable liferafts include a(n) __________.,air horn,orange smoke signal,lantern,very pistol,B
1064,SOLAS requires a lifesaving training manual be provided in each crew cabin or in the __________. ,engineering control station,recreation and mess rooms,fire control room,bridge,B
1065,Specific acts of an individual or organization that either directly or indirectly cause an incident is called:,human factor,human error,human misinterpretation,human planning,B
1066,Strong slip secured to the main framing of the ship's chain that holds the inboard of an anchor chain:,senhouse slip,bitter end,capstan fit,deck gate,B
1067,Sufficient portable drive heads for a crude oil washing system must be provided in order to avoid one head being used during the tank washing procedure more than:,2 times,3 times,4 times,5 times,B
1068,Surface burns should first be treated by:,washing the area with a warm soap and water solution,"flooding, bathing, or immersing the area in cool water",covering the area with talcum power and bandaging tightly,leaving them exposed to the atmosphere,B
1069,"The ability of a manager to know how to make plans and policies, and have full control of the entire organization.",Problem Solving Skills,Administrative Skills,Leadership Skills,Decision Making Skills,B
1070,The age limit requirement for vessels in order that it will be exempted from VAT upon importation is:,5 years for tankers,15 years for passenger ships,1 year for container,3 years for bulk,B
1071,The amended Annex to 1978 STCW Convention authorizes Port State Control Officers (PSCO) to test the seafarer performing support duties in keeping a safe watch to determine:,the standard of competence of individual seafarer on board,their ability to perform standard duties in keeping the ship seaworthy,the level of alertness in case of emergency,all of the choices,B
1072,"The approximate rolling period of a dry cargo vessel with GM 3.0 ft, beam 60 ft is:",14 seconds,15 seconds, 9 seconds,25 seconds ,B
1073,"The best emergency repair to a crack forming in the vessels hull, is to:",drive wedges into the crack,drill the ends of the crack and applying a concrete patch,weld doubler plate over the crack,weld a metal box over the crack and applying air pressure,B
1074,The best way to combat an engine room bilge fire is through the use of a ________________.,dry chemical extinguisher and solid stream water,foam extinguisher and low velocity water fog, foam extinguisher and solid stream water,foam and soda acid extinguishers,B
1075,The bosun has thrown the liferaft into the water before abandoning the vessel. The operating cord __________.,is used to rig the boarding ladder,serves as a sea painter,is cut immediately as it is of no further use,detaches from the liferaft automatically,B
1076,"The breaking strength of the service lines of the rockets used with line throwing appliances is:",300 lbs ,500 lbs,700 lbs,800 Ibis,B
1077,"The C/P stipulates a Weather Working Day (WWD) of two 8-hour shifts. If bad weather had interrupted work for four (4) continuous hours during the normal working period of the day, how many hours will count as interrupted laytime?",12 hours,6 hours,18 hours,24 hours,B
1078,The capacity of any liferaft on board a vessel can be determined by __________.,referring to the shipping articles,examining the plate on the outside of the raft container,examining the Certificate of Inspection,"referring to the Muster List ("Station Bill")",B
1079,The carbon dioxide cylinders of a fixed fire extinguishing system may be located inside the protected space if the quantity of CO2 required to protect that space is not more than.,100 pounds,300 pounds,600 pounds,900 pounds,B
1080,The class of fire on which a blanketing effect is essential to extinguish the fire is:,class A,class B,class C,class D,B
1081,The classification of oxidizing substance is:,Class 6.0,Class 5.1,Class 5.3,Class 5.2,B
1082,The color of rockets shells or rocket parachute flares used to indicate that the vessel is in distress and requires immediate assistance is:,yellow,red,green,white,B
1083,The commander of a rescue unit designated to co-ordinate search and rescue operations within a specified search area.,Coordinator Surface Search,On-Scene Commander,Rescue Unit,Rescue Sub Center,B
1084,"The deck load capacity of a compartment into which you intend to load a cargo of soft brick is 380 lbs. per sq. ft. The stowage factor of the brick is 21.3. Disregarding broken stowage, what is the maximum height the brick may be stacked without endangering the structure?",1.7 feet,3.6 feet,5.0 feet,7.1 feet,B
1085,The draft of a vessel is the vertical distance between the keel and:,plimsoll mark,waterline ,freeboard line,aft draft ,B
1086,The engine in a covered lifeboat is fueled with __________.,unleaded gasoline,diesel oil,leaded gasoline,liquefied gas,B
1087,The equipment required to be included in the fireman's (emergency) outfit is ______.,approved work vest,self-contained breathing apparatus,five cell approved flashlight,list to stabilize at an angle of loll,B
1088,The firefighting agents that produces a buoyant blanket to separate the burning vapors from air is ________,cO2,low-expansion foam,water fog,treat for shock,B
1089,"The function of the small gas accumulator cylinder, attached to the discharge piping of the engine room fixed CO2 system is it:",absorbs the pressure shock to the piping resulting from the initial release of carbon dioxide,delays the release of carbon dioxide into the engine room,controls the rate of discharge of carbon dioxide into the engine room,will immediately discharge the CO2 to the engine room,B
1090,The grab rail of a metal lifeboat is normally located __________.,along each side of the keel,along the turn of the bilge,near the top of the gunwale,at the bow and at the stern,B
1091,"The highest concentration of a harmful substance to which a person may be exposed without danger to health, is termed the:",odor threshold,threshold limit value,vapor pressure,tolerance point,B
1092,The hoods over galley ranges present what major hazard? ,They inhibit the effective operation of fire fighting systems in combating deep fat fryer or range fires.,Grease collects in the duct and filter and if it catches fire is difficult to extinguish.,In order to effectively draw off cooking heat they present a head-injury hazard to a person of average or more height.,They concentrate the heat of cooking and may raise surrounding flammable material to the ignition point.,B
1093,"The horizontal port, or starboard movement of a vessel is called:",yaw,sway,surge,heave,B
1094,The initial action in the treatment of a person suspected of having airway burns is to:,move him to a cool location,confirm and maintain an open airway,apply cool damp dressing to his neck,have him drink cool liquids,B
1095,The ISM Code for safety management is one of the tools for implementing a risk-based approach. The management system therefore should _____________.,establish procedures for abandon ship,establish safeguards against all identified risks,establish procedures for oil spill drills,establish procedures for incident investigation,B
1096,The lateral field of vision of a person wearing an immersion suit when seated in fixed position would be:,90 degrees,120 degrees,180 degrees,360 degrees,B
1097,The length of the steering oar in a lifeboat is __________.,the same length as the rowing oars,longer than the rowing oars,shorter than the rowing oars,unrelated to the length of the rowing oars,B
1098,"The length of your vessel is 480 feet, draft is 18 feet 7 inches forward and 22 feet 3 inches aft. TPI is 46, MCTI is 1,130 ft-tons, CF is at amidships. A weight of 100 tons is loaded 180 feet forward from amidships. Solve the change of trim.", 7.97 in.,15.93 inches by the head, 15.93 in. by the stern,7.97 feet,B
1099,The lowest temperature at which a liquid gives off sufficient vapor to form a flammable to mixture over its surface is termed as:,flammable limit,flash point,saturation point,auto-ignition point,B
1100,The MAJOR disadvantage in the use of a dry chemical fire extinguisher on an electrical fire is that the _________.,powder conducts electricity back to the fire fighter,dry chemical leaves a powder residue which may render electrical equipment inoperative,extinguisher will need to be recharged,breaks up the molecular chain reaction,B
1101,"The metacentric height of your vessel is 1.12 ft. Her displacement at summer draft is 35,000 tons, her beam is 60 feet. Find her rolling period.",10 sec., 25 sec.,30 sec.,35 sec.,B
1102,The most effective first aid treatment for chemical burns is to immediately:,apply ointment to burned area,flood the affected area with water,wrap the burn with sterile dressing,apply an ice pack to the burned area,B
1103,The most essential element in the administration of CPR is:,to have the proper equipment for the process,the speed of treatment,the administration of oxygen,the treatment for traumatic shock,B
1104,The most excellent beverage for a person suffering from shock is a:,medicinal brandy,hot coffee ,warm water,cold water ,B
1105,The most frequent incidents of tanker pollution during tanker operations is:,due to collisions,loading and discharging,oil spill,human error,B
1106,The necessity for administering artificial respiration may be recognized by the victims:,vomiting,blue color and lack of breathing,irregular breathing,unconscious condition,B
1107,The number 2 lifeboat on a tanker would be __________.,abaft no.1 lifeboat port side,forward most on the port side,abaft no.1 lifeboat starboard side,forward most on the starboard side,B
1108,The number of people onboard a vessel must be trained in the use of the fireman's outfit is ________.,one person,two people,three people,four people,B
1109,The number of rowing oars that must be carried in a motor-propelled open lifeboat on a cargo vessel is __________.,specified by the Coast Guard,specified by the manufacturer,determined by the Master,determined by the owner,B
1110,The operating cord on an inflatable liferaft also serves as a __________.,lifeline,painter,drogue,marker,B
1111,The organization that certifies the safe working load of cargo cranes on a vessel is the:,U.S.D.A.,classification society,National Cargo Bureau,U.S. Coast Guard,B
1112,The painter of an inflatable liferaft should be __________.,stowed near the raft,secured to a permanent object on deck,faked out next to the case,free running on the deck,B
1113,The painter of the inflatable liferaft has a length of __________.,25 feet,100 feet,200 feet,400 feet,B
1114,The performance of individuals can be affected by conforming to the behavioral patterns of _______________.,the Master,a Group,the Chief mate,the Chief Engineer,B
1115,The physical data term on a Material Safety Data Sheet (MSDS) describing whether a liquid is lighter or heavier than water is:,solubility,specific gravity,viscosity,flotation point,B
1116,The primary function of an automatic sprinkler system is to:,instantaneously extinguish the fire which triggered it,limit the spread of the fire and control the amount of heat produced,protect people in the areas which have had sprinkler heads installed,alert the crew to the fire,B
1117,The propellant cartridge of cartridge-operated dry chemical fire extinguishers used on vessels should be weighed every:,six months,12 months,two years,three months,B
1118,The purpose of a water spray system on a covered lifeboat is to __________.,put out a fire inside the lifeboat,keep the lifeboat from reaching combustion temperature while operating in a fire,keep the lifeboat warm in a cold climate by applying heated water spray from the engine to the boat,cool the lifeboat engine,B
1119,The purpose of air tanks in a lifeboat is to __________.,add strength to the boat,keep the boat afloat if flooded,make the boat float higher,provide a stowage place for provisions,B
1120,"The regulations require that inspected vessels on an international voyage, other than small passenger vessels, must carry which of the following distress signals on or near the navigating bridge:",12 hand combination flares and orange smoke signals,12 rocket parachute flares,12 hand red flares,"6 hand red flares, and 6 hand orange smoke signals",B
1121,The reserve buoyancy of a vessel varies directly with changes in the vessels: ,free surface,freeboard,rolling period,draft,B
1122,The Safety of Life at Sea Convention was developed by the __________. ,American Bureau of Shipping,international Maritime Organization,American Institute of Maritime Shipping,u.S. Coast Guard,B
1123,"The signals consist of three-letter signals beginning with "M" means:",for General Sections,for Medical Sections,"very urgent, important or of very common use",midship section of the vessel require assistance,B
1124,The size of the fire hydrant hose connections must be either 1.5 inches or:,1 inch,2.5 inches,3 inches,3.5 inches,B
1125,The sorting of accident victims according to the severity of their injuries is called:,evaluation,triage,surveying,prioritizing,B
1126,"The spacing of uprights of timber loaded on deck, shall be of strong angles and metal sockets and spaced out not exceeding __________ meters.",2,3,34,12,B
1127,The spreading of fire as a result of heat being carried through a vessel's ventilation system is an example of heat transfer by:,conduction,convection,radiation,venting,B
1128,The steering oar in a lifeboat is usually referred to as the __________.,stroke oar,sweep oar,becket oar,bumpkin oar,B
1129,The type of first aid you should provide to victims with bones dislocations is:,remove clothes to expose the bone,splint as you would a broken bone ,do not let him move,call the second officer,B
1130,"The vessel is infected with infectious diseases, what international flag should be hoisted?",QA,QQ,QB,QC,B
1131,"To activate an air regeneration canister on a survival craft, you __________.",put it into a container of water,tear off the tabs on the canister,turn it upside down,push 'on' button,B
1132,"To deal with change constructively, manager can take two major approaches; they can react to the signs that changes are needed, and they can ______.",deal with the forces of change,develop a program of planned change,maximize the effect of change,deal with particular problems as they arise,B
1133,"To determine that a compartment contains sufficient oxygen to sustain life, you should use a/an:",explosimeter,oxygen indicator,fresh air indicator,all of the choices,B
1134,"To determine the number of portable fire extinguishers required on a mobile offshore drilling unit, you should check the __________. ",hot work permit,certificate of Inspection,safety of Life at Sea Certificate,operations Manual,B
1135,To inflate a davit launched liferaft you __________.,connect the helium nozzle to the inflation tube,pull the inflation lanyard,connect the hand pump to the inflation tube and pump it up,initially connect the compressed air nozzle to the inflation tube,B
1136,To prevent oily rags from spontaneously igniting they should be __________________., kept in nonmetal containers,discarded in a safe container as soon as possible,cleaned thoroughly for reuse, kept in the paint locker,B
1137,"To use a portable CO2 fire extinguisher, you must FIRST ______.",turn the tank upside down,pull the locking pin,open the valve on the side of the tank, shake thoroughly,B
1138,Training programs are directed toward maintaining and improving ________ job performance.,Potential,Current,Future ,Technical ,B
1139,Twenty-five hundred (2500) tons of iron ore with a stowage factor of 17 is stowed in a cargo hold. The dimensions of the hold are 55 feet long and 45 feet wide and 35 feet high. What is the height of the center of gravity of the ore above the bottom of the hold?,7.8 feet,8.6 feet,17.1 feet,34.6 feet,B
1140,UNCLOS required that all flag states take account or give effect to; or implement the relevant rules and standards developed by the:,Maritime Inquiry,International Maritime Organization (IMO),International Shipping Company,Baltic International Maritime Corporation (BIMCO),B
1141,"Under MARINA Regulation 65 for Philippine Inter-island vessels, how many toilets and bathrooms are required?",1 per 75 passengers separate from men and women/children,1 per 50 passengers separate from men and women/children,1 per 25 passengers separate from men and women/children,1 per 15 passengers separate from men and women/children,B
1142,"Under the regulations for cargo vessels, which statement is TRUE concerning fireman's outfits? ","If a vessel carries two outfits, they may be stored in the same location.",Each fireman's outfit shall contain a flame safety lamp of an approved type.,Each fireman's outfit shall contain a fresh-air breathing apparatus.,All of the choices,B
1143,"Under which fire are flammable liquids, gases, grease and other similar products are classed:",Class A,Class B,Class C,Class D,B
1144,"What basic leadership style is employed by a ship officer if he/she is hands-off, where he/she provides little or no direction and gives team as much freedom as possible?",Democratic,Laissez-faire,Bureaucratic,Autocratic,B
1145,"What certificate verifies that a liquefied gas tanker complies with the requirements with regard to their structure, equipment, fittings, arrangements, and materials? ",Certificate of Fitness for the Carriage of Dangerous Chemicals in Bulk,Cargo Ship Safety Construction,Certificate for the Carriage of Noxious Liquid Substances,International Oil Prevention Certificate,B
1146,What charging process produces where battery charging rooms should be well ventilated:,Corrosive gases.,Explosive gases.,Highly poisonous gas.,Highly combustible oxygen.,B
1147,"What extinguishing agent which is very effective in cooling, diluting combustible vapors removing oxygen, and a heat and smoke screen is ______________.",dry chemical, water fog,carbon dioxide, halon 1301,B
1148,What is a document issued to a Company which complies with the requirements of the ISM Code?,Safety Management Certificate,Document of Compliance,Certificate of Documentation,Certificate of Competence,B
1149,"What is done to ensure that QMS is suitable, adequate and effective?",Internal communication,Management review, Provision of resources,Quality policy,B
1150,What is not usually a concern when loading a single-hulled tanker?,Bending moments,Initial stability,Trim,Draft,B
1151,What is required by regulations concerning the stowage of lifeboats on cargo vessels?,There may not be more than two launching appliances on the same deck.,Each lifeboat must have a launching appliance.,Launching appliances must be of the gravity type.,All of the choices,B
1152,What is the accepted standard for wire rope falls used in connection with the lifeboat gear?,Six by twenty-four improved plow steel wire rope,Six by nineteen regular-lay filler wire rope,Six by seven galvanized wire rope,Six by thirty-seven preformed fiber-core wire rope,B
1153,What is the FIRST thing the rescuer must do if the patient vomits during mouth-to mouth resuscitation?,Switch to mouth-to-nose ventilation,"Turn the patient's body to the side, sweep out the mouth and resume mouth-to-mouth ventilation",Ignore it and continue mouth-to-mouth ventilation,"Pause for a moment until the patient appears quiet again, then resume ventilation mouth-to-mouth",B
1154,"What is the law which deals with the conduct of states and International organizations, their relations with each other, and in certain circumstances, their relations with persons, natural or juridical which defined by the modern jurists?",Custom law,International law,Public law,Maritime law,B
1155,What is the lowest temperature at which the vapor formed from a liquid ignites and continues to burn steadily in the presence of an ignition source?,Flash point,Fire point,Upper explosive limit,Cooling,B
1156,What is the most common cause of fire in the engine room?,Faulty electrical equipment, Oil leaks and hot surfaces,A rigid survival craft is in the area ,There is burning oil on the water,B
1157,What is the most ideal time interval in conducting fire and boat drill on every vessels?,Bi-monthly, Weekly,Bi-weekly, Monthly,B
1158,What is the period of validity of a Cargo Ship Safety Equipment Certificate? ,72 months,24 months,48 months,60 months,B
1159,What is the period of validity of a Cargo Ship Safety Radio Telephony Certificate?,60 months,12 months,6 months,24 months,B
1160,What is the period of validity of the SOLAS required Cargo Ship Safety Construction Certificate?,72 months,60 months,48 months,42 months,B
1161,What is the purpose of the hydrostatic release on an inflatable liferaft?,To inflate the raft automatically,To release the raft from the cradle automatically as the ship sinks,To test the rafts hydrostatically,To assist the release of the raft from the cradle,B
1162,What shall be conducted during a fire and boat drill?,All lifeboat equipment shall be examined.,All watertight doors in the vicinity of the drill shall be operated.,Fire pumps shall be started and all exterior outlets opened.,All of the choices,B
1163,What standard mathematical formula is commonly used to calculate a vessels water plane area for stability purposes?,Standard Logarithmic Rule,Simpsons Rule,Reynolds Number Rule,Pythagorean Rule,B
1164,What term is listed on a Material Safety Data Sheet (MSDS) to describe a chemical that can produce life-threatening or seriously disabling health hazards? ,Recommended toxicity,High toxicity,Low toxicity,Moderate toxicity,B
1165,What would you consult to determine the number of persons required on duty while loading a cargo of leaded gasoline on your tanker?,46 CFR Part 15 (Manning),Oil Transfer Procedures Manual,Certificate of Inspection,IOPP Certificate,B
1166,What leadership style tends to extrinsically motivate employees on a contingent reward system where the focus is on outcomes?,Adaptive leadership,Transformational leadership,Transactional Leadership,Developmental leadership,B
1167,"When a rescuer discovers a burn victim in the vicinity of electrical equipment or wiring, his first step is to:",remove the person from the vicinity of the electrical equipment or wiring ,shutdown electrical power in the area,flush water over any burned area of the victim,apply ointment to the burned area of the victim,B
1168,"When a ship of 10,000 tonnes displacement is heeled 15 degrees, the righting lever (GZ) is 0.2 m, KM 6.8 m. Find the KG and the moment of statistical stability.","2,100 tonnes-meter","2,000 tonnes-meter","2,150 tonnes-meter","2,200 tonnes-meter",B
1169,"When abandoning ship, after launching the motor lifeboat you should __________.",go only with the direction of the sea,stay in the immediate area,go one direction until fuel runs out,plot course for nearest land,B
1170,"When administering artificial respiration, it is of the utmost importance to:",use the mouth-to- mouth method,clear airways,use rhythmic pressure method,know all approved methods,B
1171,"When artificial respiration is being given to an adult that shows indications of having a pulse, it should be administered:",4 to 6 times per minute,12 to 15 times per minute,20 to 30 times per minute,At least 30 times per minute,B
1172,"When at sea in an inflatable liferaft, the greatest danger in cold temperatures is:",asphyxiation due to keeping the canopy closed,hypothermia caused by the cold temperature,collapsing of the raft due to the cold temperature,starvation,B
1173,"When carrying out firefighting operations, the team should not perform the following, except:",Search and rescue operations in a water filled environment are correctly conducted as a member of a firefighting team in accordance with accepted firefighting practice,Interior fires are extinguished using appropriate firefighting equipment and procedures as a member of a firefighting team in accordance with accepted firefighting practice ,Lifeline signals are correctly used during exterior firefighting operations,A compartment on fire filled with high expansion foam is correctly entered using frogman breathing equipment donned over the firefighting vest,B
1174,"When launching a lifeboat, frapping lines should be rigged __________.",before the boat is moved from the davits,at the embarkation deck,after the boat is in the water,before the gripes are released,B
1175,"When looking for IMO regulations on vessel watertight integrity, the information will be found in which of the following documents? ",ISM manuals,SOLAS,CFRs,MARPOL,B
1176,"When operating gravity davits, the:",gripes should be released after the boat is moving,davits should always be hand cranked the last 12 inches into the final stowed position,boats are generally lowered by surging the falls around cruciform bitts,tricing pendant should be tripped prior to releasing the gripes,B
1177,"When pilot cylinder pressure is used as a means to release the CO2 from a fixed fire extinguishing system consisting of four storage cylinders, the number of pilot cylinders shall be at least:",1,2,3,4,B
1178,"When pilot cylinder pressure is used to initialize the release of CO2 from a fixed fire extinguishing system containing four storage cylinders, what would be the minimum number of pilot cylinders required in this installation?",1,2,3,4,B
1179,"When removing the cap from a sounding tube on a vessel, the sound of air escaping indicates.",The tank is full,The tank may be partially flooded,The tank level has dropped,The tank is completely flooded,B
1180,"When the height of the metacenter is the same as the height of the center of gravity, the upright equilibrium position is:",stable,neutral,positive,negative,B
1181,"When the mainline valve of a self-contained breathing apparatus is open, the bypass valve should be:",completely open,completely closed,disconnected,partially opened,B
1182,"When the vessel is transiting or anchored in a channel and you noted increase in tank sounding, as the Chief Officer on board what would you do ?",Check oil leakage around the vessel,Report findings to the master for proper action,Open C/H and check the extent of damages,Open manhole to check damages at DBT.,B
1183,"When treating a person for shock, you should wrap the victim in warm coverings to:",decrease body heat,preserve present body heat,avoid self-inflicted wounds caused by spastic movement,protect the person from injury during transportation,B
1184,"When using a handheld smoke signal in a liferaft, you should activate the signal __________.",at the stern,on the downwind side,on the upwind side,inside the boat,B
1185,"When using the rainwater collection tubes of a liferaft, the FIRST collection should be:",passed around so all can drink,poured overboard because of salt washed off the canopy,saved to be used at a later time,used to boil food,B
1186,"When weight-testing a davit launched liferaft on a mobile offshore drilling unit, the deadweight equivalent for each person in the allowed capacity of the raft is __________.",155 pounds,165 pounds,175 pounds,185 pounds,B
1187,"When weight-testing a davit-launched liferaft on a mobile offshore drilling unit, the test weight must be equivalent to the weight of the raft, its required equipment, and __________.",90% of the allowed capacity of persons for the raft,100% of the allowed capacity of the persons for the raft,110% of the allowed capacity of the persons for the raft,120% of the allowed capacity of the persons for the raft,B
1188,When lifeboat winches with grooved drums are fitted on a vessel the lead sheaves to the drums shall be located to provide fleet angles of not more than __________.,4 degrees,8 degrees,12 degrees,16 degrees,B
1189,"Where can we find the fire alarm signal onboard a Philippine flag merchant vessel that is a continuous blast of the whistle for a period of not less than 10 seconds, supplemented by the continuous ringing of the general alarm bell for not less than 10 seconds?",Certificate of Inspection,Station bill,SOLAS Safety Construction Certificate,National and local coordination,B
1190,Where will you check the number of portable fire extinguishers required on a vessel?, Hot work permit, Certificate of Inspection,Safety of Life at Sea Certificate,Concentration limits,B
1191,"Which document shows details of a tank vessel, cargoes it may carry, manning and safety equipment required? ",Safety Construction Certificate,Certificate of Inspection,Cargo Gear Certificate,Declaration of Inspection,B
1192,Which extinguishing agent is best for use on a magnesium fire?,Water,Sand,CO2,Dry chemical,B
1193,Which extinguishing agent is the best for use on electrical fires?,Foam,CO2,Dry chemical,Water fog,B
1194,"Which fire boundary should be set FIRST, after the discovery of a fully evolved fire in a ships laundry room which is too hot for a direct entry?",An adjacent store room containing spare engine parts.,A store room directly above the laundry room containing combustibles.,An adjacent store room containing spare bed mattresses.,An adjacent store room containing laundry detergent,B
