FUNCTION 1: NAVIGATION AT THE DECK MANAGEMENT LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
1099,"According to Buys Ballot's Law, when an observer in the Southern Hemisphere experiences a northwest wind, the center of the low pressure is located to the:",east-northeast,south-southwest,east-southeast,west-southwest,B
1100,"According to Christophorus Henricus Diedericus Buys Ballot, the observed wind of the storm in the navigable semi-circle is:",the sum of the speed of wind in the storm circulation plus the velocity of the storms forward movement. ,the difference between the storm's wind velocity and its forward speed. ,the wind found 10 knots below the normal wind speed in storms,when the general circulation is clockwise direction moving inward towards the LPA,B
1101,"According to the rules of GMDSS, on behalf of safe navigation a listening watch should be kept on:",VHF-channel 16,VHF-channel 70,VHF-channel 10,VHF-channel 15,B
1102,"According to the rules of GMDSS, vessels are equipped with certain radio-communication devices depending on:",their tonnage,type of vessel,the sea area of the vessel,the length over all of the vessel,B
1103,Additional and optional fog-signal for a vessel aground is:,DELTA,UNIFORM,ALPHA,No additional and optional signal required,B
1104,"After abandoning ship, you should deploy the sea anchor from a liferaft to __________.",keep the liferaft from capsizing,stay in the general location,navigate against the current,keep personnel from getting seasick,B
1105,"After changing out the fuel filters, the diesel engine fails to restart. What may be the probable cause of this condition?",Low compression,Air-bound fuel system ,Improper spark,Change in viscosity,B
1106,After the passage of a cold front the visibility:,does not change,improves rapidly,improves only slightly,becomes poor,B
1107,Air compressor are also fitted with drainage valves to:,eliminate waste,eliminate condensation,have discharge air,maximize extra air,B
1108,"AIS is capable of handling over 4,500 reports per minute and updates it every:",6 seconds,2 seconds,8 seconds,10 seconds,B
1109,All echo-sounders can measure the _________.,Actual depth of water,actual depth of water below keel,average depth from waterline to hard bottom,average depth of water to soft bottom,B
1110,"Among these four light characteristics, which represent a safe water mark of the IALA Buoyage Systems? ",Fl(2+1),Mo (A),Q.Fl. R (10sec),Fl (2),B
1111,An air mass that has moved down from Canada would most likely have the symbols:,mPk,cPk,cTk,cTw,B
1112,"An aircraft is engaged in search and rescue operation, what does it signify when an aircraft crosses the vessel's wake close astern at low altitude while rocking the wings?",the vessel has to maneuver 180 degrees turn,vessel's assistance is no longer required,the vessel has to maneuver 270 degrees turn,the vessel has to maneuver 90 degrees turn,B
1113,An automatic identification system (AIS) transponder transmits and receives information broadcasts on:,"3 cm, X-band radar",VHF maritime band,UHF L-band,"10 cm, S-band radar",B
1114,An ECDIS has capability to record various voyage related things like movement and position of own Ship and dangerous targets based on ARPA radar. Which of the following statements is not true?,The Voyage log is used to record entire voyage i.e. a sailing of a route from first point to the last.,"The Details log is used to record position, speed and course once every five minutes",Danger Targets log is used to record ARPA targets information.,Chart Usage log is used to record information of used charts in display.,B
1115,An electronic depth finder operates on the principle that:,radio signals reflect from a solid surface,sound waves travel at a constant speed through water,radar signals travel at a constant speed through water,pressure increases with depth,B
1116,"An icebreaker assisting a vessel through an ice field would display a visual signal consisting of the code letter "I" (India) to signify that "__________".",I am altering my course to starboard,I am altering my course to port,My vessel is stopped and making no way through the water,I am operating astern propulsion,B
1117,"An icebreaker assisting a vessel through an ice field would display a visual signal consisting of the code letter "S" (Sierra) to signify that "__________".",I am altering my course to port,I am operating astern propulsion,My vessel is stopped and making no way through the water,I am altering my course to starboard,B
1118,An indirect radar echo is caused by a reflection of the main lobe of the radar beam off the observer's vessel. Which of the following is NOT a characteristic of indirect echoes?,"Their bearing is almost constant, even when the true bearing of the contact changes appreciably.",They always appear on a bearing of 90° from the true bearing of the contract.,The indirect echoes usually appear in shadow sectors.,"When plotted, their movements are ussually abnormal.",B
1119,"An inflatable liferaft is floating in its container, attached to the ship by its painter, as the ship is sinking rapidly. Which action should be taken with respect to the liferaft container?",Cut the painter line so that it will not pull the liferaft container down.,Take no action as the pull on the painter will cause the liferaft to inflate and open the container.,Swim away from the container so that you will not be in danger as it goes down.,Manually open the container and inflate the liferaft with the hand pump.,B
1120,An occluded front on a weather map is colored:,blue line,purple line,dashed blue line,alternate red and blue line,B
1121,"An operation undertaken by a Coordinating Authority to locate and retrieve persons missing or in distress. The intention of the operation is to save lives, prevent or minimize injuries and remove persons from situations of peril by locating the persons, providing for initial medical care or other needs and then delivering them to a place of safety. ",Search and Rescue Region,Search and Rescue Operation,Response Team Operation,Coordinating Authority Operation,B
1122,"Any crew member on board ship not assigned to emergency teams would prepare survival craft, render first aid and assistance, assemble passengers if applicable and:",bring extra provisions,generally assist the emergency parties as directed,bring extra blankets,always assist the master what he orders,B
1123,"As specified in Section 8 of Annex I of the International Rules, the luminous intensity in candelas (cd) of masthead light for vessels of less than 12 meters is:",0.9 cd,4.3 cd,12 cd,27 cd,B
1124,"As your vessel is heading southward along the east coast of the United States, you encounter a buoy showing a red flashing light. How should you pass this buoy?",Pass it about 50 yards off on either side.,Leave it to your starboard.,Leave it to your port.,Pass it well clear on either side.,B
1125,"At 0105H you fix your position and change course to 135deg. T. At 0135H, you again fix your position, and it is 0.5 mile southeast of your DR position. Which statement is true?",Drift = 0.5 knot;  Current Set = 135deg.T,Drift = 1.0 knot;  Current Set = 135deg.T,Drift = 0.5 knot;  Current Set = 225deg.T,Drift = 1.0 knot;  Current Set = 315deg.T,B
1126,"At 0915 zone time, on 06 March, you depart Sydney, Australia in LAT. 33deg. 51.5' S; LONG. 151deg. 13.0' E (ZD-10). You are bound for Kodiak, LAT. 57deg. 47' N; LONG. 152deg. 25.0' W. If you estimate your speed of advance to be 21 knots and the distance is 6,222 miles. What is your ETA at Kodiak?","0732, 17 March","2132, 17 March","0728, 18 March","2200, 08 March",B
1127,"At Lat. 55deg. 53 N; Long 130deg. 18 W, suns declination is 12deg. 40 N. Find True Azimuth (Zn) at sunset?",067deg. T ,293deg. T,247deg. T,067deg.,B
1128,"At the master gyrocompass, the compass card is attached to the:",spider element,sensitive element,link arm,pickup transformer,B
1129,At what height above the hull should the forward anchor light be placed on a vessel of 50 meters or more in length?,3 meters,6 meters,5 meters,2.5 meters,B
1130,At what level of risk does a faulty GPS position represents to navigation on ECDIS?,Medium risk,Great risk,No risk at all,Negligible risk,B
1131,At what speed would a vessel navigate with caution?,At slow speed,At a speed commensurate with steerage way,At maneuvering speed,At moderate speed,B
1132,Barometers are calibrated at a standard temperature of:,0°F,32°F,60°F,70°F,B
1133,"Being the Master of a container ship, you received a distress signal and proceeded at best speed as possible to the last known position of the distressed vessel but nothing is found on the area. Which of the following actions would you take?","Place my ship on an "alert status", activate the Bridge Team with the engines on stand-by then commence a williamson turn immediately.","Activate the Bridge Team and place the ship on "alert status" and immediately execute a expanding square seach pattern",I would monitor the other ship's position closely and report this to the Rescue Co-ordination Center (RCC),"Since the distressed vessel is nowhere in sight, I would proceed to the nearest port of refuge and update the Coast Guard of my situation",B
1134,"Besides saving distance along the track line, another advantage of the Scharnow Turn over the Williamson turn in a man overboard situation is because __________.",it can be used in both the immediate action and the delayed action situations,it is faster,it returns the vessel to the original track line on a reciprocal course,"in fog, if the turn is started as soon as the man goes over, the vessel will be at the point where he went over when the turn is completed",B
1135,Bow or aft thrusters are sometimes preferable than tugs because:,it is located at the extreme part of the ship making an easy maneuver,it is always available,it does not depend upon the ship's engine,it is usually effective even at fast speed,B
1136,"By night, each vessel engaged in pair trawling may exhibit in the direction of the other vessel of the pair, a:",yellow flashing light,searchlight directed forward,red and white all-round lights,green all-round light,B
1137,"By radar alone, you detect a vessel ahead on a collision course, about 3 miles distant.  Your radar plot shows this to be a meeting situation. You should:",turn to port,turn to starboard,maintain course and speed and sound the danger signal,maintain course and speed and sound no signal,B
1138,Can AIS with Minimum Keyboard Devise (MKD) operate as a stand-alone system?,No,Yes,Only in ship to ship mode,Only in ship to shore mode,B
1139,"Cargo vessels being navigated, and fitted with emergency lighting and power systems, shall have their emergency systems tested at least once:",a month,in each week,in every 6 months,in every 12 months,B
1140,Characterized by equal or constant pressure with respect to either space or time.,Isoclinic,Isobaric,Actinic,Isogonic,B
1141,C-Map charts cover actual geographical area (the world) in how many zones?,7,9,3,5,B
1142,"Copper piping has been used in refrigeration systems because _____________.","it is creep resistant at low temperatures","it offers less internal friction",iron is corroded by R-12,"leaks are more easily detected in copper",B
1143,"Cracks may be prevented from developing at the corners of welded plating inserts by ____________.",squaring the corners,rounding the corners,plug welding the corners,slot welding the corners,B
1144,Cumulonimbus clouds are most likely to accompany a(n):,high pressure system,cold front,warm front,occluded front,B
1145,Data that is organized into many separate files and programs to produce certain symbols.,Raster Chart Data,Vector Chart Data,Electronic Chart Data,Digital File Data,B
1146,Describe the day signal with its corresponding size for a vessel constrained by its draught.,A black diamond having a diameter of not less than 0.6 m and a height twice its diameter.,A black cylinder having a diameter of not less than 0.6 m and a height twice its diameter.,A black cylinder having a diameter of not less than 0.5 m and a height twice its diameter.,A black cylinder having a diameter of not less than 0.6 m and a height equal to its diameter.,B
1147,"Despite weather predictions for continued good weather, a prudent mariner should be alert for all of the following, EXCEPT a sudden:",drop in barometric pressure,drop in temperature,wind shift,squall line,B
1148,Determine the Arrival Position if a ship in LAT. 00deg. 00'; LONG. 100deg. 00' E sailed on course 270deg. True for a distance of 100 nautical miles.,100deg. 40' E,98deg. 20'E,98deg. 20'W,101deg. 40' E,B
1149,"Determine the vessel's length if she dropped her anchor in a depth of 20 meters of water during normal weather condition. The reading on the Variable Range Marker (VRM) of the ARPA is 0.188 n. miles, representing the maximum swing of the ship.",280 meters,273 yards,120 fathoms,940 feet,B
1150,Distance on a chart is measured using:,longitude scale,latitude scale,any uniform scale,anywhere in the chart as long as it is in the mid-scale,B
1151,Diurnal aberration is due to which of the following?,Motion of the Earth in its orbit,Rotation of the Earth on its axis,The body's orbital motion during the time required for its light to reach the Earth,A false horizon,B
1152,Dual electro-hydraulic steering units usually operate:,with both pumps on line at the same time,with one pump on standby,with the follow-up gear disconnected,only when the rudder is moved amidships,B
1153,During a SAR helicopter evacuation which of the following describes the proper donning a rescue sling?,The person sits in the sling with their hands clasped across the chest while facing the winch hook,The loop of the sling passes behind the back and under the arms while facing the winch hook,The loop of the sling passes across the chest and under the arms while facing away from the winch hook,The person steps onto the sling grasping the hoist line for support while facing away from the winch hook,B
1154,"During operating temperature changes, the ability of a lubricating oil to resist viscosity changes is indicated by a/an ____________.",API number,viscosity index number,"seconds Saybolt Furol number","seconds Saybolt Universal number",B
1155,During the day the temperature of the land becomes warmer than the sea. The result is:,winds rotating about the land mass,a sea breeze,a land breeze,stagnant air,B
1156,"During the winter months, the southeast trade winds are:",wetter than during the summer months,stronger than during the summer months,drier than during the summer months,weaker than during the summer months,B
1157,"During the year, the southeast trade winds actually blow ________.",towards the Northeast,towards the Northwest,towards the Southeast,weaker than during the summer months,B
1158,"ECDIS arrangement complying with Regulation V/20, SOLAS 74 Convention as amended.",Resolution A-694 (15),Resolution A-694 (16),Resolution A-694 (17), Resolution A-694 (18),B
1159,ECDIS must give an alarm for which of the following cases?,When the speed of a dangerous target exceeds a set limit,When the speed specified limit for deviation from the planned route is exceeded,If the ship's ETA has changed beyond the set limit,None of the above,B
1160,ECDIS must give an alarm for which of the following cases?,When the speed of a dangerous target exceeds a set limit,When the speed specified limit for deviation from the planned route is exceeded,If the ship's ETA has changed beyond the set limit,None of the above,B
1161,"ECDIS performance standard was developed by the international Hydrographic Offices, and approved by IMO assembly as:",Resolution A-816 (19),Resolution A- 817 (19),Resolution A -818 (19),Resolution A- 819 (19),B
1162,Eight points of a compass are equal to how many degrees?,45,90,180,360,B
1163,"Experience has proven that in ice of higher concentrations, four basic ship handling rules apply, except:","keep moving - even very slowly, but try to keep moving",try to work with the ice movement and weaknesses and force your vessel against them,excessive speed almost always results in ice damage,know your ship's maneuvering characteristics,B
1164,"Find the Compass Course to Steer per standard magnetic compass if the Gyrocompass heading of the vessel is 108 PGC, Gyrocompass error = 3 W, Variation = 5 W, while her Magnetic Compass Error is 5 E. ",105 PGC,100 PSC,106 PSC,116 PSC,B
1165,"Find the course and distance by Mercator sailing of a vessel at LAT 14°10'N, LONG 61°00'W and is to proceed to LAT 10°00'N, LONG 53°23'W. ","017.9°T, 504.0 nm","119.2°T, 512.0 nm","188.6°T, 508.0 nm","217.3°T, 503.0 nm",B
1166,Fire protection regulations for towing vessels require that all crew members participate in drills and receive instruction at least once a month. Who is responsible for ensuring that this takes place?,"The Officer in Charge, Marine Inspection","The Master, or person in charge of the vessel",The vessel's owner or manager,The company's port captain or port engineer,B
1167,"For an upright vessel, draft is the vertical distance between the keel and the:",freeboard deck,waterline,plimsollmark,amidship section,B
1168,"For GMDSS, which statement concerning a compulsory vessel is FALSE?","A conditional or partial exemption may be granted, in exceptional circumstances, for a single voyage outside the sea area for which the vessel is equipped.","Once a compulsory vessel's GMDSS station has been fitted and inspected, the station must be inspected only once every five years.",All passenger vessels regardless of size and all cargo vessels that are 300 Gross Tons or larger must comply.,Compulsory vessels must carry at least two licensed GMDSS Radio Operators for Distress and Safety radio-communications purpose.,B
1169,For how many scans after acquisition would you expect your ARPA to continue to track an acquired target which is clearly distinguishable on the display?,3 out of 15 consecutive scans,5 out of 10 consecutive scans,2 out of 5 consecutive scans,4 out of 12 consecutive scans,B
1170,"Friction is minimized, with what kind of flow?",Turbulence,Laminar,Viscosity,Eddies,B
1171,Good seamanship while towing in heavy weather requires all of the following EXCEPT:,dogging all hatches and watertight doors,streaming all of your towing hawser,lashing down or stowing all loose gear,reducing speed to reduce surging on the towline,B
1172,Good weather is usually associated with a region of:,low barometric pressure,high barometric pressure,falling barometric pressure,pumping barometric pressure,B
1173,GPS receivers use the principle of ________. The receiver measures the distance from a location on earth to the positions of several satellites to determine the latitude and longitude of the position on earth.,Time Measurement,Ranging,Speed Measurement,Triangulation of Satellite LOP,B
1174,Gyro compass is a compass which operates using a fast-spinning wheel and friction forces. Which of the following statements is correct? ,Gyro compass is dependent upon the earth's magnetic fields,Gyro compass is far less susceptible to magnetic fields,Gyro compass is affected by variation,Gyro compass is affected by deviation,B
1175,Gyrocompass repeaters reproduce the indications of the master gyrocompass. They are:,accurate only in the Polar regions,accurate electronic servomechanisms,hand operated,accurate only if the vessel is underway,B
1176,How are the shapes of a vessel aground vertically spaced?,Not more than 1.5 meters apart in a vertical line,Not less than 1.5 meters apart in a vertical line,No required vertical spacing,At least 2 meters apart in a vertical line,B
1177,How can you determine if soundings in a chart indicates water in fathoms or in meters?,Fathoms are marked F and feet are marked FT,By looking at the charts legend or title block.,By personal knowledge of the area.,All US charts now use metric units.,B
1178,How can rescue personnel detect that a SART is transmitting in the immediate vicinity?,The DSC unit will react to the SART's signal and respond with the two-tone alarm.,The SART's blips on the PPI will become arcs and eventually become concentric circles.,The SART signal appears as a target which comes and goes; the effect of heavy swells on a SART.,"The SART can provide an approximate location to within a two nautical mile radius, per IMO standards.",B
1179,How is oxygen in boiler feed water minimized?,Phosphate treatment,Maintain high feed water temperature,Bottom blow down,Surface blow down,B
1180,How is the length of the tow measured?,By the length of the towing line,From the stern of the towing vessel to the stern of the last vessel towed,From the stern of the towing vessel to the fore end of the last vessel towed,From the aft end of the towing vessel to the fore end of the first vessel towed,B
1181,How long must the GMDSS radio log be retained on board before sending it to the shoreside licensee?,At least two years after the last entry,At least 30 days after the last entry,At least 90 days after the last entry,At least one year after the last entry,B
1182,How many degrees is the limit to avoid stalled condition in a rudder angle?,15 degrees,35 degrees,25 degrees,45 degrees,B
1183,How often does a coast radio station that regularly broadcasts traffic lists transmit the list?,As often as is deemed necessary to effect delivery,No less often than every four hours,Only on an as-needed basis,Once per 24-hour period,B
1184,How often must a compulsory vessel's GMDSS radio station be inspected?,"The FCC's annual inspection may be waived if, and only if, monthly inspections are performed by the vessel's onboard GMDSS Radio Maintainer.","Annually, by the FCC or designated authority","Annually, by the U.S. Coast Guard","Annually, by the FCC, and every six months if the vessel sails outside of the Sea Areas A1 and A2",B
1185,"IAMSAR defines this as "Communications necessary for the co-ordination of facilities participating in a search and rescue operation".",Search and rescue mission co-coordinator,Search and rescue co-ordinating communications,Search and rescue data provider (SDP),Search and rescue point of contact (SPOC),B
1186,If a hurricane several hundred miles away is moving in your general direction your barometer would:,start to rise rapidly,start to fall gradually,"rise slowly, begin "pumping" and then start a slow, steady fall",remain steady,B
1187,"If a person does fall into the water while the vessel is underway, you should do the following except:","Make your chosen turn to recover, always take the propeller away from the person in the water","Approach the person from downwind, keeping the bow into the wind to this maneuvering at faster speeds.",Notify the crew of the pick-up side of the vessel.,Warn other vessels in the vicinity of the situation with “O” flag,B
1188,"If a vessel carries only one masthead light, what should be the height above the hull if its breadth exceeds 6 meters?",9 meters,12 meters,6 meters,10 meters,B
1189,"If a vessel displays three all-round red lights in a vertical line at night, during the day she may show:",two diamonds in a vertical line,a cylinder,three balls in a vertical line,"two cones, apexes together",B
1190,"If a vessel is aground, what lights and shapes are to be shown?",Lights prescribed in Rule 30(a),Lights prescribed in Rule 30(d),Lights prescribed in Rule 31(a),Lights prescribed in Rule 31(b),B
1191,"If help has not arrived in 10-12 hours after abandoning a vessel in a rescue boat, you should __________.",steer a course for the nearest sea lane,shut down the engines if installed and put out the sea anchor,go in one direction until the fuel runs out,steer a course for the nearest land,B
1192,"If help has not arrived in 10-12 hours after you abandon ship in a lifeboat, you should __________.",plot course for the nearest land,shut down the engines and set the sea anchor,go in one direction until the fuel runs out,take a vote on which direction you should go,B
1193,"If the observer is at 10deg. North, and the sun is at summer solstice, what will be the bearing of the body during meridian passage?",23deg. 27' S,000deg. T,180deg. T,23deg. 27' N,B
1194,"If the observer is at the Antarctic Circle and the sun is at summer solstice, what will be the bearing of the sun during culmination?",180°,000°,270°,090°,B
1195,"If the vessels rudder is in place but damaged, what should you do?",use the anchor chain across the trailing edge of the rudder to secure it in amidships position,"Through the access hole, attach the shackle and enable the rudder to be tied off",use the synthetic rope eye and attach it to the access hole using a fid for easy fitting,"cut down rudder post using electric arc welding, then weld it temporally to the ships side",B
1196,"If the warm air above the warm front is moist and stable, what clouds will you expect?","Altocumulus, Cumulus and Stratus","Cirrus, Cirrostratus and Nimbostratus","Cirrus, Cumulus and Cumulonimbus","Altostratus, Cirrocumulus and Cumulonimbus",B
1197,"If you are forced to abandon ship in a liferaft, your course of action should be to __________.",head for the nearest land,remain in the immediate vicinity,head for the closest sea-lanes,let the persons in the boat vote on what to do,B
1198,"If you must enter water on which there is an oil fire, you should:",protect your life preserver by holding it above your head,enter the water on the windward side of the vessel,keep both hands in front of your face to break the water surface when diving head first,wear very light clothing,B
1199,"If you take a bearing of 045deg. to a prominent object on shore, which other bearing of another prominent object will NOT provide the best fix?",135 deg,225 deg,315 deg,Any of these,B
1200,"If you take a bearing of 142deg. to a lighthouse, which other bearing of another lighthouse will NOT produce a good fix?",232 deg,322 deg,052 deg,Any of these,B
1201,"IHO special publication, titled “Specification for chart content and display aspects of ECDIS“ additional specification and guidance are developed in the appendices of:",S-52,S-53,S-57,S-58,B
1202,"In "IALA-A" entering from sea, a daymark on the port side of the channel would be indicated on a chart by:",green triangle with the letter G,red square with the letter R,red triangle with the letter R,green square with the letter G,B
1203,"In "IALA-A" proceeding to sea, a daymark on the starboard side of the channel would be indicated on a chart by:",green triangle with the letter G,red square with the letter R,red triangle with the letter R,green square with the letter G,B
1204,"In a man overboard recovery, under what condition would a racetrack turn be superior to a Williamson turn? ",If the man has been missing for a period of time,If the sea water is very cold and the man is visible,If there is thick fog,If the wind was from astern on the original course,B
1205,"In a message sent by flashing light, what group of letters will direct the receiver of a message to repeat the transmission back to the sender?",REPEAT,RPT,RPB,AAA,B
1206,"In a small appliance using HFC-134a you would expect to see the greatest temperature drop across the __________.",evaporator,capillary tube,compressor,receiver,B
1207,"In a Williamson turn, the rudder is put over full until the:",vessel has turned 90° from her original course,vessel has turned 60° from her original course,vessel has turned 45° from her original course,vessel has turned 120° from her original course,B
1208,"In ballasting a survival craft, while in transit, due to extreme wind and wave loads, thrusters or propulsion, if available, should be used to:",reduce windward mooring tensions,maintain vessel heading,maximize accelerations,increase speed of advance,B
1209,"In determining that the composition of navigational watch is adequate to ensure maintenance of a proper lookout, you should not consider:","Visibility, state of weather and sea",Traffic density and other activities occurring in the area in which the ship is alongside,"The additional workload caused by the nature of the ships functions, immediate operating requirements and anticipated maneuvers",The fitness for duty of any crewmembers on call that are assigned as members of the watch,B
1210,"In each inflatable rescue boat, what piece of equipment is provided to make quick, emergency, temporary repairs to a large hole in a raft?",Self-adhesive rubberized canvas patches,Several various-sized sealing clamps,Glue and rubber patches,No equipment is provided.,B
1211,"In ECDIS presentation, what symbol on the screen will appear if a target with a predicted CPA and TCPA preset by the Ships Officer violates the values entered?",Acquired Target,Dangerous Target,Skull and Cross Bone,Blinking White Light,B
1212,"In ECDIS, what is converted to its own native System ENC (SENC) format?",Electronic Chart in raw format,ENC and its updates,digitized nautical chart and features,DATA,B
1213,"In IAMSAR a general term used to describe documents which exist at all levels of the national and international search and rescue structure to describe goals, arrangements, and procedures which support the provision of search and rescue services.",Probability map,Search and rescue plan,Search and rescue case,Optimal search plan,B
1214,"In low latitudes,you will notice that the new moon will always set at about ______.",Moonrise,sunset,noontime,sunrise,B
1215,"In Marine Meteorology, the Beaufort Wind scale of a wind with a speed from 7 to 10 knots is Force 3. This is known as a:",light breeze,gentle breeze,strong breeze,moderate breeze,B
1216,"In Meteorology, generally, the interface or transition zone between two air masses of different density.",Passage,Front,Layer,Specific Gravity,B
1217,In modern fathometers the sonic or ultrasonic sound waves are produced electrically by means of a(n) _______.,transmitter,transducer,transceiver,amplifier,B
1218,"In order to insure that a RACON signal is displayed on the radar, you should __________.",increase the brilliance of the PPI scope,turn off the interference controls on the radar,use the maximum available range setting,increase the radar signal output,B
1219,"In order to insure that a RACON signal is displayed on the radar, you should:",increase the brilliance of the PPI scope,turn off the interference controls on the radar,use the maximum available range setting,increase the radar signal output,B
1220,"In radiotelephone communications, the prefix "PAN - PAN" indicates that:",a ship is threatened by grave and imminent danger and requests immediate assistance,a calling station has an urgent message about the safety of a person,the message following the prefix will be about the safety of navigation,the calling station requests immediate medical assistance,B
1221,"In taking over the watch, the proper procedure is that the relieving officer should report to the bridge about 10 minutes earlier in order to ________________.",see to it that the track course is being followed,familiarize himself on the situation and adjust his eyesight,study the traffic situation ,all of the choices,B
1222,"In the doldrums, you will experience the following weather condition EXCEPT:",frequent calms,steep pressure gradients,high relative humidity,frequent rain showers and thunderstorms,B
1223,"In the event of a collision, the Master or person in charge is required, provided there is no danger to their own vessel, crew and passengers, to render assistance to the other vessel and persons aboard to save them from danger and to stay close by the other vessel until no further assistance is required. The Master shall also:  I. exchange names of vessels, ports of registry, departure and destination  II. avoid writing the incident into the Logbook before a clearance is granted by the owners  III. enter a witnessed statement in the Official Logbook  IV. notify the authorities at the earliest opportunity but within 12 hours of the incident occurring","I, II and III are true",I and III are true,"I, III and IV are true",III and IV are true,B
1224,"In the event of collision in calm weather, the colliding ship should generally remain embedded:",to allow coast guards to assess who is to blame on the collision,to allow another ship time to asses the damage or prepare to abandon ship,to allow crew members and passengers to transfer from the holed vessel to the colliding vessel,the colliding ship must pull out immediately,B
1225,"In the International Code of Signals, the code signal meaning "I require immediate assistance" is:",AE,CB,DX,CP,B
1226,In waters where the cardinal system is used you would expect to find danger:,lying to the south of an eastern quadrant buoy,lying to the south of a northern quadrant buoy,lying to the east of an eastern quadrant buoy,beneath or directly adjacent to the buoy,B
1227,Incorrect display of the colored arcs of light sectors may occur in some ECDIS units which may not display the colored arcs of complex lights as intended. This is prevalent where the sectors straddle 0/360deg (North). How would you workaround in this situation?,"use Mode "All" or "Other" display mode","use "pick report" function to check the light sectors","use the "zoom" function",use Tidal Stream Atlas external to ECDIS,B
1228,Indications of the master gyrocompass are sent to remote repeaters by the:,follow-up system,transmitter,phantom element,azimuth motor,B
1229,It consist of digitised data conforming to the IHOs S-57 ENC Product Specification.,ECDIS,Electronic Navigational Charts,RASTER,VECTOR CHARTS,B
1230,It is a low altitude clouds in a uniform layer resembling fog.,Altostratus clouds,Stratus clouds,Cumulonimbus clouds,Nimbostratus clouds,B
1231,It is a route within defined limits inside which two-way traffic is established aimed at providing safe passage of ships through waters where navigation is difficult or dangerous.,Traffic separation scheme,Two-way route,Traffic Lane,Recommended Route,B
1232,"It is a routeing measure comprising an area within defined limits in which either navigation is particularly hazardous or it is exceptionally important to avoid casualties and which should be avoided by all ships, or certain classes of ship.",Precautionary areas,Areas to be avoided,Hazardous areas,Dangerous areas,B
1233,"It is a semi-circular deviation which is proportional to the cosine of the compass heading.",Coefficient A,Coefficient C,Coefficient E,Coefficient D,B
1234,It is a traffic flow pattern indicating recommended directional movement of traffic where it is impractical or unnecessary to adopt an established direction of traffic flow.,Established direction of traffic flow,Recommended direction of traffic flow,Recommended route,Recommended track,B
1235,It is a zone or line separating the traffic lanes in which ships are proceeding in opposite or nearly opposite directions; or separating a traffic lane from the adjacent sea area; or separating traffic lanes designated for a particular classes of ship proceeding in the same direction.,Routeing system,Separation zone or line,Traffic Separation scheme,Traffic lane,B
1236,"It is defined as an agreed limit to clip overlapping nautical charts or related data between two or more neighbouring countries, or between two adjacent charting Regions.",overlapping boundary,cartographic boundary,cell boundary limit,configuratory chart boundary,B
1237,It is needed for adjusting pressure control valves to required valves and for determining the forces being exerted by a cylinder or the torque of a hydraulic motor.,Pressure Switch,Pressure Gauges,Static Pressure,Dynamic Pressure,B
1238,Lost of pump efficiency may be the result of:,air entering the pump through a pin hole leak in the discharge manifold,a leak in a gasket on the suction side of the pump,the suction valve in the wide open position,the pump being installed too close to the suction tank,B
1239,Lunar cycle is a nodal activity that changes over a period on average of _____.,12 years,19 years,13 years,15 years,B
1240,Magnetic compass deviation:,varies depending upon the bearing used,is the angular difference between magnetic north and compass north,is published on the compass rose on most nautical charts,is the angular difference between geographic and magnetic meridians,B
1241,Magnetism which is present only when the material is under the influence of an external field is called __________.,Permanent magnetism,Induced magnetism,Residual magnetism,Terrestrial magnetism,B
1242,"Maintain and adjust vessel's course, the navigational officer should do the following except:","Required alterations to the vessel's course or speed are made taking into account prevailing weather and sea conditions, the proximity and course of other vessels, navigational hazards and overall passage plan requirements",Alterations to the vessel's course and speed comply with Australian regulations for the avoidance of collision at sea,Alterations to the vessel's course and speed are appropriate to prevailing circumstances and conditions,Signals relevant for navigational maneuvers are made at the appropriate time in accordance with international regulations,B
1243,Maneuvering Light is described in what rule?,Rule 35(d),Rule 34(b),Rule 33(a),Rule 32(e),B
1244,Mooring lines constructed of different material have variable elasticity. Which of the following is true concerning their combined use for mooring a vessel? ,the use of lines of varying elasticity together is recommended as a safety measure,lines of different elasticity should never be used together in the same direction,lines of different elasticity should always be used together in the same direction,the elasticity of mooring lines is of minor concern at most locations,B
1245,New edition is marked on the charts: ,upper right hand corner,lower left hand corner,upper left hand corner,lower right hand corner,B
1246,"Normally a ship fitted with steam turbines has an astern power, one third of ahead power. If a ship is 7,000-ton deadweight with speed of 15 knots, what is the astern power?","50,000 knot - tons","35,000 knot - tons","315,000 knot - tons","70,000 knot - tons",B
1247,"On a single screw vessel with a right handed propeller, in order to maintain a straight course line when backing her engines, what would you do?",Increase engine RPM to 1000 until she has attain a straight course line,Apply some right rudder,Apply some left rudder,Apply permanently right rudder,B
1248,"On a voyage from Halifax, N.S., to Dakar, West Africa, the Canary Current will:",set the vessel to the left,set the vessel to the right,offer resistance in the form of a head current,furnish additional thrust in the form of a fair or following current,B
1249,"On a working copy of a weather map, a stationary front is represented by which color line?",Blue,Alternating red and blue,Red,Purple,B
1250,"On an autopilot steering stand, the "weather adjustment" control is used to: ",proportionally set the number of degrees of rudder response per degree of course error,set the null band or dead zone signal before actuating the rudder,allow leeway according to the weather conditions,set the speed at which the rudder responds,B
1251,On board an accident happened. Urgent radio-medical advice is needed. We choose the category:,routine,safety,ships business,urgency,B
